runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,runSeq,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
,,,,,23.352977799950168,None,space,0.8122507000807673,23.352977799950168,None,9,F,1,9,R,MS MH,2022_Dec_03_1335,2020.2.5,bodymapST1,60.00513642290505,"['Left Arm', 'Left Leg', 'Right Face', 'Left Face']",
