	onset	duration	condition
0	2.761025800020434	420.0596415667096	c:\Users\Admin\Documents\GitHub\canlab\WASABI_public\fMRI Tasks\N-Of-Many\WASABI hyperalignment\..\..\WASABI hyperalignment\stimuli\videos\kungfury.mp4
