RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,response_2.rt,fixation_1.started,fixation_1.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
0,1,,,,0,0,0,0,,,,,0,0,0,0,,,,,22.84110590000637,None,space,0.7062517999438569,22.84110590000637,None,,,,,,,,,,,,,,,,,,,2,m,17,r,cib,2021_Nov_19_1618,WASABI Nback,2020.2.10,59.99750411276244,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,None,None,None,None,0,24.775964900036342,None,24.775964900036342,25.776075100060552,25.75937960005831,None,0,1,24.775964900036342,None,,,,2,m,17,r,cib,2021_Nov_19_1618,WASABI Nback,2020.2.10,59.99750411276244,
0,1,2,"[0, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,None,None,0,26.59274190000724,None,26.59274190000724,27.59274940006435,27.57606200000737,28.57607530010864,0,1,26.59274190000724,None,,,,2,m,17,r,cib,2021_Nov_19_1618,WASABI Nback,2020.2.10,59.99750411276244,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,None,None,0,28.592760300030932,None,28.592760300030932,29.59274660004303,29.576091299997643,30.57608800008893,0,1,28.592760300030932,None,,,,2,m,17,r,cib,2021_Nov_19_1618,WASABI Nback,2020.2.10,59.99750411276244,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,None,None,0,30.592776900040917,None,30.592776900040917,31.59277430002112,31.576100500067696,32.57611980009824,0,1,30.592776900040917,None,,,,2,m,17,r,cib,2021_Nov_19_1618,WASABI Nback,2020.2.10,59.99750411276244,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,4,4,4,,,,,,,,,None,None,0,32.59279420005623,None,32.59279420005623,33.592797100078315,33.57611540006474,34.57614690007176,0,1,32.59279420005623,None,,,,2,m,17,r,cib,2021_Nov_19_1618,WASABI Nback,2020.2.10,59.99750411276244,
0,1,9,"[0.2, -0.2]",1,0,0,0,0,,,,,0,0,0,0,0,5,5,5,,,,,,,,,None,None,0,34.59280020010192,None,34.59280020010192,35.59281440009363,35.57615560002159,36.576164600090124,0,1,34.59280020010192,None,,,,2,m,17,r,cib,2021_Nov_19_1618,WASABI Nback,2020.2.10,59.99750411276244,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,6,6,6,,,,,,,,,None,None,0,36.59282660007011,None,36.59282660007011,37.59283770003822,37.57622740010265,38.5761574000353,0,1,36.59282660007011,None,,,,2,m,17,r,cib,2021_Nov_19_1618,WASABI Nback,2020.2.10,59.99750411276244,
0,1,1,"[-0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,7,7,7,,,,,,,,,None,None,0,38.5927864999976,None,38.5927864999976,39.59284620010294,39.57616840000264,40.57618370000273,0,1,38.5927864999976,None,,,,2,m,17,r,cib,2021_Nov_19_1618,WASABI Nback,2020.2.10,59.99750411276244,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,8,8,8,,,,,,,,,None,None,0,40.59283980005421,None,40.59283980005421,41.5928706000559,41.57619730010629,42.57619270007126,0,1,40.59283980005421,None,,,,2,m,17,r,cib,2021_Nov_19_1618,WASABI Nback,2020.2.10,59.99750411276244,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,9,9,9,,,,,,,,,None,None,0,42.59287180006504,None,42.59287180006504,43.592897000024095,43.57622660009656,44.576212000101805,0,1,42.59287180006504,None,,,,2,m,17,r,cib,2021_Nov_19_1618,WASABI Nback,2020.2.10,59.99750411276244,
0,1,5,"[0, 0]",1,0,0,0,0,,,,,0,0,0,0,0,10,10,10,,,,,,,,,None,None,0,44.59287520009093,None,44.59287520009093,45.592903100070544,45.576237600063905,46.57623230002355,0,1,44.59287520009093,None,,,,2,m,17,r,cib,2021_Nov_19_1618,WASABI Nback,2020.2.10,59.99750411276244,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,11,11,11,,,,,,,,,None,None,0,46.59289230010472,None,46.59289230010472,47.59290240006521,47.57625370007008,48.57616320007946,0,1,46.59289230010472,None,,,,2,m,17,r,cib,2021_Nov_19_1618,WASABI Nback,2020.2.10,59.99750411276244,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,12,12,12,,,,,,,,,None,None,0,48.592924600001425,None,48.592924600001425,49.59284270007629,49.57626550004352,50.57627090008464,0,1,48.592924600001425,None,,,,2,m,17,r,cib,2021_Nov_19_1618,WASABI Nback,2020.2.10,59.99750411276244,
0,1,6,"[0.2, 0]",1,0,0,0,0,,,,,0,0,0,0,0,13,13,13,,,,,,,,,None,None,0,50.59292790002655,None,50.59292790002655,51.59295270009898,51.576292200013995,52.57623260002583,0,1,50.59292790002655,None,,,,2,m,17,r,cib,2021_Nov_19_1618,WASABI Nback,2020.2.10,59.99750411276244,
0,1,8,"[0, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,14,14,14,,,,,,,,,None,None,0,52.592923600110225,None,52.592923600110225,53.592967500095256,53.57629800005816,54.576295700040646,0,1,52.592923600110225,None,,,,2,m,17,r,cib,2021_Nov_19_1618,WASABI Nback,2020.2.10,59.99750411276244,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,15,15,15,,,,,,,,,None,None,0,54.59298150008544,None,54.59298150008544,55.5929692001082,55.576303200097755,56.576307000010274,0,1,54.59298150008544,None,,,,2,m,17,r,cib,2021_Nov_19_1618,WASABI Nback,2020.2.10,59.99750411276244,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,16,16,16,,,,,,,,,None,None,1,56.59299900010228,None,56.59299900010228,57.59300039999653,57.5763235000195,58.57634790008888,1,0,56.59299900010228,None,0.8669757000170648,,,2,m,17,r,cib,2021_Nov_19_1618,WASABI Nback,2020.2.10,59.99750411276244,
