RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,fixation_1.started,fixation_1.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
0,1,,,,0,0,0,0,,,,,0,0,0,0,,,,,15.236524600011762,None,space,51.90025599999353,15.236524600011762,None,,,,,,,,,,,,,,,,,,4,m,18,l,mck,2022_May_16_1522,WASABI Nback,2020.2.10,59.942982247734584,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,None,None,None,None,0,68.6403937000432,None,68.6403937000432,69.64029680000385,69.62372440000763,None,0,1,68.6403937000432,None,,,4,m,18,l,mck,2022_May_16_1522,WASABI Nback,2020.2.10,59.942982247734584,
0,1,2,"[0, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,None,None,0,70.17373020004015,None,70.17373020004015,71.17282310000155,71.15612860000692,72.15613620000659,0,1,70.17373020004015,None,,,4,m,18,l,mck,2022_May_16_1522,WASABI Nback,2020.2.10,59.942982247734584,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,None,None,0,72.17282959999284,None,72.17282959999284,73.17292360001011,73.15623280004365,74.15690699999686,0,1,72.17282959999284,None,,,4,m,18,l,mck,2022_May_16_1522,WASABI Nback,2020.2.10,59.942982247734584,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,None,None,0,74.17356540000765,None,74.17356540000765,75.17359429999487,75.1569218999939,76.15712990000611,0,1,74.17356540000765,None,,,4,m,18,l,mck,2022_May_16_1522,WASABI Nback,2020.2.10,59.942982247734584,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,4,4,4,,,,,,,,,None,None,0,76.1737945000059,None,76.1737945000059,77.17380869999761,77.15710300003411,78.15714130003471,0,1,76.1737945000059,None,,,4,m,18,l,mck,2022_May_16_1522,WASABI Nback,2020.2.10,59.942982247734584,
0,1,9,"[0.2, -0.2]",1,0,0,0,0,,,,,0,0,0,0,0,5,5,5,,,,,,,,,None,None,0,78.17381320003187,None,78.17381320003187,79.17383440001868,79.15715060004732,80.15716420003446,0,1,78.17381320003187,None,,,4,m,18,l,mck,2022_May_16_1522,WASABI Nback,2020.2.10,59.942982247734584,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,6,6,6,,,,,,,,,None,None,0,80.17383070004871,None,80.17383070004871,81.17383630003314,81.1571734000463,82.15718310000375,0,1,80.17383070004871,None,,,4,m,18,l,mck,2022_May_16_1522,WASABI Nback,2020.2.10,59.942982247734584,
0,1,1,"[-0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,7,7,7,,,,,,,,,None,None,0,82.1738394999993,None,82.1738394999993,83.17386169999372,83.1571821999969,84.15719090000493,0,1,82.1738394999993,None,,,4,m,18,l,mck,2022_May_16_1522,WASABI Nback,2020.2.10,59.942982247734584,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,8,8,8,,,,,,,,,None,None,0,84.17386909999186,None,84.17386909999186,85.17387460003374,85.15719749999698,86.15721430000849,0,1,84.17386909999186,None,,,4,m,18,l,mck,2022_May_16_1522,WASABI Nback,2020.2.10,59.942982247734584,
