square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
1,"[-0.2, 0.2]",0,0,10,10,10,,,,,,,723.0218670000322,None,723.0218670000322,724.0218579000793,724.0051863999106,725.0052179999184,1,-0.8231481481481482,-0.47314814814814815,"[0, 0, 0]",0,0,723.0218670000322,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
2,"[0, 0.2]",0,0,11,11,11,,,,,,,725.0218728000764,None,725.0218728000764,726.0218779998831,726.0052155999001,727.0052153998986,1,-0.8231481481481482,-0.47314814814814815,"[0, 0, 0]",0,0,725.0218728000764,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
4,"[-0.2, 0]",0,0,12,12,12,,,,,,,727.0218795998953,None,727.0218795998953,728.021895899903,728.0052400999703,729.0052523000631,1,-0.8231481481481482,-0.47314814814814815,"[0, 0, 0]",0,0,727.0218795998953,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
4,"[-0.2, 0]",1,0,13,13,13,,,,,,,729.021887900075,None,729.021887900075,730.0218992000446,730.0052398000844,731.0052618999034,0,-0.8231481481481482,-0.47314814814814815,"[0, 0, 0]",0,0,729.021887900075,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
8,"[0, -0.2]",0,0,14,14,14,,,,,,,731.0219159999397,None,731.0219159999397,732.0219127999153,732.0052628000267,733.0052589999977,1,-0.8231481481481482,-0.47314814814814815,"[0, 0, 0]",0,0,731.0219159999397,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
5,"[0, 0]",0,0,15,15,15,,,,,,,733.0219203999732,None,733.0219203999732,734.0219397998881,734.0052859000862,735.0052924999036,1,-0.8231481481481482,-0.47314814814814815,"[0, 0, 0]",0,0,733.0219203999732,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
5,"[0, 0]",1,0,16,16,16,,,,,,,735.021938299993,None,735.021938299993,736.0219616999384,736.0051990998909,737.0053089999128,1,-0.8231481481481482,-0.47314814814814815,"[0, 0, 0]",0,0,735.021938299993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
1,"[-0.2, 0.2]",0,0,17,17,17,,,,,,,737.0219680999871,None,737.0219680999871,738.0219771000557,738.0053071000148,739.0053115000483,1,-0.8231481481481482,-0.47314814814814815,"[0, 0, 0]",0,0,737.0219680999871,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
3,"[0.2, 0.2]",0,0,18,18,18,,,,,,,739.0219646000769,None,739.0219646000769,740.0219936000649,740.0053125999402,741.0053288999479,1,-0.8231481481481482,-0.47314814814814815,"[0, 0, 0]",0,0,739.0219646000769,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
6,"[0.2, 0]",0,0,19,19,19,,,,,,,741.0219837999903,None,741.0219837999903,742.0219910000451,742.0053550999146,743.0053534999024,1,-0.8231481481481482,-0.47314814814814815,"[0, 0, 0]",0,0,741.0219837999903,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
1,"[-0.2, 0.2]",0,0,20,20,20,,,,,,,743.0220073000528,None,743.0220073000528,744.0220202000346,744.0053606000729,745.0053912000731,1,-0.8231481481481482,-0.47314814814814815,"[0, 0, 0]",0,0,743.0220073000528,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
1,"[-0.2, 0.2]",1,0,21,21,21,,,,,,,745.022029899992,None,745.022029899992,746.0220210000407,746.0053767000791,747.0053761000745,1,-0.8231481481481482,-0.47314814814814815,"[0, 0, 0]",0,0,745.022029899992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
1,"[-0.2, 0.2]",1,0,22,22,22,,,,,,,747.0220355000347,None,747.0220355000347,748.0220564999618,748.0053975000046,749.0053842000198,1,-0.8231481481481482,-0.47314814814814815,"[0, 0, 0]",0,0,747.0220355000347,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
3,"[0.2, 0.2]",0,0,23,23,23,,,,,,,749.0220435000956,None,749.0220435000956,750.0220512000378,750.0053932999726,751.0054204999469,1,-0.8231481481481482,-0.47314814814814815,"[0, 0, 0]",0,0,749.0220435000956,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
2,"[0, 0.2]",0,0,24,24,24,,,,,,,751.0220788998995,None,751.0220788998995,752.0220836000517,752.0053987998981,753.0053952999879,0,-0.8231481481481482,-0.47314814814814815,"[0, 0, 0]",0,0,751.0220788998995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
1,"[-0.2, 0.2]",0,0,25,25,25,,,,,,,753.0219972000923,None,753.0219972000923,754.0220941998996,754.0054248000961,755.0054214999545,1,-0.8231481481481482,-0.47314814814814815,"[0, 0, 0]",0,0,753.0219972000923,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
7,"[-0.2, -0.2]",0,0,26,26,26,,,,,,,755.0221037999727,None,755.0221037999727,756.0220973000396,756.0054510999471,757.0054482000414,1,-0.8231481481481482,-0.47314814814814815,"[0, 0, 0]",0,0,755.0221037999727,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
7,"[-0.2, -0.2]",1,0,27,27,27,,,,,,,757.0221245000139,None,757.0221245000139,758.0221080000047,758.0054434998892,759.0054713999853,1,-0.8231481481481482,-0.47314814814814815,"[0, 0, 0]",0,0,757.0221245000139,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
2,"[0, 0.2]",0,0,28,28,28,,,,,,,759.0221283000428,None,759.0221283000428,760.0221470000688,760.0054665000644,761.0054770999122,1,-0.8231481481481482,-0.47314814814814815,"[0, 0, 0]",0,0,759.0221283000428,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
6,"[0.2, 0]",0,0,29,29,29,,,,,,,761.0221535998862,None,761.0221535998862,762.0221559000202,762.0054949000478,763.0055130000692,1,-0.8231481481481482,-0.47314814814814815,"[0, 0, 0]",0,0,761.0221535998862,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,763.0221541998908,None,space,763.0221541998908,None,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
6,"[0.2, 0]",None,,,,,0,0,0,0,819.8559355000034,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",820.872631700011,None,820.872631700011,821.87253589998,821.8559385000262,822.8559486998711,"[0, 0, 0]",1,820.872631700011,None,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
7,"[-0.2, -0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",822.8726077999454,824.8726292999927,822.8726077999454,823.8726397000719,823.855933399871,824.8559761000797,"[0, 0, 0]",1,822.8726077999454,824.8726292999927,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
6,"[0.2, 0]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",824.8892985999119,826.8893403999973,824.8892985999119,825.8892985000275,825.8726230000611,826.8726627998985,"[0, 0, 0]",1,824.8892985999119,826.8893403999973,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
2,"[0, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",826.9059929999057,828.9060011000838,826.9059929999057,827.9060009999666,827.8893367000856,828.8893253998831,"[0, 0, 0]",1,826.9059929999057,828.9060011000838,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
5,"[0, 0]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",828.9226708998904,830.9226935000625,828.9226708998904,829.9226836999878,829.9060148999561,830.9060017000884,"[0, 0, 0]",1,828.9226708998904,830.9226935000625,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
4,"[-0.2, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",830.9393587999512,832.9393557999283,830.9393587999512,831.9393565999344,831.9226847998798,832.9226818999741,"[0, 0, 0]",1,830.9393587999512,832.9393557999283,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
4,"[-0.2, 0]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",832.9560171999037,834.9560549999587,832.9560171999037,833.9560302000027,833.9393895000685,834.9393863999285,"[0, 0, 0]",1,832.9560171999037,834.9560549999587,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",834.9727292000316,836.9727409000043,834.9727292000316,835.9727252998855,835.9560616998933,836.9560523000546,"[0, 0, 0]",1,834.9727292000316,836.9727409000043,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
4,"[-0.2, 0]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",836.9893916000146,838.9894218000118,836.9893916000146,837.9894224000163,837.9727552998811,838.972738099983,"[0, 0, 0]",1,836.9893916000146,838.9894218000118,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
3,"[0.2, 0.2]",0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",839.0060827999841,841.006081599975,839.0060827999841,840.0060928000603,839.9894079999067,840.9894944999833,"[0, 0, 0]",1,839.0060827999841,841.006081599975,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
5,"[0, 0]",0,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",841.0227602000814,843.0227780998684,841.0227602000814,842.0227789999917,842.0061037999112,843.0061051999219,"[0, 0, 0]",1,841.0227602000814,843.0227780998684,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
3,"[0.2, 0.2]",1,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",843.039471300086,845.0394454998896,843.039471300086,844.0394585998729,844.0227820000146,845.0227938999888,"[0, 0, 0]",1,843.039471300086,845.0394454998896,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
1,"[-0.2, 0.2]",0,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",845.0561166000552,847.0561317000538,845.0561166000552,846.0561376998667,846.0394806000404,847.0394866999704,"[0, 0, 0]",1,845.0561166000552,847.0561317000538,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
9,"[0.2, -0.2]",0,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",847.0728215000127,849.0728285999503,847.0728215000127,848.0728152000811,848.0561426999047,849.0561587000266,"[0, 0, 0]",1,847.0728215000127,849.0728285999503,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
9,"[0.2, -0.2]",0,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",849.0894945999607,851.089502699906,849.0894945999607,850.0895151998848,850.0728454000782,851.0728513998911,"[0, 0, 0]",0,849.0894945999607,851.089502699906,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
8,"[0, -0.2]",0,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",851.1061748000793,853.1061702000443,851.1061748000793,852.1061690000352,852.0895163998939,853.0895340999123,"[0, 0, 0]",1,851.1061748000793,853.1061702000443,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
6,"[0.2, 0]",0,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",853.1228759000078,855.1228757998906,853.1228759000078,854.1228730999865,854.1061915999744,855.106197899906,"[0, 0, 0]",1,853.1228759000078,855.1228757998906,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
3,"[0.2, 0.2]",0,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",855.1395503999665,857.1395765000489,855.1395503999665,856.139558600029,856.1228656999301,857.1223985999823,"[0, 0, 0]",1,855.1395503999665,857.1395765000489,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
6,"[0.2, 0]",1,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",857.1562222000211,859.1562258999329,857.1562222000211,858.1562331998721,858.1395741000306,859.1395787000656,"[0, 0, 0]",0,857.1562222000211,859.1562258999329,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
5,"[0, 0]",0,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",859.1728908999357,861.1729182999115,859.1728908999357,860.1728976999875,860.1562506998889,861.156278999988,"[0, 0, 0]",1,859.1728908999357,861.1729182999115,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
7,"[-0.2, -0.2]",0,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",861.1896057000849,863.1896031999495,861.1896057000849,862.1896122999024,862.1729329000227,863.1729174000211,"[0, 0, 0]",1,861.1896057000849,863.1896031999495,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
5,"[0, 0]",1,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",863.2062724998686,865.2062870000955,863.2062724998686,864.2057890999131,864.189626300009,865.1896130999085,"[0, 0, 0]",1,863.2062724998686,865.2062870000955,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
1,"[-0.2, 0.2]",0,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",865.222955300007,867.22294960008,865.222955300007,866.2228687999304,866.2062875998672,867.206287200097,"[0, 0, 0]",1,865.222955300007,867.22294960008,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
7,"[-0.2, -0.2]",0,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",867.2396422000602,869.2396497998852,867.2396422000602,868.2396213000175,868.2229724999052,869.2229674998671,"[0, 0, 0]",1,867.2396422000602,869.2396497998852,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
9,"[0.2, -0.2]",0,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",869.2562247000169,871.2563290998805,869.2562247000169,870.2563145998865,870.2396589000709,871.2396730999462,"[0, 0, 0]",1,869.2562247000169,871.2563290998805,,,,,,,,,,,,,1,M,2,25,r,ARB,2021_Oct_26_1823,2020.2.10,distractmap2,59.97454680401794,"['Left Leg', 'Left Face', 'Right Arm', 'Abdomen']",
