	onset	duration	rt	mouseclick	correct	condition	score	SID	date	sex	session
0	500.74604030139744	1.8982853703200817			1	Practice 2-back	3.3333333333333335	2579	2023-03-11_12h28.04.654	f	2
1	502.67761849984527	1.9693212192505598	0.33376799896359444	2	0	Practice 2-back	3.3333333333333335	2579	2023-03-11_12h28.04.654	f	2
2	504.67956020124257	1.9640941210091114	0.7491002008318901	0	1	Practice 2-back	6.666666666666667	2579	2023-03-11_12h28.04.654	f	2
3	506.68102520145476	1.9610980208963156	0.34873370081186295	2	1	Practice 2-back	10.0	2579	2023-03-11_12h28.04.654	f	2
4	508.6797630004585	1.9630130212754011	0.5133600011467934	2	1	Practice 2-back	13.333333333333334	2579	2023-03-11_12h28.04.654	f	2
5	510.6797062009573	1.9622917212545872	0.2961941994726658	2	1	Practice 2-back	16.666666666666668	2579	2023-03-11_12h28.04.654	f	2
6	512.68155920133	1.9591360203921795	0.8450668007135391	0	0	Practice 2-back	16.666666666666668	2579	2023-03-11_12h28.04.654	f	2
7	514.6793687008321	1.9617615211755037	0.582999100908637	2	1	Practice 2-back	20.0	2579	2023-03-11_12h28.04.654	f	2
8	516.6789492014796	1.9627313185483217	0.5972509998828173	0	1	Practice 2-back	23.333333333333332	2579	2023-03-11_12h28.04.654	f	2
9	518.6780754011124	1.9640527199953794	0.6491430010646582	2	1	Practice 2-back	26.666666666666668	2579	2023-03-11_12h28.04.654	f	2
10	520.6784151997417	1.9629840198904276	0.5326885003596544	2	1	Practice 2-back	30.0	2579	2023-03-11_12h28.04.654	f	2
11	522.6776417009532	1.963064419105649	0.2662719003856182	0	1	Practice 2-back	33.333333333333336	2579	2023-03-11_12h28.04.654	f	2
12	524.6768378000706	1.964482918381691	0.3848203010857105	2	1	Practice 2-back	36.666666666666664	2579	2023-03-11_12h28.04.654	f	2
13	526.6790053006262	1.9606048222631216	0.6291992999613285	2	1	Practice 2-back	40.0	2579	2023-03-11_12h28.04.654	f	2
14	528.676147101447	1.964627319946885	0.5833700988441706	2	1	Practice 2-back	43.333333333333336	2579	2023-03-11_12h28.04.654	f	2
15	530.6776793003082	1.961825618520379	0.895048700273037	2	1	Practice 2-back	46.666666666666664	2579	2023-03-11_12h28.04.654	f	2
16	532.6769846007228	1.9625571202486753	0.6810761988162994	2	1	Practice 2-back	50.0	2579	2023-03-11_12h28.04.654	f	2
17	534.6769495010376	1.9622869193553925	0.597945200279355	2	1	Practice 2-back	53.333333333333336	2579	2023-03-11_12h28.04.654	f	2
18	536.6773930005729	1.9613546188920736	0.6152551993727684	2	0	Practice 2-back	53.333333333333336	2579	2023-03-11_12h28.04.654	f	2
19	538.6787277013063	1.9577124193310738	0.9449372999370098	2	1	Practice 2-back	56.666666666666664	2579	2023-03-11_12h28.04.654	f	2
20	540.6743429005146	1.9654575195163488	0.48455880023539066	2	1	Practice 2-back	60.0	2579	2023-03-11_12h28.04.654	f	2
21	542.6766456011683	1.9609095193445683	0.41332670114934444	0	1	Practice 2-back	63.333333333333336	2579	2023-03-11_12h28.04.654	f	2
22	544.6757556013763	1.9627857189625502	0.49549159966409206	2	1	Practice 2-back	66.66666666666667	2579	2023-03-11_12h28.04.654	f	2
23	546.6750277001411	1.9623219203203917	0.8811351004987955	0	0	Practice 2-back	66.66666666666667	2579	2023-03-11_12h28.04.654	f	2
24	548.6748692002147	1.9622729197144508	0.6161835994571447	2	1	Practice 2-back	70.0	2579	2023-03-11_12h28.04.654	f	2
25	550.675532201305	1.9605058208107948	0.48057940043509007	2	1	Practice 2-back	73.33333333333333	2579	2023-03-11_12h28.04.654	f	2
26	552.6742313001305	1.9635947197675705	0.5484819989651442	0	1	Practice 2-back	76.66666666666667	2579	2023-03-11_12h28.04.654	f	2
27	554.6742634996772	1.9628332201391459	0.46436089836061	2	1	Practice 2-back	80.0	2579	2023-03-11_12h28.04.654	f	2
28	556.6766398008913	1.9566072206944227	0.39519149996340275	2	1	Practice 2-back	83.33333333333333	2579	2023-03-11_12h28.04.654	f	2
29	558.6737882010639	1.9621243216097355	0.3476797994226217	2	1	Practice 2-back	86.66666666666667	2579	2023-03-11_12h28.04.654	f	2
