square,location,corrAns,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,response_2.rt_left,response_2.rt_right,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,fixation_rest.started,fixation_rest.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,bodysite1 temp,bodysite2 temp,date,psychopyVersion,expName,frameRate,body_site_order,
8,"[0, -0.2]",1,0,7,7,7,,,None,None,"[0, 0, 0]",281.25767520000227,283.25769249978475,281.25767520000227,282.257683099946,282.2410277999006,283.2410216999706,"[0, 0, 0]",0,281.25767520000227,283.25769249978475,,,,,,,,,,,,,,,,,,,,,1,M,1,99,r,MS,49,49,2022_Jul_01_1325,2020.2.10,distractmap1,60.01248263554586,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
1,"[-0.2, 0.2]",1,0,8,8,8,,,None,None,"[0, 0, 0]",283.27436439995654,285.27437959983945,283.27436439995654,284.2743799998425,284.2577034998685,285.25771119981073,"[0, 0, 0]",0,283.27436439995654,285.27437959983945,,,,,,,,,,,,,,,,,,,,,1,M,1,99,r,MS,49,49,2022_Jul_01_1325,2020.2.10,distractmap1,60.01248263554586,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
6,"[0.2, 0]",0,0,9,9,9,,,None,None,"[0, 0, 0]",285.2910637999885,287.29106069984846,285.2910637999885,286.29106249986216,286.27437549992464,287.2744006998837,"[0, 0, 0]",0,285.2910637999885,287.29106069984846,,,,,,,,,,,,,,,,,,,,,1,M,1,99,r,MS,49,49,2022_Jul_01_1325,2020.2.10,distractmap1,60.01248263554586,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
,,,,,,,,,,,,,,,,,,,,,,,,287.30773379979655,None,,,,,,,,,,,,,,,,,1,M,1,99,r,MS,49,49,2022_Jul_01_1325,2020.2.10,distractmap1,60.01248263554586,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,279.2272301199846,,,1,M,1,99,r,MS,49,49,2022_Jul_01_1325,2020.2.10,distractmap1,60.01248263554586,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
7,"[-0.2, -0.2]",None,0,0,0,0,304.55801949999295,None,None,None,"[0, 0, 0]",307.3745809998363,None,307.3745809998363,308.3745887000114,308.3579607999418,309.3579335999675,"[0, 0, 0]",1,307.3745809998363,None,,,,,,,,,,,,,,,,,,,0.012987180147320032,5.0086244801059365,1,M,1,99,r,MS,49,49,2022_Jul_01_1325,2020.2.10,distractmap1,60.01248263554586,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
7,"[-0.2, -0.2]",None,0,1,1,1,,,None,None,"[0, 0, 0]",309.3745973999612,311.3745334998239,309.3745973999612,310.3746009999886,310.35793609987013,311.3579431998078,"[0, 0, 0]",1,309.3745973999612,311.3745334998239,,,,,,,,,,,,,,,,,,,,,1,M,1,99,r,MS,49,49,2022_Jul_01_1325,2020.2.10,distractmap1,60.01248263554586,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
7,"[-0.2, -0.2]",1,0,2,2,2,,,None,None,"[0, 0, 0]",311.3913395998534,313.3912890998181,311.3913395998534,312.39129880000837,312.37461329996586,313.374620199902,"[0, 0, 0]",0,311.3913395998534,313.3912890998181,,,,,,,,,,,,,,,,,,,,,1,M,1,99,r,MS,49,49,2022_Jul_01_1325,2020.2.10,distractmap1,60.01248263554586,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
5,"[0, 0]",0,0,3,3,3,,,None,None,"[0, 0, 0]",313.40795179991983,315.40798539994285,313.40795179991983,314.40797579986975,314.3913090999704,315.3913164997939,"[0, 0, 0]",0,313.40795179991983,315.40798539994285,,,,,,,,,,,,,,,,,,,,,1,M,1,99,r,MS,49,49,2022_Jul_01_1325,2020.2.10,distractmap1,60.01248263554586,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
1,"[-0.2, 0.2]",0,0,4,4,4,,,None,None,"[0, 0, 0]",315.4914564997889,None,315.4914564997889,316.4913442998659,316.47465119999833,None,"[0, 0, 0]",0,315.4914564997889,None,,,,,,,,,,,,,,,,,,,,,1,M,1,99,r,MS,49,49,2022_Jul_01_1325,2020.2.10,distractmap1,60.01248263554586,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
6,"[0.2, 0]",0,0,5,5,5,,,None,None,"[0, 0, 0]",317.44132349989377,319.44134879997,317.44132349989377,318.4413200998679,318.42467039986514,319.4246735998895,"[0, 0, 0]",0,317.44132349989377,319.44134879997,,,,,,,,,,,,,,,,,,,,,1,M,1,99,r,MS,49,49,2022_Jul_01_1325,2020.2.10,distractmap1,60.01248263554586,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
1,"[-0.2, 0.2]",1,0,6,6,6,,,None,None,"[0, 0, 0]",319.45803159987554,321.4580376998056,319.45803159987554,320.45802589994855,320.44136799988337,321.4413552999031,"[0, 0, 0]",0,319.45803159987554,321.4580376998056,,,,,,,,,,,,,,,,,,,,,1,M,1,99,r,MS,49,49,2022_Jul_01_1325,2020.2.10,distractmap1,60.01248263554586,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
7,"[-0.2, -0.2]",0,0,7,7,7,,,None,None,"[0, 0, 0]",321.47468679980375,323.4746239997912,321.47468679980375,322.4746231997851,322.4580459999852,323.4580606999807,"[0, 0, 0]",0,321.47468679980375,323.4746239997912,,,,,,,,,,,,,,,,,,,,,1,M,1,99,r,MS,49,49,2022_Jul_01_1325,2020.2.10,distractmap1,60.01248263554586,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
6,"[0.2, 0]",0,0,8,8,8,,,None,None,"[0, 0, 0]",323.4913850999437,325.4913974998053,323.4913850999437,324.49138839985244,324.47473079990596,325.47473489982076,"[0, 0, 0]",0,323.4913850999437,325.4913974998053,,,,,,,,,,,,,,,,,,,,,1,M,1,99,r,MS,49,49,2022_Jul_01_1325,2020.2.10,distractmap1,60.01248263554586,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
7,"[-0.2, -0.2]",1,0,9,9,9,,,None,None,"[0, 0, 0]",325.5080633999314,327.5080861998722,325.5080633999314,326.5080738000106,326.4914166999515,327.491437099874,"[0, 0, 0]",0,325.5080633999314,327.5080861998722,,,,,,,,,,,,,,,,,,,,,1,M,1,99,r,MS,49,49,2022_Jul_01_1325,2020.2.10,distractmap1,60.01248263554586,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
,,,,,,,,,,,,,,,,,,,,,,,,327.52474649995565,None,,,,,,,,,,,,,,,,,1,M,1,99,r,MS,49,49,2022_Jul_01_1325,2020.2.10,distractmap1,60.01248263554586,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,319.4443982196972,,,1,M,1,99,r,MS,49,49,2022_Jul_01_1325,2020.2.10,distractmap1,60.01248263554586,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
,,,,,,,362.54172879992984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.5415415999014,None,50.0,350.4595436200034,0.012824580306187272,5.008300080429763,1,M,1,99,r,MS,49,49,2022_Jul_01_1325,2020.2.10,distractmap1,60.01248263554586,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
,,,,,,,397.5586902999785,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.55852289986797,None,50.0,389.47665302013047,0.014625580050051212,5.011935780057684,1,M,1,99,r,MS,49,49,2022_Jul_01_1325,2020.2.10,distractmap1,60.01248263554586,"['Left Leg', 'Left Face', 'Left Leg', 'Left Face']",
,,,,,,,409.57554139988497,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014547379920259118,5.01176867983304,,,,,,,,,,,,,,
