square,location,corrAns,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,fixation_rest.started,fixation_rest.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,bodysite1 temp,bodysite2 temp,date,psychopyVersion,expName,frameRate,body_site_order,
6,"[0.2, 0]",None,0,0,0,0,115.07569920015521,None,None,None,"[0, 0, 0]",116.09238560008816,None,116.09238560008816,117.09237890015356,117.0757194000762,118.07573950011283,"[0, 0, 0]",1,116.09238560008816,None,,,,,,,,,,,,,,,,,,,4,M,2,21,l,MH,49,49,2022_Aug_03_1221,2020.2.10,distractmap2,60.003840302962374,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
7,"[-0.2, -0.2]",None,0,1,1,1,,,None,None,"[0, 0, 0]",118.09238900011405,120.09246279997751,118.09238900011405,119.09240040020086,119.07574550015852,120.07574730017222,"[0, 0, 0]",1,118.09238900011405,120.09246279997751,,,,,,,,,,,,,,,,,,,4,M,2,21,l,MH,49,49,2022_Aug_03_1221,2020.2.10,distractmap2,60.003840302962374,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
6,"[0.2, 0]",1,0,2,2,2,,,None,None,"[0, 0, 0]",120.10909070004709,122.10909779998474,120.10909070004709,121.1091010000091,121.0924168000929,122.0924290001858,"[0, 0, 0]",1,120.10909070004709,122.10909779998474,,,,,,,,,,,,,,,,,,,4,M,2,21,l,MH,49,49,2022_Aug_03_1221,2020.2.10,distractmap2,60.003840302962374,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
2,"[0, 0.2]",0,0,3,3,3,,,None,None,"[0, 0, 0]",122.12578470003791,124.12577780010179,122.12578470003791,123.12578230001964,123.10912750009447,124.10911590000615,"[0, 0, 0]",1,122.12578470003791,124.12577780010179,,,,,,,,,,,,,,,,,,,4,M,2,21,l,MH,49,49,2022_Aug_03_1221,2020.2.10,distractmap2,60.003840302962374,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
5,"[0, 0]",0,0,4,4,4,,,None,None,"[0, 0, 0]",124.14245100016706,126.14246130012907,124.14245100016706,125.14246060000733,125.12579610012472,126.12579439999536,"[0, 0, 0]",1,124.14245100016706,126.14246130012907,,,,,,,,,,,,,,,,,,,4,M,2,21,l,MH,49,49,2022_Aug_03_1221,2020.2.10,distractmap2,60.003840302962374,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
4,"[-0.2, 0]",0,0,5,5,5,,,None,None,"[0, 0, 0]",126.15913630020805,128.159182399977,126.15913630020805,127.15917200013064,127.14245919999667,128.14246910018846,"[0, 0, 0]",1,126.15913630020805,128.159182399977,,,,,,,,,,,,,,,,,,,4,M,2,21,l,MH,49,49,2022_Aug_03_1221,2020.2.10,distractmap2,60.003840302962374,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
4,"[-0.2, 0]",0,0,6,6,6,,,None,None,"[0, 0, 0]",128.17582640005276,130.17582880007103,128.17582640005276,129.17582210013643,129.15918780001812,130.15919190016575,"[0, 0, 0]",1,128.17582640005276,130.17582880007103,,,,,,,,,,,,,,,,,,,4,M,2,21,l,MH,49,49,2022_Aug_03_1221,2020.2.10,distractmap2,60.003840302962374,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
7,"[-0.2, -0.2]",0,0,7,7,7,,,None,None,"[0, 0, 0]",130.1924945001956,132.19251850014552,130.1924945001956,131.19251530012116,131.17584699997678,132.17581190005876,"[0, 0, 0]",1,130.1924945001956,132.19251850014552,,,,,,,,,,,,,,,,,,,4,M,2,21,l,MH,49,49,2022_Aug_03_1221,2020.2.10,distractmap2,60.003840302962374,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
4,"[-0.2, 0]",1,0,8,8,8,,,None,None,"[0, 0, 0]",132.20921060000546,134.20922300009988,132.20921060000546,133.2092170000542,133.1925338001456,134.19253630004823,"[0, 0, 0]",1,132.20921060000546,134.20922300009988,,,,,,,,,,,,,,,,,,,4,M,2,21,l,MH,49,49,2022_Aug_03_1221,2020.2.10,distractmap2,60.003840302962374,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
3,"[0.2, 0.2]",0,0,9,9,9,,,None,None,"[0, 0, 0]",134.22589470003732,136.22589470003732,134.22589470003732,135.2261587001849,135.20923520019278,136.20924039999954,"[0, 0, 0]",1,134.22589470003732,136.22589470003732,,,,,,,,,,,,,,,,,,,4,M,2,21,l,MH,49,49,2022_Aug_03_1221,2020.2.10,distractmap2,60.003840302962374,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
5,"[0, 0]",0,0,10,10,10,,,None,None,"[0, 0, 0]",136.24257720005699,138.24257570016198,136.24257720005699,137.24248700006865,137.2258911000099,138.22590230009519,"[0, 0, 0]",1,136.24257720005699,138.24257570016198,,,,,,,,,,,,,,,,,,,4,M,2,21,l,MH,49,49,2022_Aug_03_1221,2020.2.10,distractmap2,60.003840302962374,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
3,"[0.2, 0.2]",1,0,11,11,11,,,None,None,"[0, 0, 0]",138.25926470011473,140.2592865000479,138.25926470011473,139.25926399999298,139.24262440018356,140.24259959999472,"[0, 0, 0]",1,138.25926470011473,140.2592865000479,,,,,,,,,,,,,,,,,,,4,M,2,21,l,MH,49,49,2022_Aug_03_1221,2020.2.10,distractmap2,60.003840302962374,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
1,"[-0.2, 0.2]",0,0,12,12,12,,,None,None,"[0, 0, 0]",140.27592919999734,142.27593690017238,140.27592919999734,141.27593770017847,141.25929080019705,142.25927809998393,"[0, 0, 0]",1,140.27592919999734,142.27593690017238,,,,,,,,,,,,,,,,,,,4,M,2,21,l,MH,49,49,2022_Aug_03_1221,2020.2.10,distractmap2,60.003840302962374,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
9,"[0.2, -0.2]",0,0,13,13,13,,,None,None,"[0, 0, 0]",142.29259590012953,144.2926273001358,142.29259590012953,143.29261390003376,143.27597860014066,144.27594440011308,"[0, 0, 0]",1,142.29259590012953,144.2926273001358,,,,,,,,,,,,,,,,,,,4,M,2,21,l,MH,49,49,2022_Aug_03_1221,2020.2.10,distractmap2,60.003840302962374,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
9,"[0.2, -0.2]",0,0,14,14,14,,,None,None,"[0, 0, 0]",144.30932270013727,146.30925679998472,144.30932270013727,145.30932760005817,145.29263510019518,146.2926410001237,"[0, 0, 0]",1,144.30932270013727,146.30925679998472,,,,,,,,,,,,,,,,,,,4,M,2,21,l,MH,49,49,2022_Aug_03_1221,2020.2.10,distractmap2,60.003840302962374,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
8,"[0, -0.2]",0,0,15,15,15,,,None,None,"[0, 0, 0]",146.3259758001659,148.32597930007614,146.3259758001659,147.32599330018274,147.30931370006874,148.3093177000992,"[0, 0, 0]",1,146.3259758001659,148.32597930007614,,,,,,,,,,,,,,,,,,,4,M,2,21,l,MH,49,49,2022_Aug_03_1221,2020.2.10,distractmap2,60.003840302962374,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
6,"[0.2, 0]",0,0,16,16,16,,,None,None,"[0, 0, 0]",148.34266810002737,150.3426657000091,148.34266810002737,149.3426548000425,149.32602100004442,150.3260292999912,"[0, 0, 0]",1,148.34266810002737,150.3426657000091,,,,,,,,,,,,,,,,,,,4,M,2,21,l,MH,49,49,2022_Aug_03_1221,2020.2.10,distractmap2,60.003840302962374,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
3,"[0.2, 0.2]",0,0,17,17,17,,,None,None,"[0, 0, 0]",150.35933290002868,152.3593554000836,150.35933290002868,151.35935270017944,151.34268960007466,152.34267440019175,"[0, 0, 0]",1,150.35933290002868,152.3593554000836,,,,,,,,,,,,,,,,,,,4,M,2,21,l,MH,49,49,2022_Aug_03_1221,2020.2.10,distractmap2,60.003840302962374,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
6,"[0.2, 0]",1,0,18,18,18,,,None,None,"[0, 0, 0]",152.3760184000712,154.3760551000014,152.3760184000712,153.37603120016865,153.35936090000905,154.35938370018266,"[0, 0, 0]",1,152.3760184000712,154.3760551000014,,,,,,,,,,,,,,,,,,,4,M,2,21,l,MH,49,49,2022_Aug_03_1221,2020.2.10,distractmap2,60.003840302962374,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
5,"[0, 0]",0,0,19,19,19,,,None,None,"[0, 0, 0]",154.39272470003925,156.39272660017014,154.39272470003925,155.39273270010017,155.3760569000151,156.37606560019776,"[0, 0, 0]",1,154.39272470003925,156.39272660017014,,,,,,,,,,,,,,,,,,,4,M,2,21,l,MH,49,49,2022_Aug_03_1221,2020.2.10,distractmap2,60.003840302962374,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
7,"[-0.2, -0.2]",0,0,20,20,20,,,None,None,"[0, 0, 0]",156.40938070020638,158.40941260010004,156.40938070020638,157.40940310014412,157.39273560000584,158.39264039997943,"[0, 0, 0]",1,156.40938070020638,158.40941260010004,,,,,,,,,,,,,,,,,,,4,M,2,21,l,MH,49,49,2022_Aug_03_1221,2020.2.10,distractmap2,60.003840302962374,"['Left Face', 'Right Arm', 'Left Face', 'Right Arm']",
