square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,response.rt_left,response.rt_right,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
5,"[0, 0]",0,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1011.9173564999364,1013.9173721000552,1011.9173564999364,1012.9173711000476,1012.9007476998959,1013.9007170998957,"[0, 0, 0]",1,1011.9173564999364,1013.9173721000552,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
3,"[0.2, 0.2]",1,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1013.9340508999303,1015.9340546000749,1013.9340508999303,1014.9340516999364,1014.9173806000035,1015.9173848000355,"[0, 0, 0]",1,1013.9340508999303,1015.9340546000749,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
1,"[-0.2, 0.2]",0,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1015.9507198000792,1017.9507494000718,1015.9507198000792,1016.9507506999653,1016.934080200037,1017.9340780999046,"[0, 0, 0]",1,1015.9507198000792,1017.9507494000718,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
9,"[0.2, -0.2]",0,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1017.9674360998906,1019.9674072000198,1017.9674360998906,1018.9673991000745,1018.9507444000337,1019.9507599000353,"[0, 0, 0]",1,1017.9674360998906,1019.9674072000198,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
9,"[0.2, -0.2]",0,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1019.9840895999223,1021.9840983999893,1019.9840895999223,1020.984104800038,1020.9674309000839,1021.9674436999485,"[0, 0, 0]",1,1019.9840895999223,1021.9840983999893,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
8,"[0, -0.2]",0,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1022.0007752999663,1024.0007581000682,1022.0007752999663,1023.0007724000607,1022.9841078999452,1023.984124599956,"[0, 0, 0]",1,1022.0007752999663,1024.0007581000682,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
6,"[0.2, 0]",0,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1024.0174497000407,1026.0174664999358,1024.0174497000407,1025.0174702000804,1025.0008002999239,1026.0008024000563,"[0, 0, 0]",1,1024.0174497000407,1026.0174664999358,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
3,"[0.2, 0.2]",0,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1026.0341397998855,1028.0341493000742,1026.0341397998855,1027.0341535999905,1027.0174755998887,1028.017514999956,"[0, 0, 0]",1,1026.0341397998855,1028.0341493000742,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
6,"[0.2, 0]",1,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1028.0508107000496,1030.0508528999053,1028.0508107000496,1029.0508248000406,1029.0341656999663,1030.0341664999723,"[0, 0, 0]",0,1028.0508107000496,1030.0508528999053,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
5,"[0, 0]",0,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1030.0674817999825,1032.0675252000801,1030.0674817999825,1031.0675099999644,1031.0508383999113,1032.0508246999234,"[0, 0, 0]",1,1030.0674817999825,1032.0675252000801,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
7,"[-0.2, -0.2]",0,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1032.0841890000738,1034.0841868999414,1032.0841890000738,1033.084210800007,1033.0675085999537,1034.0675337000284,"[0, 0, 0]",1,1032.0841890000738,1034.0841868999414,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
5,"[0, 0]",1,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1034.100859799888,1036.1008458000142,1034.100859799888,1035.1008607000113,1035.0842057000846,1036.0841957998928,"[0, 0, 0]",1,1034.100859799888,1036.1008458000142,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
1,"[-0.2, 0.2]",0,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1036.1175484999549,1038.1175547998864,1036.1175484999549,1037.1175428999122,1037.1008844000753,1038.1009003999643,"[0, 0, 0]",1,1036.1175484999549,1038.1175547998864,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
7,"[-0.2, -0.2]",0,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1038.134210899938,1040.1342187998816,1038.134210899938,1039.1342336998787,1039.117563799955,1040.1175695999991,"[0, 0, 0]",1,1038.134210899938,1040.1342187998816,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
9,"[0.2, -0.2]",0,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1040.1509131998755,1042.1509086999577,1040.1509131998755,1041.1509111998603,1041.1342338998802,1042.1342587999534,"[0, 0, 0]",1,1040.1509131998755,1042.1509086999577,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
3,"[0.2, 0.2]",0,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1042.1675958998967,1044.167591799982,1042.1675958998967,1043.1675777998753,1043.1509221000597,1044.1509272998665,"[0, 0, 0]",1,1042.1675958998967,1044.167591799982,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
9,"[0.2, -0.2]",1,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1044.1842642999254,1046.1842795000412,1044.1842642999254,1045.1842580998782,1045.167611700017,1046.1676243999973,"[0, 0, 0]",0,1044.1842642999254,1046.1842795000412,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
6,"[0.2, 0]",0,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1046.2009608000517,1048.2009497000836,1046.2009608000517,1047.2009701998904,1047.184293499915,1048.1842853000853,"[0, 0, 0]",1,1046.2009608000517,1048.2009497000836,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
2,"[0, 0.2]",0,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1048.2176274000667,1050.217653800035,1048.2176274000667,1049.217627899954,1049.2009656999726,1050.2009872000199,"[0, 0, 0]",1,1048.2176274000667,1050.217653800035,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
5,"[0, 0]",0,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1050.2343188000377,1052.234331100015,1050.2343188000377,1051.2343230000697,1051.2176435999572,1052.2176554999314,"[0, 0, 0]",1,1050.2343188000377,1052.234331100015,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052.2509941000026,None,space,1052.2509941000026,None,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
5,"[0, 0]",None,0,0,0,0,,,,,1314.136713200016,None,1316.9196172999218,None,1316.9196172999218,1317.9196289000101,1317.902977499878,1318.9029838000424,1,None,None,"[0, 0, 0]",,,1316.9196172999218,None,,,,,,,,,,,,,,,,,,,,,1090.7015080999117,1090.7015080999117,None,space,200.9008108000271,1090.7015080999117,None,"[0, 0, 0]",,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
5,"[0, 0]",1,0,1,1,1,,,,,,,1318.9196452999022,1318.9196452999022,1318.9196452999022,1319.9196353999432,1319.9029932999983,1320.902995500015,1,None,None,"[0, 0, 0]",,,1318.9196452999022,1318.9196452999022,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
4,"[-0.2, 0]",0,0,2,2,2,,,,,,,1320.9196635999251,1320.9196635999251,1320.9196635999251,1321.919669300085,1321.9030144000426,1322.9029860999435,1,None,None,"[0, 0, 0]",,,1320.9196635999251,1320.9196635999251,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,1322.919594899984,1322.919594899984,1322.919594899984,1323.9196754998993,1323.903013400035,1324.9030319000594,0,None,None,"[0, 0, 0]",,,1322.919594899984,1322.919594899984,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
6,"[0.2, 0]",0,0,4,4,4,,,,,,,1324.9700191998854,1324.9700191998854,1324.9700191998854,1325.9696824999992,1325.9530450000893,None,1,None,None,"[0, 0, 0]",,,1324.9700191998854,1324.9700191998854,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
8,"[0, -0.2]",0,0,5,5,5,,,,,,,1326.9363740000408,None,1326.9363740000408,1327.9363814999815,1327.9197160999756,1328.9197233000305,1,None,None,"[0, 0, 0]",,,1326.9363740000408,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
1,"[-0.2, 0.2]",0,0,6,6,6,,,,,,,1328.93637520005,1328.93637520005,1328.93637520005,1329.9363017999567,1329.9197118999436,1330.919642599998,1,None,None,"[0, 0, 0]",,,1328.93637520005,1328.93637520005,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
4,"[-0.2, 0]",0,0,7,7,7,,,,,,,1330.9364092999604,1330.9364092999604,1330.9364092999604,1331.936412599869,1331.9197354000062,1332.9197362000123,1,None,None,"[0, 0, 0]",,,1330.9364092999604,1330.9364092999604,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
8,"[0, -0.2]",0,0,8,8,8,,,,,,,1332.9364100999665,1332.9364100999665,1332.9364100999665,1333.9364346000366,1333.919752100017,1334.9197509000078,1,None,None,"[0, 0, 0]",,,1332.9364100999665,1332.9364100999665,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
8,"[0, -0.2]",1,0,9,9,9,,,,,,,1334.936424799962,1334.936424799962,1334.936424799962,1335.9364298998844,1335.9197668998968,1336.919779199874,1,None,None,"[0, 0, 0]",,,1334.936424799962,1334.936424799962,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
,,,,,,,,,,,1336.9364509000443,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.839506172839506,1046.524549260037,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
3,"[0.2, 0.2]",None,,,,,0,0,0,0,1354.1033820000011,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1356.9532769999932,None,1356.9532769999932,1357.953274599975,1357.9366097000893,1358.9366184999235,"[0, 0, 0]",1,1356.9532769999932,None,,,,,,,,,,,0.015129140112549067,5.013177540153265,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
3,"[0.2, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1358.9532790998928,1360.9533075999934,1358.9532790998928,1359.9532900999766,1359.9366343000438,1360.9366399000864,"[0, 0, 0]",1,1358.9532790998928,1360.9533075999934,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
5,"[0, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1360.9699736000039,1362.969988500001,1360.9699736000039,1361.96998049994,1361.9532951000147,1362.9531952000689,"[0, 0, 0]",1,1360.9699736000039,1362.969988500001,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1362.9866430000402,1364.9866675999947,1362.9866430000402,1363.986646400066,1363.9699947000481,1364.970002999995,"[0, 0, 0]",1,1362.9866430000402,1364.9866675999947,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
5,"[0, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1365.0369619000703,None,1365.0369619000703,1366.0366789998952,1366.0198832000606,None,"[0, 0, 0]",1,1365.0369619000703,None,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1367.0200121998787,1369.020027599996,1367.0200121998787,1368.0200261999853,1368.0033505000174,1369.003371000057,"[0, 0, 0]",1,1367.0200121998787,1369.020027599996,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
5,"[0, 0]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1369.0367103999015,1371.0367117000278,1369.0367103999015,1370.0366867000703,1370.0200260998681,1371.0200266998727,"[0, 0, 0]",1,1369.0367103999015,1371.0367117000278,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1371.0533856998663,1373.053380599944,1371.0533856998663,1372.0533825000748,1372.0367264999077,1373.0367982999887,"[0, 0, 0]",1,1371.0533856998663,1373.053380599944,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
5,"[0, 0]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1373.0700588999316,1375.0700516998768,1373.0700588999316,1374.0700459999498,1374.0533940999303,1375.0534030999988,"[0, 0, 0]",1,1373.0700588999316,1375.0700516998768,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
7,"[-0.2, -0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1375.0867335000075,1377.0867560999468,1375.0867335000075,1376.0867461999878,1376.070076999953,1377.0700866000261,"[0, 0, 0]",1,1375.0867335000075,1377.0867560999468,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
,,,,,,,,,,,1377.1034162000287,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.641975308641975,1082.8920140601695,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
6,"[0.2, 0]",None,,,,,0,0,0,0,1392.2873041999992,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1397.1369071998633,1399.1368970000185,1397.1369071998633,1398.1369155999273,1398.1202376000583,1399.120245799888,"[0, 0, 0]",1,1397.1369071998633,1399.1368970000185,,,,,,,,,,,0.014627940021455288,5.012097340077162,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
1,"[-0.2, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1399.1535867999773,1401.1535972000565,1399.1535867999773,1400.1535843000747,1400.1369274999015,1401.1369477999397,"[0, 0, 0]",1,1399.1535867999773,1401.1535972000565,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
6,"[0.2, 0]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1401.1702759999316,1403.1702741000336,1401.1702759999316,1402.1702868998982,1402.1536024999805,1403.1536095999181,"[0, 0, 0]",1,1401.1702759999316,1403.1702741000336,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
4,"[-0.2, 0]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1403.1869419000577,1405.1869594000746,1403.1869419000577,1404.1869627998676,1404.1702878999058,1405.1703015998937,"[0, 0, 0]",1,1403.1869419000577,1405.1869594000746,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
1,"[-0.2, 0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1405.2372659998946,None,1405.2372659998946,1406.236983800074,1406.2202993999235,None,"[0, 0, 0]",1,1405.2372659998946,None,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1407.2203073999844,1409.220324399881,1407.2203073999844,1408.2203164999373,1408.2036490999162,1409.2036657000426,"[0, 0, 0]",1,1407.2203073999844,1409.220324399881,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
1,"[-0.2, 0.2]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1409.2370017999783,1411.2370179998688,1409.2370017999783,1410.237015800085,1410.2203452000394,1411.2203428000212,"[0, 0, 0]",1,1409.2370017999783,1411.2370179998688,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
8,"[0, -0.2]",1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1411.2536808000877,1413.253688100027,1411.2536808000877,1412.2536788999569,1412.2370021999814,1413.2370330998674,"[0, 0, 0]",1,1411.2536808000877,1413.253688100027,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
1,"[-0.2, 0.2]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1413.2703702000435,1415.2703698999248,1413.2703702000435,1414.2703732999507,1414.2536851998884,1415.253702600021,"[0, 0, 0]",1,1413.2703702000435,1415.2703698999248,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
6,"[0.2, 0]",0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1415.2870358999353,1417.2870568998624,1415.2870358999353,1416.2870471000206,1416.2703807998914,1417.2703871999402,"[0, 0, 0]",1,1415.2870358999353,1417.2870568998624,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
,,,,,,,,,,,1417.303731000051,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.037037037037038,1126.892460359959,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
7,"[-0.2, -0.2]",None,,,,,0,0,0,0,1434.4883548999205,None,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1437.3372291999403,1439.3372247000225,1437.3372291999403,1438.3372376998886,1438.3205275000073,1439.320549899945,"[0, 0, 0]",1,1437.3372291999403,1439.3372247000225,,,,,,,,,,,0.014500140212476254,5.012010639999062,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
7,"[-0.2, -0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1439.3538923999295,1441.353910899954,1439.3538923999295,1440.3538802999537,1440.337273400044,1441.3372565000318,"[0, 0, 0]",1,1439.3538923999295,1441.353910899954,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
7,"[-0.2, -0.2]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1441.3705746999476,1443.3705861000344,1441.3705746999476,1442.3705754000694,1442.3539050000254,1443.3539185998961,"[0, 0, 0]",0,1441.3705746999476,1443.3705861000344,,,,,,,,,,,,,1,M,2,24,r,MCK,2021_Oct_03_0934,2020.2.10,distractmap2,59.99070144031131,"['Left Face', 'Right Arm', 'Left Leg', 'Abdomen']",
