	order	onset	duration	rt	correct
0	2		0.0	[]	[]
1	2		0.0	[]	[]
2	2		0.0	[]	[]
3	2		0.0	[]	[]
4	2		0.0	[]	[]
5	2		0.0	[]	[]
6	2		0.0	[]	[]
7	2		0.0	[]	[]
8	2		0.0	[]	[]
9	2		0.0	[]	[]
10	2		0.0	[]	[]
11	2		0.0	[]	[]
12	2	91.80974810000043	1.388774752500467		1
13	2	93.20975739997812	1.9914354500360787		0
14	2	95.20975419995375	1.991462350008078		1
15	2	97.20977299998049	1.9911116500152275		1
16	2	99.20980369998142	1.9912071500439197		1
17	2	101.20979719993193	1.9912155498750508		1
18	2	103.20980750001036	1.9916142501169816		1
19	2	105.20984689996112	1.991713949944824		1
20	2	107.20984949998092	1.9908595499582589	0.7003709999844432	1
21	2	109.20983830001205	1.991621149936691		1
22	2	111.20989699999336	1.9916068500606343		1
23	2	113.20988689991646	1.9913762499345466	0.7003163000335917	1
24	2	115.20991099998355	1.9914745501009747		1
25	2	117.20993200002704	1.9913290500408038		1
26	2	119.20995930000208	1.9911153500434011		1
27	2	121.20996329991613	1.9913508500903845		1
28	2	123.20995599997696	1.9915141499368474		1
29	2	125.20997760002501	1.9914047500351444	0.5336285000666976	1
30	2	127.21002659993246	1.9911367499735206		1
31	2	129.21000189997721	1.9915113499155268		1
32	2	131.21001739997882	1.9914377499371767	0.5526576000265777	1
33	2	133.21004659996834	1.9916146501200274		1
34	2	135.21006489999127	1.991709949914366		1
35	2	137.21005609992426	1.9912930498830974		1
36	2	139.2100890999427	1.9915913498261943		1
37	2	141.21010499994736	1.9916185501497239		1
38	2	143.21010139991995	1.991429949994199	0.5336436000652611	1
39	2	145.2101274000015	1.9913623498287052		1
40	2	147.21015129995067	1.9907611500239		1
41	2	149.21015439997427	1.9912268499610946	0.5503161000087857	1
42	2	151.21015940001234	1.991576649947092		1
43	2	153.21018429996911	1.9915172499604523		1
44	2	155.21019419992808	1.9912002499913797		1
45	2	157.21018029993866	1.9909201499540359		1
46	2	159.21022270002868	1.9913851498859003		1
47	2	161.21023760002572	1.991469549946487		1
48	2	163.21027059992775	1.991561750182882	0.5669356000144035	1
49	2	165.21026540000457	1.9916488499147817		1
50	2	167.21028210001532	1.9912279498530552		1
51	2	169.21031180000864	1.991782950120978	0.9502930999733508	1
52	2	171.21031100000255	1.9913068499881774		1
53	2	173.21032600000035	1.9908356500091031		1
54	2	175.21035629999824	1.9914619501214474		1
55	2	177.21037159999833	1.9912793500116095		1
56	2	179.2103748000227	1.9915094500174746	0.4503033999353647	1
57	2	181.21040290000383	1.9914897499838844		1
58	2	183.2104158999864	1.9915021500783041		1
59	2	185.21040869993158	1.9916133501101285		1
60	2	187.2104414999485	1.9913617500569671		1
61	2	189.21047689998522	1.9914018501294777		1
62	2	191.21046009997372	1.9913193500833586		1
63	2	193.21048040001187	1.9913657499710098		1
64	2	195.21051449992228	1.9913896499201655		1
65	2	197.21051999996416	1.9912284499732777		0
66	2	199.21053889999166	1.9915222498821095		1
67	2	201.21054999995977	1.99064404994715		1
68	2	203.21055139997043	1.9915750501677394		1
69	2	205.21055129996967	1.9914576502051204		1
70	2	207.21059419994708	1.9913996501127258	0.766937299980782	1
71	2	209.21060599992052	1.9913706498919055		1
72	2	211.21062589995563	1.9915705499006435		1
73	2	213.21063909993973	1.9914378501707688		0
74	2	215.21062869997695	1.991453249938786		1
75	2	217.21066470001824	1.9912859499454498		1
76	2	219.21067209995817	1.9914562500780448		1
77	2	221.2106774999993	1.9915470499545336		1
78	2	223.2107106000185	1.9913947498425841		1
79	2	225.2107056999812	1.9915304500609636		1
80	2	227.21071899996605	1.9912127500865608		0
81	2	229.2107529999921	1.9913074501091614		1
82	2	231.21075440000277	1.9914594501024112		1
83	2	233.21074969996698	1.9914613501168787		0
84	2	235.21079869999085	1.99147735000588		1
85	2	237.21081489999779	1.9912806501379237		1
86	2	239.21081139997113	1.991320550092496		1
87	2	241.21081079996657	1.9915828501107171		1
88	2	243.2108520999318	1.9915446499362588		1
89	2	245.2108704999555	1.9914843500591815	0.5503109999699518	1
90	2	247.21086669992656	1.991204849909991		1
91	2	249.2109035999747	1.991635049926117		1
92	2	251.21090559998993	1.9915463500656188	0.5003311999607831	1
93	2	253.21091139991768	1.9916264499770477		1
94	2	255.2109503999818	1.9917157500749454		1
95	2	257.2109475999605	1.991098550031893		1
96	2	259.21095909993164	1.9914705498376861		1
97	2	261.21097249991726	1.9915099500212818		1
98	2	263.210997999995	1.9912090500583872		0
99	2	265.21100879996084	1.9915580499218777		1
100	2	267.2110381999519	1.9911978498566896		1
101	2	269.21103569993284	1.9914223500527442		0
102	2	271.2110624000197	1.9914588499814272		1
103	2	273.21103949996177	1.9911966500803828		1
104	2	275.2110882999841	1.9912586500868201		1
105	2	277.21110680000857	1.9912020498886704		1
106	2	279.21110399998724	1.9914899501018226		1
107	2	281.2111183999805	1.9916155501268804		1
108	2	283.2111536000157	1.9916126498719677	0.500272799981758	1
109	2	285.2111701000249	1.9916128501063213		1
110	2	287.21116710000206	1.9912111499579623		1
111	2	289.21119739999995	1.9915671498747543	0.6336559999035671	1
112	2	291.2112196999369	1.9915286500472575		1
113	2	293.2111993000144	1.9915310501819476		1
114	2	295.2111193999881	1.9916403499664739		1
115	2	297.2112567999866	1.9912890499690548		1
116	2	299.2112569999881	1.9913741499185562	0.6669879999244586	1
117	2	301.2112854999723	1.9914863499579951		1
118	2	303.21128609997686	1.9914344501448795		1
119	2	305.21129669994116	1.9913622500607744		1
