34.7540 	WARNING 	Requested an unavailable screen number - using first available.
36.7266 	EXP 	Created Begin = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Begin', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
37.1863 	EXP 	Created movie = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-1.0, filename=str(...), flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie', noAudio=False, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=method-wrapper(...), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
50.8584 	EXP 	Created movie = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-1.0, filename=str(...), flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie', noAudio=False, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=method-wrapper(...), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
56.3369 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.3, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
56.3371 	EXP 	window1: mouseVisible = False
56.4248 	EXP 	movie: autoLog = True
56.4248 	EXP 	movie: movie = 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI hyperalignment\\stimuli\\videos\\kungfury.mp4'
56.4248 	EXP 	movie: size = array([1920., 1080.])
56.4248 	EXP 	movie: ori = 0
56.4248 	EXP 	movie: autoLog = True
56.4248 	EXP 	movie: movie = 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI hyperalignment\\stimuli\\videos\\01_Inscapes_NoScannerSound_h264.wmv'
56.4248 	EXP 	movie: size = array([1024.,  800.])
56.4248 	EXP 	movie: ori = 0
56.4248 	EXP 	Begin: autoDraw = True
78.9998 	EXP 	Created sequence: sequential, trialTypes=1, nReps=1, seed=None
79.0004 	EXP 	New trial (rep=0, index=0): OrderedDict([('runSeq', [OrderedDict([('moviefile', 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI hyperalignment\\stimuli\\videos\\kungfury.mp4')]), OrderedDict([('moviefile', 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI hyperalignment\\stimuli\\videos\\01_Inscapes_NoScannerSound_h264.wmv')])])])
79.0007 	EXP 	Created sequence: sequential, trialTypes=2, nReps=1, seed=None
79.0010 	EXP 	New trial (rep=0, index=0): OrderedDict([('moviefile', 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI hyperalignment\\stimuli\\videos\\kungfury.mp4')])
79.0393 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-0.5, -0.5, -0.5]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
79.0412 	DATA 	Keypress: space
79.0451 	EXP 	Begin: autoDraw = False
93.9397 	DATA 	Keypress: 5
94.3998 	DATA 	Keypress: 5
94.8598 	DATA 	Keypress: 5
95.3198 	DATA 	Keypress: 5
95.7798 	DATA 	Keypress: 5
96.2398 	DATA 	Keypress: 5
96.6998 	DATA 	Keypress: 5
97.1597 	DATA 	Keypress: 5
97.6198 	DATA 	Keypress: 5
98.0797 	DATA 	Keypress: 5
98.5398 	DATA 	Keypress: 5
98.9998 	DATA 	Keypress: 5
99.4598 	DATA 	Keypress: 5
99.9197 	DATA 	Keypress: 5
100.3798 	DATA 	Keypress: 5
100.8398 	DATA 	Keypress: 5
101.2997 	DATA 	Keypress: 5
101.7597 	DATA 	Keypress: 5
102.2207 	DATA 	Keypress: 5
102.6797 	DATA 	Keypress: 5
103.0088 	DATA 	Keypress: s
103.1396 	DATA 	Keypress: 5
105.7002 	DATA 	Keypress: 5
105.7005 	DATA 	Keypress: 5
105.7007 	DATA 	Keypress: 5
105.7010 	DATA 	Keypress: 5
105.7012 	DATA 	Keypress: 5
105.9000 	EXP 	Sound  started
105.9033 	DATA 	Keypress: 5
105.9120 	EXP 	movie: autoDraw = True
106.3728 	DATA 	Keypress: 5
106.8395 	DATA 	Keypress: 5
107.2892 	DATA 	Keypress: 5
107.7473 	DATA 	Keypress: 5
108.2052 	DATA 	Keypress: 5
108.6643 	DATA 	Keypress: 5
109.1224 	DATA 	Keypress: 5
109.6059 	DATA 	Keypress: 5
110.0644 	DATA 	Keypress: 5
110.5225 	DATA 	Keypress: 5
110.9724 	DATA 	Keypress: 5
111.4395 	DATA 	Keypress: 5
111.8897 	DATA 	Keypress: 5
112.3484 	DATA 	Keypress: 5
112.8067 	DATA 	Keypress: 5
113.2643 	DATA 	Keypress: 5
113.7225 	DATA 	Keypress: 5
114.2069 	DATA 	Keypress: 5
114.6643 	DATA 	Keypress: 5
115.1225 	DATA 	Keypress: 5
115.5728 	DATA 	Keypress: 5
116.0400 	DATA 	Keypress: 5
116.4894 	DATA 	Keypress: 5
116.9483 	DATA 	Keypress: 5
117.4063 	DATA 	Keypress: 5
117.8644 	DATA 	Keypress: 5
118.3222 	DATA 	Keypress: 5
118.8062 	DATA 	Keypress: 5
119.2643 	DATA 	Keypress: 5
119.7224 	DATA 	Keypress: 5
120.1723 	DATA 	Keypress: 5
120.6395 	DATA 	Keypress: 5
121.0894 	DATA 	Keypress: 5
121.5483 	DATA 	Keypress: 5
122.0068 	DATA 	Keypress: 5
122.4643 	DATA 	Keypress: 5
122.9228 	DATA 	Keypress: 5
123.4069 	DATA 	Keypress: 5
123.8644 	DATA 	Keypress: 5
124.3226 	DATA 	Keypress: 5
124.7725 	DATA 	Keypress: 5
125.2398 	DATA 	Keypress: 5
125.6901 	DATA 	Keypress: 5
126.1483 	DATA 	Keypress: 5
126.6070 	DATA 	Keypress: 5
127.0644 	DATA 	Keypress: 5
127.5226 	DATA 	Keypress: 5
128.0070 	DATA 	Keypress: 5
128.4644 	DATA 	Keypress: 5
128.9228 	DATA 	Keypress: 5
129.3727 	DATA 	Keypress: 5
129.8393 	DATA 	Keypress: 5
130.2898 	DATA 	Keypress: 5
130.7484 	DATA 	Keypress: 5
131.2069 	DATA 	Keypress: 5
131.6644 	DATA 	Keypress: 5
132.1226 	DATA 	Keypress: 5
132.6069 	DATA 	Keypress: 5
133.0644 	DATA 	Keypress: 5
133.5225 	DATA 	Keypress: 5
133.9728 	DATA 	Keypress: 5
134.4396 	DATA 	Keypress: 5
134.8898 	DATA 	Keypress: 5
135.3483 	DATA 	Keypress: 5
135.8069 	DATA 	Keypress: 5
136.2643 	DATA 	Keypress: 5
136.7227 	DATA 	Keypress: 5
137.2065 	DATA 	Keypress: 5
137.6644 	DATA 	Keypress: 5
138.1226 	DATA 	Keypress: 5
138.5726 	DATA 	Keypress: 5
139.0396 	DATA 	Keypress: 5
139.4894 	DATA 	Keypress: 5
139.9484 	DATA 	Keypress: 5
140.4065 	DATA 	Keypress: 5
140.8644 	DATA 	Keypress: 5
141.3224 	DATA 	Keypress: 5
141.8066 	DATA 	Keypress: 5
142.2644 	DATA 	Keypress: 5
142.7224 	DATA 	Keypress: 5
143.1728 	DATA 	Keypress: 5
143.6395 	DATA 	Keypress: 5
144.0897 	DATA 	Keypress: 5
144.5484 	DATA 	Keypress: 5
145.0066 	DATA 	Keypress: 5
145.4644 	DATA 	Keypress: 5
145.9222 	DATA 	Keypress: 5
146.4066 	DATA 	Keypress: 5
146.8644 	DATA 	Keypress: 5
147.3222 	DATA 	Keypress: 5
147.7722 	DATA 	Keypress: 5
148.2399 	DATA 	Keypress: 5
148.6892 	DATA 	Keypress: 5
149.1484 	DATA 	Keypress: 5
149.6069 	DATA 	Keypress: 5
150.0654 	DATA 	Keypress: 5
150.5225 	DATA 	Keypress: 5
151.0064 	DATA 	Keypress: 5
151.4644 	DATA 	Keypress: 5
151.9226 	DATA 	Keypress: 5
152.3729 	DATA 	Keypress: 5
152.8400 	DATA 	Keypress: 5
153.2896 	DATA 	Keypress: 5
153.7484 	DATA 	Keypress: 5
154.2064 	DATA 	Keypress: 5
154.6654 	DATA 	Keypress: 5
155.1224 	DATA 	Keypress: 5
155.6064 	DATA 	Keypress: 5
156.0654 	DATA 	Keypress: 5
156.5230 	DATA 	Keypress: 5
156.9729 	DATA 	Keypress: 5
157.4396 	DATA 	Keypress: 5
