	repetition	confirm_time	body_site	stim_temp	calibration_onset	calibration_jitter	calibration_duration	heat_onset	heat_jitter	heat_duration	hot_temp	valence_rating	intensity_rating
0	1	117.3076708	Chest	45	122.2264525	2	27.9149418	164.0713129	3	10	48.5	-40	46
1	1	240.6780992	Left Arm	35.5	242.6594062	0	8.1140842	275.5799666	1	10	46	-19	19
2	1	356.7672874	Right Arm	42	358.5069545	1	21.4745538	394.9884927	1	10	47	-36	34
3	1	471.8109874	Left Face	45.5	473.4916855	1	28.5539195	512.3605106	1	10	48.5	-46	36
4	1	594.419324	Right Leg	43.5	599.3078359	1	24.0257403	637.6710621	3	10	47.5	-35	33
5	1	786.4764881	Right Face	40	787.1053424	3	17.3641661	828.5310609	1	10	48.5	-27	31
6	1	887.1093092	Abdomen	35.5	888.2902071	1	8.0194442	921.47907	1	10	45.5	-14	15
7	1	1001.071203	Left Leg	37	1002.837876	1	11.4877041	1040.521642	2	10	47	-41	39
8	2	1109.252186	Right Leg	45.5	1122.072496	3	28.925221	1163.824638	3	10	48	-49	45
9	2	1231.365142	Left Face	44.5	1233.170345	0	26.3394184	1270.395958	0	10	48.5	-43	36
10	2	1348.345571	Abdomen	36	1352.555164	0	9.6425866	1385.908431	1	10	46	-18	16
11	2	1437.702993	Chest	37.5	1439.252908	0	12.7608419	1475.114932	2	10	47	-44	33
12	2	1541.821181	Left Arm	34.5	1543.271018	3	6.5108277	1581.498231	1	10	47	-35	34
13	2	1626.27619	Right Face	36	1627.585432	1	9.2682813	1665.359617	0	10	48.5	-36	38
14	2	1727.28291	Left Leg	45.5	1728.785177	3	28.5244911	1767.634758	0	10	48	-49	50
15	2	1849.737722	Right Arm	36	1851.134773	0	9.150927	1887.74048	3	10	47	-36	36
16	3	2091.977737	Right Leg	45.5	2095.517107	3	28.9927095	2135.595582	1	10	48	-46	48
17	3	2202.248186	Left Arm	34	2203.552115	0	5.1897569	2238.098524	0	10	47.5	-36	34
18	3	2291.850935	Right Arm	38	2292.499753	1	13.89014	2330.046014	2	10	47.5	-34	34
19	3	2404.462538	Right Face	36	2405.601362	2	9.6686173	2446.078024	2	10	48.5	-36	34
20	3	2499.318647	Chest	42	2501.067578	0	21.5464994	2535.25396	0	10	47.5	-35	31
21	3	2605.93573	Left Face	38.5	2607.733785	2	14.1761889	2648.720562	3	10	48	-26	30
22	3	2696.603938	Abdomen	34.5	2698.951888	3	6.1901809	2734.852236	0	10	46.5	-33	28
23	3	2797.9752	Left Leg	44	2799.016593	2	25.5335612	2838.816907	3	10	47.5	-43	42
24	4	2887.26994	Left Leg	38.5	2888.232934	2	14.1251535	2930.471328	3	10	48.5	-47	46
25	4	2998.070071	Left Arm	35	2998.965631	3	7.2324059	3036.181974	2	10	46	-16	22
26	4	3113.940413	Right Leg	45	3115.513331	1	27.0688501	3153.403926	2	10	47.5	-46	34
27	4	3203.14007	Right Face	36	3204.812993	3	9.625056	3245.749882	1	10	48.5	-18	17
28	4	3293.415699	Chest	43	3295.214442	1	23.927848	3328.670504	0	10	46	-15	16
29	4	3368.838381	Abdomen	37	3369.645742	0	11.5605712	3405.654827	3	10	46.5	-21	21
30	4	3454.010572	Left Face	41.5	3454.628807	2	20.1773903	3495.791831	2	10	48.5	-36	34
31	4	3552.043729	Right Arm	40.5	3552.661678	1	18.960535	3587.693591	0	10	47	-34	34
