BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,subject number,first(1) or second(2) half,gender,session,handedness,scanner,run,DBIC Number,date,psychopyVersion,expName,body_site_order,frameRate,
22.68827799987048,22.68827799987048,None,space,1.5938544000964612,22.68827799987048,None,,,,,,,,,,,,,,
