BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,subject number,first(1) or second(2) half,gender,session,handedness,scanner,run,DBIC Number,date,psychopyVersion,expName,body_site_order,frameRate,
16.542706800159067,16.542706800159067,None,space,5.0230427999049425,16.542706800159067,None,,,,,,,,,,,,,,
