BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,subject number,first(1) or second(2) half,gender,session,handedness,scanner,run,DBIC Number,date,psychopyVersion,expName,body_site_order,frameRate,
15.93318900000304,15.93318900000304,None,space,4.263006000081077,15.93318900000304,None,,,,,,,,,,,,,,
