square,location,corrAns,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,runSeq,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.rt_left,response_2.rt_right,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
6,"[0.2, 0]",0,0,0,0,0,0,29,29,29,,,,,,,,,,,,212.69415410002694,None,212.69415410002694,213.69418839970604,213.6775194001384,214.67752829985693,1,-0.21851851851851853,0.12962962962962962,"[0, 0, 0]",0,0,212.69415410002694,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.72754220012575,None,space,214.72754220012575,None,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",None,,,,,,,,,0,0,0,0,,,,,,359.5785179999657,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 1]",360.5952018001117,None,360.5952018001117,361.59518940001726,361.5785676999949,362.57854419993237,0.0,1.9502588002942502,"[0, 0, 1]",0,360.5952018001117,None,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
7,"[-0.2, -0.2]",None,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",362.59521970013157,364.5952901998535,362.59521970013157,363.5951974000782,363.57856589974836,364.578561599832,,,"[0, 0, 0]",0,362.59521970013157,364.5952901998535,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",1,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",364.6118764998391,366.61177839990705,364.6118764998391,365.61188270011917,365.5951779996976,366.59523760015145,,,"[0, 0, 0]",0,364.6118764998391,366.61177839990705,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
2,"[0, 0.2]",0,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",366.62856379989535,368.6285878997296,366.62856379989535,367.6285743000917,367.61193849984556,368.6119099999778,,,"[0, 0, 0]",0,366.62856379989535,368.6285878997296,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
5,"[0, 0]",0,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",368.6452516997233,370.6452552000992,368.6452516997233,369.6451367000118,369.6286047999747,370.6285886997357,,,"[0, 0, 0]",0,368.6452516997233,370.6452552000992,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
4,"[-0.2, 0]",0,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",370.6619115001522,372.6619473998435,370.6619115001522,371.6619278998114,371.64526310004294,372.6452766000293,,,"[0, 0, 0]",0,370.6619115001522,372.6619473998435,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
4,"[-0.2, 0]",0,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",372.6786022000015,374.6786197000183,372.6786022000015,373.6786182997748,373.66196319973096,374.66194849973544,,,"[0, 0, 0]",0,372.6786022000015,374.6786197000183,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
7,"[-0.2, -0.2]",0,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",374.69528539991006,376.6952872001566,374.69528539991006,375.6952856001444,375.67863299977034,376.6786977001466,,,"[0, 0, 0]",1,374.69528539991006,376.6952872001566,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
4,"[-0.2, 0]",1,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",376.71196840004995,378.71199369989336,376.71196840004995,377.7119971998036,377.69530869973823,378.6953082000837,,,"[0, 0, 0]",0,376.71196840004995,378.71199369989336,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
3,"[0.2, 0.2]",0,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",378.72866699984297,380.728664400056,378.72866699984297,379.7286561001092,379.71192929986864,380.71201370004565,,,"[0, 0, 0]",0,378.72866699984297,380.728664400056,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
5,"[0, 0]",0,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",380.745332499966,382.7453528000042,380.745332499966,381.7453386001289,381.7286638999358,382.72867160011083,,,"[0, 0, 0]",1,380.745332499966,382.7453528000042,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
3,"[0.2, 0.2]",1,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",382.7619965998456,384.76201099995524,382.7619965998456,383.7619580999017,383.7453503999859,384.74536289973184,,,"[0, 0, 0]",0,382.7619965998456,384.76201099995524,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
1,"[-0.2, 0.2]",0,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",384.778688499704,386.7786962999962,384.778688499704,385.77871249988675,385.7620211998001,386.76203189976513,,,"[0, 0, 0]",1,384.778688499704,386.7786962999962,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
9,"[0.2, -0.2]",0,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",386.79537189984694,388.795449399855,386.79537189984694,387.7953968998045,387.77871030010283,388.7787775998004,,,"[0, 0, 0]",1,386.79537189984694,388.795449399855,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
9,"[0.2, -0.2]",0,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",388.81205719988793,390.8120724000037,388.81205719988793,389.812065300066,389.79541999986395,390.7954107997939,,,"[0, 0, 0]",1,388.81205719988793,390.8120724000037,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
8,"[0, -0.2]",0,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",390.82873039972037,392.82876450009644,390.82873039972037,391.8287264998071,391.8120924998075,392.8120916998014,,,"[0, 0, 0]",1,390.82873039972037,392.82876450009644,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",0,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",392.845460599754,394.8454418000765,392.845460599754,393.84542459994555,393.8287587999366,394.82876229984686,,,"[0, 0, 0]",1,392.845460599754,394.8454418000765,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
3,"[0.2, 0.2]",0,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",394.86208549980074,396.86210619984195,394.86208549980074,395.86212470009923,395.84544620011,396.84543849993497,,,"[0, 0, 0]",1,394.86208549980074,396.86210619984195,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",1,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",396.87879069987684,398.87878479994833,396.87879069987684,397.87877780012786,397.86211280012503,398.862141800113,,,"[0, 0, 0]",0,396.87879069987684,398.87878479994833,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
5,"[0, 0]",0,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",398.8954739999026,400.895468799863,398.8954739999026,399.89550109999254,399.8788052997552,400.87882470013574,,,"[0, 0, 0]",1,398.8954739999026,400.895468799863,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
7,"[-0.2, -0.2]",0,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",400.9121407000348,402.9121436998248,400.9121407000348,401.91213870001957,401.89551790012047,402.89548970013857,,,"[0, 0, 0]",1,400.9121407000348,402.9121436998248,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
5,"[0, 0]",1,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",402.92882170015946,404.92883739992976,402.92882170015946,403.9288465999998,403.91209300002083,404.91218200000003,,,"[0, 0, 0]",0,402.92882170015946,404.92883739992976,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
1,"[-0.2, 0.2]",0,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",404.94551909994334,406.94552109995857,404.94551909994334,405.9455291000195,405.9288276997395,406.92886719992384,,,"[0, 0, 0]",1,404.94551909994334,406.94552109995857,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
7,"[-0.2, -0.2]",0,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",406.9621792999096,408.96218929998577,406.9621792999096,407.9621958001517,407.94551880005747,408.945561000146,,,"[0, 0, 0]",1,406.9621792999096,408.96218929998577,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
9,"[0.2, -0.2]",0,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",408.97886879974976,410.97888340009376,408.97886879974976,409.9788440000266,409.9622096000239,410.96221979986876,,,"[0, 0, 0]",1,408.97886879974976,410.97888340009376,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
3,"[0.2, 0.2]",0,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",410.99555240012705,412.9955679997802,410.99555240012705,411.9955500001088,411.97877099970356,412.9788763001561,,,"[0, 0, 0]",1,410.99555240012705,412.9955679997802,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
9,"[0.2, -0.2]",1,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",413.01224379986525,415.0122485999018,413.01224379986525,414.01223250012845,413.9955676998943,414.9955552997999,,,"[0, 0, 0]",0,413.01224379986525,415.0122485999018,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",0,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 1]",415.02890449995175,417.0289219999686,415.02890449995175,416.0289261001162,416.01224360009655,417.0122440000996,0.0,1.9365706997923553,"[0, 0, 1]",1,415.02890449995175,417.0289219999686,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
2,"[0, 0.2]",0,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",417.0455857999623,419.0456073000096,417.0455857999623,418.04560159984976,418.02894249977544,419.0289338999428,,,"[0, 0, 0]",1,417.0455857999623,419.0456073000096,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
5,"[0, 0]",0,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",419.06228019995615,421.06227190000936,419.06228019995615,420.06227129977196,420.04562290012836,421.0456131999381,,,"[0, 0, 0]",1,419.06228019995615,421.06227190000936,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.0956288999878,None,space,421.0956288999878,None,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",None,,,,,,,,,0,0,0,0,,,,,,426.36230719974265,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",427.3790504997596,None,427.3790504997596,428.3790194001049,428.3623350998387,429.36233789986,,,"[0, 0, 0]",1,427.3790504997596,None,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
7,"[-0.2, -0.2]",None,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",429.37899889983237,431.37901449995115,429.37899889983237,430.3790023000911,430.3623393001035,431.36235819989815,,,"[0, 0, 0]",1,429.37899889983237,431.37901449995115,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",1,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",431.39567689970136,433.39573899982497,431.39567689970136,432.3956777998246,432.3790365001187,433.3790400000289,,,"[0, 0, 0]",1,431.39567689970136,433.39573899982497,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
2,"[0, 0.2]",0,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",433.4123706999235,435.4123919000849,433.4123706999235,434.41237109992653,434.3957107998431,435.395708499942,,,"[0, 0, 0]",1,433.4123706999235,435.4123919000849,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
5,"[0, 0]",0,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",435.429063399788,437.42905559996143,435.429063399788,436.42906650016084,436.4123907000758,437.4123996999115,,,"[0, 0, 0]",1,435.429063399788,437.42905559996143,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
4,"[-0.2, 0]",0,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",437.44570640008897,439.4457442997955,437.44570640008897,438.4457203000784,438.42908710008487,439.4290672997013,,,"[0, 0, 0]",1,437.44570640008897,439.4457442997955,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
4,"[-0.2, 0]",0,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",439.4624246000312,441.46242060000077,439.4624246000312,440.4624159997329,440.44574290001765,441.44575119996443,,,"[0, 0, 0]",1,439.4624246000312,441.46242060000077,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
7,"[-0.2, -0.2]",0,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",441.47906669974327,443.4791160998866,441.47906669974327,442.4791025999002,442.46244749985635,443.46243269974366,,,"[0, 0, 0]",1,441.47906669974327,443.4791160998866,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
