square,location,corrAns,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,runSeq,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.rt_left,response_2.rt_right,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
4,"[-0.2, 0]",1,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",443.4957709996961,445.4957902999595,443.4957709996961,444.4957738998346,444.47910510003567,445.47911780001596,,,"[0, 0, 0]",1,443.4957709996961,445.4957902999595,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
3,"[0.2, 0.2]",0,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",445.51246629981324,447.512484499719,445.51246629981324,446.512474199757,446.4957940997556,447.4958101999946,,,"[0, 0, 0]",1,445.51246629981324,447.512484499719,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
5,"[0, 0]",0,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",447.5291464999318,449.5291376998648,447.5291464999318,448.52913049981,448.5124909998849,449.5124923000112,,,"[0, 0, 0]",1,447.5291464999318,449.5291376998648,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
3,"[0.2, 0.2]",1,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",449.54580499976873,451.5458223000169,449.54580499976873,450.5458170999773,450.5291718998924,451.5291511998512,,,"[0, 0, 0]",1,449.54580499976873,451.5458223000169,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
1,"[-0.2, 0.2]",0,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",451.5625053001568,453.56251000007614,451.5625053001568,452.562511799857,452.5458259000443,453.54586059972644,,,"[0, 0, 0]",1,451.5625053001568,453.56251000007614,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
9,"[0.2, -0.2]",0,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",453.57917369995266,455.5791527000256,453.57917369995266,454.5791994999163,454.5625116000883,455.5625177999027,,,"[0, 0, 0]",1,453.57917369995266,455.5791527000256,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
9,"[0.2, -0.2]",0,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",455.59586340002716,457.5958579997532,455.59586340002716,456.5958496998064,456.57921830005944,457.5792016000487,,,"[0, 0, 0]",1,455.59586340002716,457.5958579997532,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
8,"[0, -0.2]",0,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",457.61253000004217,459.61256429972127,457.61253000004217,458.6125425999053,458.5958644999191,459.5958704999648,,,"[0, 0, 0]",1,457.61253000004217,459.61256429972127,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",0,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",459.6292111999355,461.6292412998155,459.6292111999355,460.6292419000529,460.6125682001002,461.61256439983845,,,"[0, 0, 0]",0,459.6292111999355,461.6292412998155,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
3,"[0.2, 0.2]",0,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",461.64589639985934,463.64591560000554,461.64589639985934,462.64588590012863,462.62923630001023,463.62926340010017,,,"[0, 0, 0]",0,461.64589639985934,463.64591560000554,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",1,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",463.66258510015905,465.66258289990947,463.66258510015905,464.6625886997208,464.6459286999889,465.6459403997287,,,"[0, 0, 0]",0,463.66258510015905,465.66258289990947,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
5,"[0, 0]",0,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",465.6792814997025,467.67927110008895,465.6792814997025,466.6792522999458,466.66259719990194,467.6625906000845,,,"[0, 0, 0]",0,465.6792814997025,467.67927110008895,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
7,"[-0.2, -0.2]",0,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",467.6959310998209,469.6959724999033,467.6959310998209,468.69595429999754,468.67929490003735,469.67927910014987,,,"[0, 0, 0]",0,467.6959310998209,469.6959724999033,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
5,"[0, 0]",1,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",469.71263800002635,471.7125947000459,469.71263800002635,470.71262469980866,470.69596119970083,471.6959644998424,,,"[0, 0, 0]",1,469.71263800002635,471.7125947000459,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
1,"[-0.2, 0.2]",0,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",471.72931369999424,473.72930260002613,471.72931369999424,472.72931660013273,472.7126525999047,473.71266929991543,,,"[0, 0, 0]",0,471.72931369999424,473.72930260002613,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
7,"[-0.2, -0.2]",0,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",473.7459964998998,475.74599369987845,473.7459964998998,474.7458685999736,474.7293312000111,475.7293420997448,,,"[0, 0, 0]",0,473.7459964998998,475.74599369987845,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
9,"[0.2, -0.2]",0,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",475.76267249975353,477.76266139978543,475.76267249975353,476.76266400003806,476.7460252000019,477.7460193000734,,,"[0, 0, 0]",0,475.76267249975353,477.76266139978543,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
3,"[0.2, 0.2]",0,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",477.779343099799,479.779353399761,477.779343099799,478.77935229986906,478.7626906000078,479.76268710009754,,,"[0, 0, 0]",0,477.779343099799,479.779353399761,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
9,"[0.2, -0.2]",1,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",479.7960163997486,481.7960358001292,479.7960163997486,480.796040199697,480.7793697998859,481.7794147999957,,,"[0, 0, 0]",0,479.7960163997486,481.7960358001292,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",0,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",481.81272519985214,483.81271479977295,481.81272519985214,482.81272429972887,482.7960394998081,483.79606560012326,,,"[0, 0, 0]",0,481.81272519985214,483.81271479977295,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
2,"[0, 0.2]",0,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",483.8293841998093,485.8294216999784,483.8293841998093,484.8294011000544,484.8127446998842,485.81273690005764,,,"[0, 0, 0]",0,483.8293841998093,485.8294216999784,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
5,"[0, 0]",0,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",485.845985500142,487.84609110001475,485.845985500142,486.8460730998777,486.82941629970446,487.8294128999114,,,"[0, 0, 0]",0,485.845985500142,487.84609110001475,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.8627344998531,None,space,487.8627344998531,None,,,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",None,,,,,,,,,0,0,0,0,,,,,,491.3627856997773,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",492.3794776997529,None,492.3794776997529,493.3794680000283,493.3628047998063,494.36279409984127,,,"[0, 0, 0]",1,492.3794776997529,None,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
7,"[-0.2, -0.2]",None,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",494.37945930007845,496.3795071998611,494.37945930007845,495.3794753998518,495.3627419001423,496.3628056999296,,,"[0, 0, 0]",1,494.37945930007845,496.3795071998611,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",1,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",496.3961583999917,498.39614629978314,496.3961583999917,497.3961388999596,497.3794844998047,498.3795036999509,,,"[0, 0, 0]",0,496.3961583999917,498.39614629978314,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
2,"[0, 0.2]",0,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",498.41281579993665,500.4128414001316,498.41281579993665,499.4126931997016,499.3961680000648,500.3961875997484,,,"[0, 0, 0]",0,498.41281579993665,500.4128414001316,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
5,"[0, 0]",0,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",500.42953389976174,502.4295414998196,500.42953389976174,501.4295451999642,501.41285800002515,502.4128636997193,,,"[0, 0, 0]",0,500.42953389976174,502.4295414998196,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
4,"[-0.2, 0]",0,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",502.44617739971727,504.4461949998513,502.44617739971727,503.4462176999077,503.42956109996885,504.4295608997345,,,"[0, 0, 0]",0,502.44617739971727,504.4461949998513,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
4,"[-0.2, 0]",0,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",504.46288490016013,506.4628769000992,504.46288490016013,505.4628928997554,505.44620929984376,506.44622489996254,,,"[0, 0, 0]",0,504.46288490016013,506.4628769000992,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
7,"[-0.2, -0.2]",0,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",506.47955540008843,508.4795555998571,506.47955540008843,507.4795584999956,507.46290270006284,508.46288349991664,,,"[0, 0, 0]",0,506.47955540008843,508.4795555998571,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
4,"[-0.2, 0]",1,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[1, 0, 0]",508.4962128000334,510.49658549996093,508.4962128000334,509.49623529985547,509.47955300007015,510.4799524997361,1.9503638003952801,0.0,"[1, 0, 0]",1,508.4962128000334,510.49658549996093,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
3,"[0.2, 0.2]",0,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",510.5129025001079,512.5129293999635,510.5129025001079,511.51293230010197,511.49623980000615,512.496250399854,,,"[0, 0, 0]",0,510.5129025001079,512.5129293999635,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
5,"[0, 0]",0,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",512.5296982997097,514.5296041001566,512.5296982997097,513.5296132001095,513.5129263997078,514.5129555999301,,,"[0, 0, 0]",0,512.5296982997097,514.5296041001566,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
3,"[0.2, 0.2]",1,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",514.5462865000591,516.5462774997577,514.5462865000591,515.5462667001411,515.5295998998918,516.5296391998418,,,"[0, 0, 0]",1,514.5462865000591,516.5462774997577,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
1,"[-0.2, 0.2]",0,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",516.5629564998671,518.5629793000408,516.5629564998671,517.5629565999843,517.5462942998856,518.546297899913,,,"[0, 0, 0]",0,516.5629564998671,518.5629793000408,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
9,"[0.2, -0.2]",0,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",518.5796539001167,520.5796567997895,518.5796539001167,519.5796503997408,519.5630268999375,520.5629778997973,,,"[0, 0, 0]",0,518.5796539001167,520.5796567997895,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
9,"[0.2, -0.2]",0,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",520.5963272000663,522.5963181997649,520.5963272000663,521.5963433999568,521.5796551001258,522.5796587998047,,,"[0, 0, 0]",0,520.5963272000663,522.5963181997649,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
8,"[0, -0.2]",0,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",522.6130129997618,524.6130101997405,522.6130129997618,523.6129467999563,523.5963356001303,524.596353400033,,,"[0, 0, 0]",0,522.6130129997618,524.6130101997405,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
6,"[0.2, 0]",0,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",524.6296946997754,526.629716000054,524.6296946997754,525.6296850997023,525.6130065000616,526.6130205998197,,,"[0, 0, 0]",0,524.6296946997754,526.629716000054,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
3,"[0.2, 0.2]",0,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",526.6463453997858,528.6463883998804,526.6463453997858,527.6463544000871,527.6297013000585,528.6297138999216,,,"[0, 0, 0]",0,526.6463453997858,528.6463883998804,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1443,WASABI distractmap,2020.2.10,60.003444209952825,"['Right Face', 'Chest', 'Left Leg', 'Right Arm', 'Right Face', 'Abdomen', 'Left Face', 'Right Leg', 'Left Arm', 'Left Arm', 'Left Face', 'Chest', 'Right Arm', 'Abdomen', 'Right Leg', 'Left Leg']",
