	onset	duration	rt	mouseclick	correct	condition	score
0	94.618403499946	1.9480861799092963	0.466567000024952	0	1	Practice 0-back	100.0
1	96.5861427000491	2.002479659859091	0.2995646999916062	0	1	Practice 0-back	100.0
2	98.6014395999955	1.967308359919116	0.3677015999564901	0	1	Practice 0-back	100.0
3	100.5858361000428	1.9837806600844488	0.34855290001723915	0	1	Practice 0-back	100.0
4	102.59993439994287	1.9687227599788457	0.4186002000933513	0	1	Practice 0-back	100.0
5	104.5859009999549	1.999081760062836	0.3486282000085339	0	1	Practice 0-back	100.0
6	106.59761109994724	1.980859059956856	0.2715972000733018	0	1	Practice 0-back	100.0
7	108.59982380003203	1.9728848598897457	0.15106399997603148	0	1	Practice 0-back	100.0
8	110.58515629998874	1.993701359955594	0.5201246999204159	0	1	Practice 0-back	100.0
9	112.6186157000484	1.9672229600837454	0.20179259998258203	0	1	Practice 0-back	100.0
10	114.5859322999604	1.9972016599494964	0.40046489995438606	0	1	Practice 0-back	100.0
11	116.60098890005611	1.9840583599871024	0.35102000006008893	0	1	Practice 0-back	100.0
12	118.59994580002967	1.9841045601060614	0.3343326000031084	0	1	Practice 0-back	100.0
13	120.60080839996226	1.9857509598368779	0.3507487999740988	0	1	Practice 0-back	100.0
14	122.60188920004293	1.9885153600480407	0.48381550004705787	0	1	Practice 0-back	100.0
15	124.60151269997004	1.9029562599025667	0.3348544000182301	0	1	Practice 0-back	100.0
16	126.60037979995832	1.9844694600906223	0.30177460005506873	0	1	Practice 0-back	100.0
17	128.60186239995528	1.9836843599332497	0.29864259995520115	0	1	Practice 0-back	100.0
18	130.60167130001355	1.9754237601300701	0.250162799959071	0	1	Practice 0-back	100.0
19	132.58566980005708	2.003633560030721	0.4659629000816494	0	1	Practice 0-back	100.0
20	134.6014311000472	1.8873313601361588	0.46774699992965907	0	1	Practice 0-back	100.0
21	136.58813499996904	1.9977960599353537	0.29762189998291433	0	1	Practice 0-back	100.0
22	138.60176790005062	1.9872303599258885	0.40019109996501356	0	1	Practice 0-back	100.0
23	140.60233749996405	1.9796611600322649	0.2830908999312669	0	1	Practice 0-back	100.0
24	142.60065689997282	1.9839387600077316	0.38338929996825755	0	1	Practice 0-back	100.0
25	144.6021317000268	1.982263559824787	0.3003068999387324	0	1	Practice 0-back	100.0
26	146.6179649999831	1.9637431600131094	0.20306150009855628	0	1	Practice 0-back	100.0
27	148.5842986999778	2.001125460024923	0.26631400000769645	0	1	Practice 0-back	100.0
28	150.6019051000476	1.970371659961529	0.8490713000064716	0	1	Practice 0-back	100.0
29	152.5843439999735	2.0002047601155937	0.33441180002409965	0	1	Practice 0-back	100.0
