	onset	duration	phase	condition
0	5.845893600024283	-3.3500218498520553	cue	Right Leg
1	7.330361100030132	-4.834489349857904	movement	Right Leg
2	8.413120500044897	-5.926136650145054	cue	Abdomen
3	9.897591800079681	-7.410607950179838	movement	Abdomen
4	10.965252900030464	-8.474431660026312	cue	Right Arm
5	12.447583800065331	-9.956762560061179	movement	Right Arm
6	13.448407600051723	-10.93664919002913	rest	Rest
7	15.981867099995725	-13.486432069912553	cue	Left Face
8	17.464166300022043	-14.968731269938871	movement	Left Face
9	18.49849260004703	-16.015873770113103	cue	Right Face
10	19.964247400057502	-17.481628570123576	movement	Right Face
11	21.014638100052252	-18.526136160013266	cue	Chest
12	22.497588200028986	-20.00908625999	movement	Chest
13	23.49849670007825	-20.986709490069188	rest	Rest
14	26.064719900023192	-23.569664160022512	cue	Left Leg
15	27.547552500036545	-25.052496760035865	movement	Left Leg
16	28.615195200080052	-26.132794060045853	cue	Left Arm
17	30.08099020004738	-27.598589060013182	movement	Left Arm
18	31.081944499979727	-28.569350789883174	rest	Rest
19	33.66509570006747	-31.168569660163485	cue	Right Arm
20	35.147792100091465	-32.65126606018748	movement	Right Arm
21	36.19828790007159	-33.71418185997754	cue	Left Arm
22	37.68106690002605	-35.196960859932005	movement	Left Arm
23	38.73293120006565	-36.24157796020154	cue	Right Leg
24	40.21434649999719	-37.72299326013308	movement	Right Leg
25	41.21528600004967	-38.703870690078475	rest	Rest
26	43.78214750008192	-41.29554196016397	cue	Abdomen
27	45.264445499982685	-42.77783996006474	movement	Abdomen
28	46.26544610003475	-43.753905290039256	rest	Rest
29	48.84836100006942	-46.36199055996258	cue	Left Leg
30	50.331160700065084	-47.844790259958245	movement	Left Leg
31	51.366236100089736	-48.872766780201346	cue	Left Face
32	52.8477921000449	-50.35432278015651	movement	Left Face
33	53.848864900064655	-51.336424490087666	rest	Rest
34	56.382126400014386	-53.8989941800246	cue	Right Face
35	57.86456100002397	-55.381428780034184	movement	Right Face
36	58.9162265000632	-56.42268746008631	cue	Chest
37	60.397934500011615	-57.90439546003472	movement	Chest
38	61.39887640008237	-58.88561989006121	rest	Rest
39	Condition Order: 	['Right Leg', 'Abdomen', 'Right Arm', 'Rest', 'Left Face', 'Right Face', 'Chest', 'Rest', 'Left Leg', 'Left Arm', 'Rest', 'Right Arm', 'Left Arm', 'Right Leg', 'Rest', 'Abdomen', 'Rest', 'Left Leg', 'Left Face', 'Rest', 'Right Face', 'Chest', 'Rest']		
