RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,27,27,27,,,,,,,,,,,600.7407519000117,None,600.7407519000117,601.7406601998955,601.723997599911,602.7239919998683,None,1,600.7407519000117,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,28,28,28,,,,,,,,,,,602.7405912999529,None,602.7405912999529,603.7406730998773,603.7239982997999,604.724007899873,None,1,602.7405912999529,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,29,29,29,,,,,,,,,,,604.7406456999015,None,604.7406456999015,605.7406967999414,605.724025500007,606.723997599911,None,0,604.7406456999015,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,30,30,30,,,,,,,,,,,606.7407331999857,None,606.7407331999857,607.7407124999445,607.7240417997818,608.7239230999257,None,1,606.7407331999857,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,31,31,31,,,,,,,,,,,608.740722599905,None,608.740722599905,609.740726799937,609.7240508999676,610.7240672998596,None,1,608.740722599905,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,32,32,32,,,,,,,,,,,610.7407823998947,None,610.7407823998947,611.7407436999492,611.7240770999342,612.724075099919,None,0,610.7407823998947,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,33,33,33,,,,,,,,,,,612.7407492999919,None,612.7407492999919,613.7407536997925,613.7240865998901,614.7241008998826,None,1,612.7407492999919,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,34,34,34,,,,,,,,,,,614.74077259982,None,614.74077259982,615.7407878998201,615.7241163998842,616.724123199936,None,1,614.74077259982,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,4,"[-0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,35,35,35,,,,,,,,,,,616.7407755998429,None,616.7407755998429,617.7407985997852,617.7241162999999,618.7241243999451,None,1,616.7407755998429,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,4,"[-0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,36,36,36,,,,,,,,,,,618.7407964000013,None,618.7407964000013,619.7408010999206,619.7241360999178,620.724151799921,None,1,618.7407964000013,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,37,37,37,,,,,,,,,,,620.7408344999421,None,620.7408344999421,621.7408199999481,621.7241499999072,622.7241571999621,None,1,620.7408344999421,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,4,"[-0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,38,38,38,,,,,,,,,,,622.7408206998371,None,622.7408206998371,623.7408465999179,623.7241591999773,624.7241785998922,None,0,622.7408206998371,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,39,39,39,,,,,,,,,,,624.7408468998037,None,624.7408468998037,625.7408555999864,625.7241928998847,626.724196099909,None,1,624.7408468998037,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,40,40,40,,,,,,,,,,,626.7409104998223,None,626.7409104998223,627.7408724999987,627.7242111999076,628.7242219999898,None,1,626.7409104998223,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,3,"[0.2, 0.2]",1,0,1,1,1,,,,,0,0,0,0,0,41,41,41,,,,,,,,,,,628.740885599982,None,628.740885599982,629.7408779999241,629.7242203999776,630.7242323998362,None,0,628.740885599982,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,42,42,42,,,,,,,,,,,630.7408907997888,None,630.7408907997888,631.7408936999273,631.724247999955,632.7242572999094,None,1,630.7408907997888,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,43,43,43,,,,,,,,,,,632.7409158998635,None,632.7409158998635,633.7409444998484,633.7242737999186,634.7242682999931,None,1,632.7409158998635,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,44,44,44,,,,,,,,,,,634.7409356997814,None,634.7409356997814,635.7409343000036,635.7242759999353,636.7242759999353,None,1,634.7409356997814,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,8,"[0, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,45,45,45,,,,,,,,,,,636.7409504000098,None,636.7409504000098,637.74096309999,637.7242880999111,638.7242939998396,None,1,636.7409504000098,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,46,46,46,,,,,,,,,,,638.7409669999033,None,638.7409669999033,639.7409765999764,639.7243199998047,640.7243199998047,None,1,638.7409669999033,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,47,47,47,,,,,,,,,,,640.7409846999217,None,640.7409846999217,641.7409837997984,641.7243205998093,642.7243311000057,None,1,640.7409846999217,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,48,48,48,,,,,,,,,,,642.741047399817,None,642.741047399817,643.7410007999279,643.7243377999403,644.7243416998535,None,0,642.741047399817,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,49,49,49,,,,,,,,,,,644.7410141997971,None,644.7410141997971,645.7410294997972,645.7243680998217,646.7243628997821,None,1,644.7410141997971,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,50,50,50,,,,,,,,,,,646.7410219998565,None,646.7410219998565,647.7410436999053,647.7243726998568,648.7243931000121,None,1,646.7410219998565,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,5,"[0, 0]",1,0,1,1,1,,,,,0,0,0,0,0,51,51,51,,,,,,,,,,,648.7410541998688,None,648.7410541998688,649.7410612998065,649.7243861998431,650.7243917998858,None,0,648.7410541998688,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,52,52,52,,,,,,,,,,,650.7410751997959,None,650.7410751997959,651.7410782999359,651.7244020998478,652.7244106999133,None,1,650.7410751997959,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,53,53,53,,,,,,,,,,,652.7410841998644,None,652.7410841998644,653.7410826999694,653.7244682000019,654.7244301999453,None,1,652.7410841998644,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,54,54,54,,,,,,,,,,,654.7411008998752,None,654.7411008998752,655.7411024998873,655.7244417998008,656.7244619999547,None,1,654.7411008998752,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,55,55,55,,,,,,,,,,,656.741134399781,None,656.741134399781,657.741118399892,657.7244527000003,658.7244677999988,None,1,656.741134399781,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,9,"[0.2, -0.2]",1,0,1,1,1,,,,,0,0,0,0,0,56,56,56,,,,,,,,,,,658.7411245999392,None,658.7411245999392,659.7411474999972,659.724476599833,660.7244847000111,None,0,658.7411245999392,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,57,57,57,,,,,,,,,,,660.7411978999153,None,660.7411978999153,661.7411573999561,661.7244948998559,662.7245039998088,None,1,660.7411978999153,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,58,58,58,,,,,,,,,,,662.7411692999303,None,662.7411692999303,663.7411762999836,663.7245113998652,664.7245259999763,None,1,662.7411692999303,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,59,59,59,,,,,,,,,,,664.7411889999639,None,664.7411889999639,665.7411962999031,665.7245261999778,666.7245344999246,None,1,664.7411889999639,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,60,60,60,,,,,,,,,,,666.7412043998484,None,666.7412043998484,667.7412123999093,667.7245508998167,668.7245428999886,None,1,666.7412043998484,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,61,61,61,,,,,,,,,,,668.7412250000052,None,668.7412250000052,669.7412225999869,669.7245600998867,670.7245742999949,None,1,668.7412250000052,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,62,62,62,,,,,,,,,,,670.7412341998424,None,670.7412341998424,671.7412449999247,671.7245749998838,672.7246054999996,None,1,670.7412341998424,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,63,63,63,,,,,,,,,,,672.7412482998334,None,672.7412482998334,673.741248199949,673.7246049998794,674.7246041998733,None,1,672.7412482998334,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,64,64,64,,,,,,,,,,,674.7412642999552,None,674.7412642999552,675.7412769999355,675.7246177999768,676.724652200006,None,1,674.7412642999552,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,9,"[0.2, -0.2]",1,0,1,1,1,,,,,0,0,0,0,0,65,65,65,,,,,,,,,,,676.7412845999934,None,676.7412845999934,677.7412972999737,677.724626199808,678.7246272999328,None,0,676.7412845999934,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,66,66,66,,,,,,,,,,,678.7413087999448,None,678.7413087999448,679.7413127999753,679.724655999802,680.7246677998919,None,1,678.7413087999448,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,67,67,67,,,,,,,,,,,680.7413083999418,None,680.7413083999418,681.7413297998719,681.7245995998383,682.7246649998706,None,1,680.7413083999418,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,68,68,68,,,,,,,,,,,682.7413437999785,None,682.7413437999785,683.7413374998141,683.7246720998082,684.7246824998874,None,1,682.7413437999785,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,69,69,69,,,,,,,,,,,684.7413629000075,None,684.7413629000075,685.7413625000045,685.7246904999483,686.7247076998465,None,1,684.7413629000075,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,5,"[0, 0]",1,0,1,1,1,,,,,0,0,0,0,0,70,70,70,,,,,,,,,,,686.7413590999786,None,686.7413590999786,687.7413649999071,687.7247180999257,688.7247205998283,None,0,686.7413590999786,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,71,71,71,,,,,,,,,,,688.7413925000001,None,688.7413925000001,689.7414027999621,689.7247234999668,690.7247429999989,None,1,688.7413925000001,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,72,72,72,,,,,,,,,,,690.7414078998845,None,690.7414078998845,691.7414161998313,691.7247478999197,692.7247444000095,None,1,690.7414078998845,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,73,73,73,,,,,,,,,,,692.7414220999926,None,692.7414220999926,693.7414312998299,693.7247703999747,694.724776199786,None,0,692.7414220999926,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,8,"[0, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,74,74,74,,,,,,,,,,,694.7414400000125,None,694.7414400000125,695.7414657999761,695.7247728998773,696.7247182999272,None,1,694.7414400000125,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,75,75,75,,,,,,,,,,,696.7414718999062,None,696.7414718999062,697.7414668998681,697.7247926997952,698.7247984998394,None,1,696.7414718999062,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,76,76,76,,,,,,,,,,,698.7414796999656,None,698.7414796999656,699.7415013997816,699.7248122999445,700.7248127998319,None,1,698.7414796999656,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,77,77,77,,,,,,,,,,,700.7415089998394,None,700.7415089998394,701.7415020999033,701.724831999978,702.7248481998686,None,1,700.7415089998394,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,78,78,78,,,,,,,,,,,702.7415213999338,None,702.7415213999338,703.741504999809,703.7248180999886,704.724812499946,None,1,702.7415213999338,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,79,79,79,,,,,,,,,,,704.7415331997909,None,704.7415331997909,705.7415296998806,705.7248639999889,706.7248672000133,None,1,704.7415331997909,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,3,"[0.2, 0.2]",1,0,1,1,1,,,,,0,0,0,0,0,80,80,80,,,,,,,,,,,706.7415368999355,None,706.7415368999355,707.7415566998534,707.7248823000118,708.7248856998049,None,0,706.7415368999355,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
0,1,4,"[-0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,81,81,81,,,,,,,,,,,708.7415586998686,None,708.7415586998686,709.741582099814,709.7248922998551,710.7249075998552,None,1,708.7415586998686,None,1,M,9,R,KB,2021_May_28_1300,WASABI Nback,2020.2.10,59.99768405779158,
