RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.rt,response_2.started,response_2.stopped,fixation_1.started,fixation_1.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
0,1,,,,0,0,0,0,,,,,0,0,0,0,,,,,17.434329099953175,None,space,49.4732646998018,17.434329099953175,None,,,,,,,,,,,,,,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,None,None,None,None,None,None,None,None,[],[],[],None,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,2,"[0, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,None,None,None,None,None,None,[],[],[],None,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,None,None,None,None,None,None,[],[],[],None,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,None,None,None,None,None,None,[],[],[],None,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,4,4,4,,,,,,,,,None,None,None,None,None,None,[],[],[],None,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,9,"[0.2, -0.2]",1,0,0,0,0,,,,,0,0,0,0,0,5,5,5,,,,,,,,,None,None,None,None,None,None,[],[],[],None,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,6,6,6,,,,,,,,,None,None,None,None,None,None,[],[],[],None,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,1,"[-0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,7,7,7,,,,,,,,,None,None,None,None,None,None,[],[],[],None,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,8,8,8,,,,,,,,,None,None,None,None,None,None,[],[],[],None,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,9,9,9,,,,,,,,,None,None,None,None,None,None,[],[],[],None,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,5,"[0, 0]",1,0,0,0,0,,,,,0,0,0,0,0,10,10,10,,,,,,,,,None,None,None,None,None,None,[],[],[],None,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,11,11,11,,,,,,,,,None,None,None,None,None,None,[],[],[],None,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,12,12,12,,,,,,,,,None,None,None,None,None,None,[],[],[],None,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,6,"[0.2, 0]",1,0,0,0,0,,,,,0,0,0,0,0,13,13,13,,,,,,,,,95.03031750000082,None,95.03031750000082,None,None,None,None,0,,95.03031750000082,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,8,"[0, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,14,14,14,,,,,,,,,95.9469718998298,None,95.9469718998298,96.94698060001247,96.9303233998362,97.9303329999093,None,1,,95.9469718998298,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,15,15,15,,,,,,,,,97.94700159993954,None,97.94700159993954,98.94699650001712,98.93024269980378,99.9303355999291,None,1,,97.94700159993954,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,16,16,16,,,,,,,,,99.9470140999183,None,99.9470140999183,100.94702730001882,100.93034939980134,101.93035179981962,None,1,,99.9470140999183,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,1,"[-0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,17,17,17,,,,,,,,,101.94701069989242,None,101.94701069989242,102.94703029980883,102.93036939995363,103.93038999987766,None,1,,101.94701069989242,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,18,18,18,,,,,,,,,103.94704589992762,None,103.94704589992762,104.94706049980596,104.93037529988214,105.93040389986709,None,1,,103.94704589992762,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,19,19,19,,,,,,,,,105.9470619999338,None,105.9470619999338,106.9470756999217,106.93039110000245,107.9304126999341,None,1,,105.9470619999338,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,3,"[0.2, 0.2]",1,0,0,0,0,,,,,0,0,0,0,0,20,20,20,,,,,,,,,107.94708329997957,None,107.94708329997957,108.94708179985173,108.93042079987936,109.93042339989915,None,0,,107.94708329997957,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,4,"[-0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,21,21,21,,,,,,,,,109.94708379986696,None,109.94708379986696,110.94709799997509,110.93043059995398,111.93045949982479,None,1,,109.94708379986696,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,22,22,22,,,,,,,,,111.94711079983972,None,111.94711079983972,112.94711770000868,112.93044489994645,113.93047209992073,None,1,,111.94711079983972,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,4,"[-0.2, 0]",1,0,0,0,0,,,,,0,0,0,0,0,23,23,23,,,,,,,,,113.94711830001324,None,113.94711830001324,114.9471353997942,114.93047719984315,115.93047029990703,None,0,,113.94711830001324,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,4,"[-0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,24,24,24,,,,,,,,,115.94716589991003,None,115.94716589991003,116.94714639987797,116.93048390001059,117.9304886998143,None,1,,115.94716589991003,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,25,25,25,,,,,,,,,117.94716269988567,None,117.94716269988567,118.94716269988567,118.93049349985085,119.9305104999803,None,1,,117.94716269988567,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,2,"[0, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,26,26,26,,,,,,,,,119.94716709991917,None,119.94716709991917,120.94718809984624,120.93052439996973,121.9305290998891,None,1,,119.94716709991917,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,27,27,27,,,,,,,,,121.94718569982797,None,121.94718569982797,122.94721259991638,122.93055099993944,123.93054669979028,None,1,,121.94718569982797,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,28,28,28,,,,,,,,,123.9472109999042,None,123.9472109999042,124.94721030001529,124.93058980000205,125.93055689986795,None,1,,123.9472109999042,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,6,"[0.2, 0]",1,0,0,0,0,,,,,0,0,0,0,0,29,29,29,,,,,,,,,125.94723309995607,None,125.94723309995607,126.9472365998663,126.93057189998217,127.93059299979359,None,0,,125.94723309995607,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,30,30,30,,,,,,,,,127.94723759987392,None,127.94723759987392,128.94723939988762,128.93059819983318,129.93060969980434,None,1,,127.94723759987392,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,31,31,31,,,,,,,,,129.94725540000945,None,129.94725540000945,130.94728600000963,130.93060490000062,131.93061789986677,None,1,,129.94725540000945,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,6,"[0.2, 0]",1,0,0,0,0,,,,,0,0,0,0,0,32,32,32,,,,,,,,,131.9472911998164,None,131.9472911998164,132.9472828998696,132.93062240001746,133.93065989995375,None,0,,131.9472911998164,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
