RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.rt,response_2.started,response_2.stopped,fixation_1.started,fixation_1.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
0,1,2,"[0, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,33,33,33,,,,,,,,,133.94728339998983,None,133.94728339998983,134.94728969992138,134.93066750001162,135.93066569999792,None,1,,133.94728339998983,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,34,34,34,,,,,,,,,135.9473048998043,None,135.9473048998043,136.94730559992604,136.93066819990054,137.93066679988988,None,1,,135.9473048998043,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,4,"[-0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,35,35,35,,,,,,,,,137.94732709997334,None,137.94732709997334,138.94733279990032,138.93067609984428,139.93067849986255,None,1,,137.94732709997334,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,4,"[-0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,36,36,36,,,,,,,,,139.94733239989728,None,139.94733239989728,140.9473366998136,140.93070279993117,141.93069169996306,None,1,,139.94733239989728,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,37,37,37,,,,,,,,,141.94735829997808,None,141.94735829997808,142.94736270001158,142.93068679980934,143.93070849985816,None,1,,141.94735829997808,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,4,"[-0.2, 0]",1,0,0,0,0,,,,,0,0,0,0,0,38,38,38,,,,,,,,,143.94737419998273,None,143.94737419998273,144.9473829998169,144.9307181998156,145.93072879989631,None,0,,143.94737419998273,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,39,39,39,,,,,,,,,145.9473827998154,None,145.9473827998154,146.94741219980642,146.93073579994962,147.93073579994962,None,1,,145.9473827998154,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,40,40,40,,,,,,,,,147.9474039999768,None,147.9474039999768,148.9474101997912,148.93072649999522,149.9307665999513,None,1,,147.9474039999768,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,3,"[0.2, 0.2]",1,0,0,0,0,,,,,0,0,0,0,0,41,41,41,,,,,,,,,149.9474321999587,None,149.9474321999587,150.94743339996785,150.9307766999118,151.93077859980986,None,0,,149.9474321999587,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,1,"[-0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,42,42,42,,,,,,,,,151.94742769980803,None,151.94742769980803,152.94743749988265,152.93079359992407,153.93078069994226,None,1,,151.94742769980803,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,43,43,43,,,,,,,,,153.94745049998164,None,153.94745049998164,154.94745719991624,154.93079329980537,155.93084799987264,None,1,,153.94745049998164,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,44,44,44,,,,,,,,,155.94747439981438,None,155.94747439981438,156.94747509993613,156.93082929984666,157.93082319991663,None,1,,155.94747439981438,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,8,"[0, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,45,45,45,,,,,,,,,157.94749049982056,None,157.94749049982056,158.94750809995458,158.9308397998102,159.93082369980402,None,1,,157.94749049982056,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,46,46,46,,,,,,,,,159.94752049981616,None,159.94752049981616,160.94753709994256,160.93085649982095,161.93075089994818,None,1,,159.94752049981616,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,47,47,47,,,,,,,,,161.94754389999434,None,161.94754389999434,162.94755749986507,162.9308633999899,163.93087119981647,None,1,,161.94754389999434,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,6,"[0.2, 0]",1,0,0,0,0,,,,,0,0,0,0,0,48,48,48,,,,,,,,,163.94756339979358,None,163.94756339979358,164.9475734999869,164.93088290002197,165.93088669981807,None,0,,163.94756339979358,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,49,49,49,,,,,,,,,165.94754069996998,None,165.94754069996998,166.94758409983478,166.93090299982578,167.93090729997493,None,1,,165.94754069996998,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,50,50,50,,,,,,,,,167.94759889994748,None,167.94759889994748,168.94758569984697,168.93094029999338,169.93094839993864,None,1,,167.94759889994748,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,5,"[0, 0]",1,0,0,0,0,,,,,0,0,0,0,0,51,51,51,,,,,,,,,169.94761259993538,None,169.94761259993538,170.94762669992633,170.9309070999734,171.9309523999691,None,0,,169.94761259993538,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,1,"[-0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,52,52,52,,,,,,,,,171.94760369998403,None,171.94760369998403,172.94763119984418,172.93097250000574,173.93100579991005,None,1,,171.94760369998403,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,53,53,53,,,,,,,,,173.94762269989587,None,173.94762269989587,174.94754039985128,174.93097859993577,175.93101439997554,None,1,,173.94762269989587,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,54,54,54,,,,,,,,,175.94768099999055,None,175.94768099999055,176.94768159999512,176.93104179995134,177.93099369993433,None,1,,175.94768099999055,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,55,55,55,,,,,,,,,177.94768609991297,None,177.94768609991297,178.94773659994826,178.93099969998002,179.93100119987503,None,1,,177.94768609991297,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,9,"[0.2, -0.2]",1,0,0,0,0,,,,,0,0,0,0,0,56,56,56,,,,,,,,,179.94767839997075,None,179.94767839997075,180.94769159983844,180.93101769988425,181.9310276999604,None,0,,179.94767839997075,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,57,57,57,,,,,,,,,181.947705199942,None,181.947705199942,182.94769609998912,182.93103039986454,183.93103479989804,None,1,,181.947705199942,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,2,"[0, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,58,58,58,,,,,,,,,183.94770379993133,None,183.94770379993133,184.94771149987355,184.93104880000465,185.93104439997114,None,1,,183.94770379993133,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,59,59,59,,,,,,,,,185.9476321998518,None,185.9476321998518,186.94771929993294,186.93105179979466,187.93107099994086,None,1,,185.9476321998518,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,60,60,60,,,,,,,,,187.9477418998722,None,187.9477418998722,188.9477400998585,188.93107339995913,189.9310802000109,None,1,,187.9477418998722,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,2,"[0, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,61,61,61,,,,,,,,,189.94774639979005,None,189.94774639979005,190.94776689982973,190.93109979992732,191.93110439996235,None,1,,189.94774639979005,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,62,62,62,,,,,,,,,191.9477777997963,None,191.9477777997963,192.94780109985732,192.931120299967,193.93112069997005,None,1,,191.9477777997963,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,63,63,63,,,,,,,,,193.94780909991823,None,193.94780909991823,194.947807099903,194.93112149997614,195.9311255000066,None,1,,193.94780909991823,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,64,64,64,,,,,,,,,195.94777329987846,None,195.94777329987846,196.94781769998372,196.9311473998241,197.93114280002192,None,1,,195.94777329987846,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,9,"[0.2, -0.2]",1,0,0,0,0,,,,,0,0,0,0,0,65,65,65,,,,,,,,,197.94781729998067,None,197.94781729998067,198.94782549981028,198.9311510999687,199.93107679998502,None,0,,197.94781729998067,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,66,66,66,,,,,,,,,199.9478511000052,None,199.9478511000052,200.94786569988355,200.93117249989882,201.93118579988368,None,1,,199.9478511000052,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,1,"[-0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,67,67,67,,,,,,,,,201.94784689997323,None,201.94784689997323,202.9478792999871,202.93118879990652,203.931198899867,None,1,,201.94784689997323,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,68,68,68,,,,,,,,,203.94786509987898,None,203.94786509987898,204.94787319982424,204.93119799997658,205.93122069980018,None,1,,203.94786509987898,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,69,69,69,,,,,,,,,205.94789469987154,None,205.94789469987154,206.94789660000242,206.93122629984282,207.9312449998688,None,1,,205.94789469987154,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,5,"[0, 0]",1,0,0,0,0,,,,,0,0,0,0,0,70,70,70,,,,,,,,,207.9478996999096,None,207.9478996999096,208.94793689996004,208.93115879991092,209.93124209996313,None,0,,207.9478996999096,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,71,71,71,,,,,,,,,209.94795229984447,None,209.94795229984447,210.94795729988255,210.93125049979426,211.9312752999831,None,1,,209.94795229984447,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,72,72,72,,,,,,,,,211.9479635998141,None,211.9479635998141,212.94796399981715,212.93126629991457,213.93128919997253,None,1,,211.9479635998141,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,6,"[0.2, 0]",1,0,0,0,0,,,,,0,0,0,0,0,73,73,73,,,,,,,,,213.94798809988424,None,213.94798809988424,214.94799379981123,214.93129789992236,215.93129809992388,None,0,,213.94798809988424,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,8,"[0, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,74,74,74,,,,,,,,,215.9479697998613,None,215.9479697998613,216.9479708999861,216.93139819987118,217.93130779988132,None,1,,215.9479697998613,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,75,75,75,,,,,,,,,217.94798969989643,None,217.94798969989643,218.94798479997553,218.93132749991491,219.93132869992405,None,1,,217.94798969989643,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,76,76,76,,,,,,,,,219.94805239979178,None,219.94805239979178,220.9480269998312,220.93133809999563,221.93134239991195,None,1,,219.94805239979178,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,1,"[-0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,77,77,77,,,,,,,,,221.94801940000616,None,221.94801940000616,222.94799869996496,222.93135749991052,223.93137449980713,None,1,,221.94801940000616,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,78,78,78,,,,,,,,,223.9480506000109,None,223.9480506000109,224.94804459996521,224.9314017998986,225.93138229986653,None,1,,223.9480506000109,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,79,79,79,,,,,,,,,225.94794699992053,None,225.94794699992053,226.94805709994398,226.93138189986348,227.93140199990012,None,1,,225.94794699992053,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,3,"[0.2, 0.2]",1,0,0,0,0,,,,,0,0,0,0,0,80,80,80,,,,,,,,,227.94807129981928,None,227.94807129981928,228.9480748998467,228.93140899995342,229.93140679993667,None,0,,227.94807129981928,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,4,"[-0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,81,81,81,,,,,,,,,229.94809929979965,None,229.94809929979965,230.9480947998818,230.93142449995503,231.93143349979073,None,1,,229.94809929979965,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,82,82,82,,,,,,,,,231.9481267000083,None,231.9481267000083,232.9481296997983,232.93143039988354,233.9314558999613,None,1,,231.9481267000083,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
0,1,4,"[-0.2, 0]",1,0,0,0,0,,,,,0,0,0,0,0,83,83,83,,,,,,,,,233.9481079999823,None,233.9481079999823,234.9481162999291,234.93146230001003,235.93146889982745,None,0,,233.9481079999823,None,,,4,m,1,l,KB,2021_May_28_1106,WASABI Nback,2020.2.10,59.995056397647254,
