square,location,corrAns,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,response_2.x,response_2.y,response_2.leftButton,response_2.rt,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
,,,0,0,0,0,,,,,24.162451599986525,None,space,1.3788644000014756,24.162451599986525,None,,,,,,,,,,,,,,,,,99,m,99,r,MS,2021_Jun_03_1033,WASABI Nback,2020.2.10,59.86840924507435,
5,"[0, 0]",None,0,0,0,0,0,0,0,0,,,,,,,None,None,-0.4305555555555556,-0.03333333333333333,0,1.0467979999957606,26.800783899991075,None,26.800783899991075,27.813396499986993,27.78008709999267,None,None,1,26.800783899991075,None,99,m,99,r,MS,2021_Jun_03_1033,WASABI Nback,2020.2.10,59.86840924507435,
2,"[0, 0.2]",None,0,0,0,0,0,1,1,1,,,,,,,,,-0.42083333333333334,-0.02638888888888889,0,1.7854911999893375,28.580635299993446,None,28.580635299993446,29.581195899983868,29.564564700005576,30.565113899996504,None,1,28.580635299993446,None,99,m,99,r,MS,2021_Jun_03_1033,WASABI Nback,2020.2.10,59.86840924507435,
6,"[0.2, 0]",None,0,0,0,0,0,2,2,2,,,,,,,,,-0.3277777777777778,-0.10277777777777777,0,1.602248499984853,30.581836500001373,None,30.581836500001373,31.581931099994108,31.565378700004658,32.56599659999483,None,1,30.581836500001373,None,99,m,99,r,MS,2021_Jun_03_1033,WASABI Nback,2020.2.10,59.86840924507435,
9,"[0.2, -0.2]",None,0,0,0,0,0,3,3,3,,,,,,,,,-0.32222222222222224,-0.1597222222222222,0,1.3219365999975707,32.58262490000925,None,32.58262490000925,33.582848499994725,33.56618619998335,34.566605300002266,None,1,32.58262490000925,None,99,m,99,r,MS,2021_Jun_03_1033,WASABI Nback,2020.2.10,59.86840924507435,
3,"[0.2, 0.2]",None,0,0,0,0,0,4,4,4,,,,,,,,,-0.32222222222222224,-0.1597222222222222,0,0.26762900000903755,34.58323560000281,None,34.58323560000281,35.58377939998172,35.567139699996915,None,None,1,34.58323560000281,None,99,m,99,r,MS,2021_Jun_03_1033,WASABI Nback,2020.2.10,59.86840924507435,
9,"[0.2, -0.2]",1,0,0,0,0,0,5,5,5,,,,,,,,,-0.32222222222222224,-0.1597222222222222,1,1.968667800014373,36.56749200000195,None,36.56749200000195,37.56793230000767,37.55127779999748,38.5518070999824,1,1,36.56749200000195,None,99,m,99,r,MS,2021_Jun_03_1033,WASABI Nback,2020.2.10,59.86840924507435,
7,"[-0.2, -0.2]",None,0,0,0,0,0,6,6,6,,,,,,,,,-0.32222222222222224,-0.1597222222222222,0,0.0,38.568513100006385,None,38.568513100006385,39.568986800004495,39.55230730000767,40.55268659998546,None,1,38.568513100006385,None,99,m,99,r,MS,2021_Jun_03_1033,WASABI Nback,2020.2.10,59.86840924507435,
1,"[-0.2, 0.2]",None,0,0,0,0,0,7,7,7,,,,,,,,,-0.32222222222222224,-0.1597222222222222,0,0.2339899999788031,40.56946739999694,None,40.56946739999694,41.56986200000392,41.55323279998265,42.553722899989225,None,1,40.56946739999694,None,99,m,99,r,MS,2021_Jun_03_1033,WASABI Nback,2020.2.10,59.86840924507435,
5,"[0, 0]",None,0,0,0,0,0,8,8,8,,,,,,,,,-0.32222222222222224,-0.16666666666666666,0,0.1338767999841366,42.57053470000392,None,42.57053470000392,43.570793999999296,43.55413800000679,44.554615200002445,None,1,42.57053470000392,None,99,m,99,r,MS,2021_Jun_03_1033,WASABI Nback,2020.2.10,59.86840924507435,
7,"[-0.2, -0.2]",None,0,0,0,0,0,9,9,9,,,,,,,,,-0.32222222222222224,-0.16666666666666666,1,1.9852527000184637,44.57125760000781,None,44.57125760000781,45.57173490000423,45.555082999984734,46.55560429999605,1,0,44.57125760000781,None,99,m,99,r,MS,2021_Jun_03_1033,WASABI Nback,2020.2.10,59.86840924507435,
5,"[0, 0]",1,0,0,0,0,0,10,10,10,,,,,,,,,-0.32222222222222224,-0.16666666666666666,0,0.0,46.57229749998078,None,46.57229749998078,47.57273559999885,47.555967899999814,48.556486099987524,None,0,46.57229749998078,None,99,m,99,r,MS,2021_Jun_03_1033,WASABI Nback,2020.2.10,59.86840924507435,
6,"[0.2, 0]",None,0,0,0,0,0,11,11,11,,,,,,,,,-0.32222222222222224,-0.16666666666666666,0,0.0507316000002902,48.57317289998173,None,48.57317289998173,49.57372220000252,49.55706510000164,50.55743899999652,None,1,48.57317289998173,None,99,m,99,r,MS,2021_Jun_03_1033,WASABI Nback,2020.2.10,59.86840924507435,
3,"[0.2, 0.2]",None,0,0,0,0,0,12,12,12,,,,,,,,,-0.32222222222222224,-0.16666666666666666,0,0.26735169999301434,50.57427769998321,None,50.57427769998321,51.57440029998543,51.55774119999842,52.55820239998866,None,1,50.57427769998321,None,99,m,99,r,MS,2021_Jun_03_1033,WASABI Nback,2020.2.10,59.86840924507435,
6,"[0.2, 0]",1,0,0,0,0,0,13,13,13,,,,,,,,,-0.32222222222222224,-0.16666666666666666,0,0.25383440000587143,52.57491629998549,None,52.57491629998549,53.575607400009176,53.55889559999923,54.55922080000164,None,0,52.57491629998549,None,99,m,99,r,MS,2021_Jun_03_1033,WASABI Nback,2020.2.10,59.86840924507435,
8,"[0, -0.2]",None,0,0,0,0,0,14,14,14,,,,,,,,,-0.3236111111111111,-0.17083333333333334,0,0.2541397000022698,54.57598069999949,None,54.57598069999949,55.57644269999582,55.55981659999816,56.56025909999153,None,1,54.57598069999949,None,99,m,99,r,MS,2021_Jun_03_1033,WASABI Nback,2020.2.10,59.86840924507435,
9,"[0.2, -0.2]",None,0,0,0,0,0,15,15,15,,,,,,,,,-0.325,-0.175,0,0.26797389998682775,56.577035099995555,None,56.577035099995555,57.578299699991476,57.56105719998595,58.56115389999468,None,1,56.577035099995555,None,99,m,99,r,MS,2021_Jun_03_1033,WASABI Nback,2020.2.10,59.86840924507435,
