square,location,corrAns,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,response_2.x,response_2.y,response_2.leftButton,response_2.rt,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
,,,0,0,0,0,,,,,11.582118100021034,None,space,1.6665489999868441,11.582118100021034,None,,,,,,,,,,,,,,,,,99,m,99,r,MS,2021_Jun_03_1019,WASABI Nback,2020.2.10,60.046680295190555,
5,"[0, 0]",None,0,0,0,0,0,0,0,0,,,,,,,None,None,-0.006944444444444444,-0.14583333333333334,0,1.2969105999800377,14.655276200006483,None,14.655276200006483,15.667095200013136,15.633753300004173,None,None,1,14.655276200006483,None,99,m,99,r,MS,2021_Jun_03_1019,WASABI Nback,2020.2.10,60.046680295190555,
2,"[0, 0.2]",None,0,0,0,0,0,1,1,1,,,,,,,,,-0.15555555555555556,-0.2625,0,1.00136389999534,16.284313500014832,None,16.284313500014832,17.28424950002227,17.268198700010544,18.268453900003806,None,1,16.284313500014832,None,99,m,99,r,MS,2021_Jun_03_1019,WASABI Nback,2020.2.10,60.046680295190555,
6,"[0.2, 0]",None,0,0,0,0,0,2,2,2,,,,,,,,,-0.15555555555555556,-0.31666666666666665,0,0.26789640000788495,18.28520139999455,None,18.28520139999455,19.28609900001902,19.26875590000418,20.2694851999986,None,1,18.28520139999455,None,99,m,99,r,MS,2021_Jun_03_1019,WASABI Nback,2020.2.10,60.046680295190555,
9,"[0.2, -0.2]",None,0,0,0,0,0,3,3,3,,,,,,,,,-0.1625,-0.3236111111111111,0,0.10134350002044812,20.28566600001068,None,20.28566600001068,21.286475100001553,21.26973580001504,None,None,1,20.28566600001068,None,99,m,99,r,MS,2021_Jun_03_1019,WASABI Nback,2020.2.10,60.046680295190555,
3,"[0.2, 0.2]",None,0,0,0,0,0,4,4,4,,,,,,,,,-0.1625,-0.32916666666666666,0,0.3513657999865245,22.269945000007283,None,22.269945000007283,23.270895499998005,23.254325800022343,24.254557200009003,None,1,22.269945000007283,None,99,m,99,r,MS,2021_Jun_03_1019,WASABI Nback,2020.2.10,60.046680295190555,
9,"[0.2, -0.2]",1,0,0,0,0,0,5,5,5,,,,,,,,,-0.1625,-0.32916666666666666,0,0.26776580000296235,24.27148130000569,None,24.27148130000569,25.27196830001776,25.254950300004566,26.255767900001956,None,0,24.27148130000569,None,99,m,99,r,MS,2021_Jun_03_1019,WASABI Nback,2020.2.10,60.046680295190555,
7,"[-0.2, -0.2]",None,0,0,0,0,0,6,6,6,,,,,,,,,-0.16666666666666666,-0.3333333333333333,0,0.2706670000043232,26.272210600000108,None,26.272210600000108,27.272616700007347,27.256156799994642,28.2566058000084,None,1,26.272210600000108,None,99,m,99,r,MS,2021_Jun_03_1019,WASABI Nback,2020.2.10,60.046680295190555,
1,"[-0.2, 0.2]",None,0,0,0,0,0,7,7,7,,,,,,,,,-0.1736111111111111,-0.3388888888888889,0,0.28511129997787066,28.273239700007252,None,28.273239700007252,29.273457600007532,29.257062899996527,30.257454200007487,None,1,28.273239700007252,None,99,m,99,r,MS,2021_Jun_03_1019,WASABI Nback,2020.2.10,60.046680295190555,
5,"[0, 0]",None,0,0,0,0,0,8,8,8,,,,,,,,,-0.1736111111111111,-0.3388888888888889,0,0.26836360001470894,30.273794300010195,None,30.273794300010195,31.274680300004547,31.258173900016118,32.25843400001759,None,1,30.273794300010195,None,99,m,99,r,MS,2021_Jun_03_1019,WASABI Nback,2020.2.10,60.046680295190555,
7,"[-0.2, -0.2]",None,0,0,0,0,0,9,9,9,,,,,,,,,-0.17916666666666667,-0.34305555555555556,0,0.33370459999423474,32.2752442000201,None,32.2752442000201,33.27531680001994,33.25894070000504,34.259164600021904,None,1,32.2752442000201,None,99,m,99,r,MS,2021_Jun_03_1019,WASABI Nback,2020.2.10,60.046680295190555,
5,"[0, 0]",1,0,0,0,0,0,10,10,10,,,,,,,,,-0.17916666666666667,-0.34305555555555556,0,0.35158650000812486,34.276049900014186,None,34.276049900014186,35.276625200000126,35.25959319999674,36.260261999996146,None,0,34.276049900014186,None,99,m,99,r,MS,2021_Jun_03_1019,WASABI Nback,2020.2.10,60.046680295190555,
6,"[0.2, 0]",None,0,0,0,0,0,11,11,11,,,,,,,,,-0.18055555555555555,-0.34444444444444444,0,0.26707190001616254,36.276911199995084,None,36.276911199995084,37.277471400011564,37.26057490002131,38.26103900000453,None,1,36.276911199995084,None,99,m,99,r,MS,2021_Jun_03_1019,WASABI Nback,2020.2.10,60.046680295190555,
3,"[0.2, 0.2]",None,0,0,0,0,0,12,12,12,,,,,,,,,-0.18472222222222223,-0.3472222222222222,0,0.2182021999906283,38.2773924000212,None,38.2773924000212,39.27835860001505,39.26171880000038,40.262203999998746,None,1,38.2773924000212,None,99,m,99,r,MS,2021_Jun_03_1019,WASABI Nback,2020.2.10,60.046680295190555,
6,"[0.2, 0]",1,0,0,0,0,0,13,13,13,,,,,,,,,-0.18472222222222223,-0.3472222222222222,0,0.2513685000012629,40.27876330001163,None,40.27876330001163,41.278793800011044,41.2625842000125,42.26310110001941,None,0,40.27876330001163,None,99,m,99,r,MS,2021_Jun_03_1019,WASABI Nback,2020.2.10,60.046680295190555,
8,"[0, -0.2]",None,0,0,0,0,0,14,14,14,,,,,,,,,-0.18888888888888888,-0.3486111111111111,0,0.2679133999918122,42.279380399995716,None,42.279380399995716,43.28018719999818,43.26331460001529,44.264656500017736,None,1,42.279380399995716,None,99,m,99,r,MS,2021_Jun_03_1019,WASABI Nback,2020.2.10,60.046680295190555,
9,"[0.2, -0.2]",None,0,0,0,0,0,15,15,15,,,,,,,,,-0.18888888888888888,-0.3486111111111111,0,0.30155189998913556,44.28028619999532,None,44.28028619999532,45.28117520001251,45.26470080000581,46.26476280001225,None,1,44.28028619999532,None,99,m,99,r,MS,2021_Jun_03_1019,WASABI Nback,2020.2.10,60.046680295190555,
9,"[0.2, -0.2]",None,0,0,0,0,0,16,16,16,,,,,,,,,-0.19305555555555556,-0.35138888888888886,0,0.23396769998362288,46.28163320000749,None,46.28163320000749,47.28172870000708,47.265326699998695,48.2659347000008,None,1,46.28163320000749,None,99,m,99,r,MS,2021_Jun_03_1019,WASABI Nback,2020.2.10,60.046680295190555,
1,"[-0.2, 0.2]",None,0,0,0,0,0,17,17,17,,,,,,,,,-0.19305555555555556,-0.35138888888888886,0,0.23330469999928027,48.2833982000011,None,48.2833982000011,49.283044700016035,49.266344400006346,50.266856400005054,None,1,48.2833982000011,None,99,m,99,r,MS,2021_Jun_03_1019,WASABI Nback,2020.2.10,60.046680295190555,
3,"[0.2, 0.2]",None,0,0,0,0,0,18,18,18,,,,,,,,,-0.19583333333333333,-0.3541666666666667,0,0.2672794999962207,50.283479800011264,None,50.283479800011264,51.28396349999821,51.26738740000292,52.26727250000113,None,1,50.283479800011264,None,99,m,99,r,MS,2021_Jun_03_1019,WASABI Nback,2020.2.10,60.046680295190555,
5,"[0, 0]",None,0,0,0,0,0,19,19,19,,,,,,,,,-0.19583333333333333,-0.3541666666666667,0,0.3039804000000004,52.284554600017145,None,52.284554600017145,53.28502030001255,53.26835620001657,54.26816960002179,None,1,52.284554600017145,None,99,m,99,r,MS,2021_Jun_03_1019,WASABI Nback,2020.2.10,60.046680295190555,
3,"[0.2, 0.2]",1,0,0,0,0,0,20,20,20,,,,,,,,,-0.19722222222222222,-0.35555555555555557,0,0.3011088000203017,54.285098099993775,None,54.285098099993775,55.28573289999622,55.26903440000024,56.26959340000758,None,0,54.285098099993775,None,99,m,99,r,MS,2021_Jun_03_1019,WASABI Nback,2020.2.10,60.046680295190555,
