square,location,corrAns,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response_2.rt_left,response_2.rt_right,fixation_rest.started,fixation_rest.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,bodysite1 temp,bodysite2 temp,date,psychopyVersion,expName,frameRate,body_site_order,
1,"[-0.2, 0.2]",1,0,8,8,8,,,None,None,"[0, 0, 0]",409.1331455000036,411.133173899987,409.1331455000036,410.13317280000774,410.11648930000956,411.1165085999819,"[0, 0, 0]",1,409.1331455000036,411.133173899987,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
6,"[0.2, 0]",0,0,9,9,9,,,None,None,"[0, 0, 0]",411.1498340999824,413.14986010000575,411.1498340999824,412.1498561000044,412.133172700007,413.1331845000095,"[0, 0, 0]",1,411.1498340999824,413.14986010000575,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
,,,,,,,,,,,,,,,,,,,,,,413.18317730000126,None,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",None,0,0,0,0,421.1999356999877,None,None,None,"[0, 0, 0]",428.1999913000036,430.19999639998423,428.1999913000036,429.2000021999993,429.1833149000013,430.18333959998563,"[0, 0, 0]",1,428.1999913000036,430.19999639998423,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",None,0,1,1,1,,,None,None,"[0, 0, 0]",430.216674299998,432.2166734999919,430.216674299998,431.21666380000534,431.2000875000085,432.2000274999882,"[0, 0, 0]",1,430.216674299998,432.2166734999919,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",1,0,2,2,2,,,None,None,"[0, 0, 0]",432.2333551000047,434.2333667000057,432.2333551000047,433.2333692999964,433.2167002999922,434.2167047999974,"[0, 0, 0]",1,432.2333551000047,434.2333667000057,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
5,"[0, 0]",0,0,3,3,3,,,None,None,"[0, 0, 0]",434.2500167999824,436.2500504000054,434.2500167999824,435.2500575000013,435.2333707000071,436.2333790999837,"[0, 0, 0]",1,434.2500167999824,436.2500504000054,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",0,0,4,4,4,,,None,None,"[0, 0, 0]",436.26671100000385,438.2667242999887,436.26671100000385,437.26673609999125,437.25005080000847,438.250055099983,"[0, 0, 0]",1,436.26671100000385,438.2667242999887,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
6,"[0.2, 0]",0,0,5,5,5,,,None,None,"[0, 0, 0]",438.28340610000305,440.28341639999417,438.28340610000305,439.2834199999925,439.2667439999932,440.26676020000014,"[0, 0, 0]",1,438.28340610000305,440.28341639999417,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",1,0,6,6,6,,,None,None,"[0, 0, 0]",440.30008980000275,442.3001052000036,440.30008980000275,441.3000947999826,441.283431799995,442.2834257000068,"[0, 0, 0]",1,440.30008980000275,442.3001052000036,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",0,0,7,7,7,,,None,None,"[0, 0, 1]",442.3167742000078,444.31678459999966,442.3167742000078,443.3167824999837,443.3000999999931,444.3001265999919,"[0, 0, 1]",1,442.3167742000078,444.31678459999966,,,,,,,,,,,,,0.0,0.5002251999976579,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
6,"[0.2, 0]",0,0,8,8,8,,,None,None,"[0, 0, 0]",444.3334455000004,446.33346009999514,444.3334455000004,445.3334630999889,445.31679499999154,446.31680739999865,"[0, 0, 0]",1,444.3334455000004,446.33346009999514,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",1,0,9,9,9,,,None,None,"[0, 0, 0]",446.3501304000092,448.350142899988,446.3501304000092,447.3501329999999,447.33347039998625,448.3334969999851,"[0, 0, 0]",1,446.3501304000092,448.350142899988,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
,,,,,,,,,,,,,,,,,,,,,,448.36673310000333,None,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
,,,,,,,478.3837307000067,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.38357060001,None,19.62962962962963,427.58401070002583,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
,,,,,,,513.4006952999916,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.4005207000009,None,16.913580246913583,461.8823136999854,0.014682999986689538,5.012237299990375,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
,,,,,,,548.417664699984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.4174963999831,None,13.209876543209878,495.25133490000735,0.01666680001653731,5.016124599991599,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
4,"[-0.2, 0]",None,0,0,0,0,561.6677758999867,None,None,None,"[0, 0, 0]",568.4511657999828,570.4511794999999,568.4511657999828,569.4511861999927,569.4345143999963,570.4345198000083,"[0, 0, 0]",1,568.4511657999828,570.4511794999999,,,,,,,,,,,,,,,,,,,0.01461159999598749,5.012093199999072,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
5,"[0, 0]",None,0,1,1,1,,,None,None,"[0, 0, 0]",570.4678682000085,572.4678887999908,570.4678682000085,571.467862599995,571.4511876000033,572.4512077999825,"[0, 0, 0]",1,570.4678682000085,572.4678887999908,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
6,"[0.2, 0]",0,0,2,2,2,,,None,None,"[0, 0, 0]",572.484541199985,574.4845450999856,572.484541199985,573.4845457999909,573.4678948000073,574.4679015000002,"[0, 0, 0]",1,572.484541199985,574.4845450999856,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",0,0,3,3,3,,,None,None,"[0, 0, 0]",574.5012044000032,576.5012357000087,574.5012044000032,575.5012418999977,575.4845587000018,576.4845708000066,"[0, 0, 0]",1,574.5012044000032,576.5012357000087,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
6,"[0.2, 0]",1,0,4,4,4,,,None,None,"[0, 0, 0]",576.5515336999961,None,576.5515336999961,577.5512583999953,577.5345886999858,None,"[0, 0, 0]",1,576.5515336999961,None,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",1,0,5,5,5,,,None,None,"[0, 0, 0]",578.5345958999824,580.5346004999883,578.5345958999824,579.5345894999919,579.5179365999938,580.517949000001,"[0, 0, 0]",1,578.5345958999824,580.5346004999883,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
2,"[0, 0.2]",0,0,6,6,6,,,None,None,"[0, 0, 0]",580.5512689999887,582.5512847999926,580.5512689999887,581.5513037999917,581.5346186000097,582.5346374000073,"[0, 0, 0]",1,580.5512689999887,582.5512847999926,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
3,"[0.2, 0.2]",0,0,7,7,7,,,None,None,"[0, 0, 0]",582.5679808999994,584.5679735000012,582.5679808999994,583.5679757999897,583.5513055000047,584.5513107999868,"[0, 0, 0]",1,582.5679808999994,584.5679735000012,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
6,"[0.2, 0]",0,0,8,8,8,,,None,None,"[0, 0, 0]",584.5846553999872,586.584643899987,584.5846553999872,585.5846588999848,585.5679910999897,586.5680043000029,"[0, 0, 0]",1,584.5846553999872,586.584643899987,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
3,"[0.2, 0.2]",1,0,9,9,9,,,None,None,"[0, 0, 0]",586.6013206999924,588.6013385999831,586.6013206999924,587.601342399983,587.5846747999894,588.584677899984,"[0, 0, 0]",1,586.6013206999924,588.6013385999831,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
,,,,,,,,,,,,,,,,,,,,,,588.6180066000088,None,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.271604938271606,536.6028805000242,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
2,"[0, 0.2]",None,0,0,0,0,603.8681425999966,None,None,None,"[0, 0, 0]",608.651509599993,610.651518300001,608.651509599993,609.6515187000041,609.6348742999835,610.6348741999827,"[0, 0, 0]",1,608.651509599993,610.651518300001,,,,,,,,,,,,,,,,,,,0.013413999986369163,5.009680799994385,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
5,"[0, 0]",None,0,1,1,1,,,None,None,"[0, 0, 0]",610.6681985000032,612.6682121999911,610.6681985000032,611.6681955999811,611.6515000000072,612.6515609000053,"[0, 0, 0]",1,610.6681985000032,612.6682121999911,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
6,"[0.2, 0]",0,0,2,2,2,,,None,None,"[0, 0, 0]",612.6848829000082,614.6849209000065,612.6848829000082,613.6849120999977,613.6683151999896,614.6682272999897,"[0, 0, 0]",1,612.6848829000082,614.6849209000065,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",0,0,3,3,3,,,None,None,"[0, 0, 0]",614.7015636999859,616.7015943999868,614.7015636999859,615.7015661000041,615.6849191999936,616.6849287000077,"[0, 0, 0]",1,614.7015636999859,616.7015943999868,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
6,"[0.2, 0]",1,0,4,4,4,,,None,None,"[0, 0, 0]",616.7513176999928,None,616.7513176999928,617.7515841999848,617.7349431999901,None,"[0, 0, 0]",1,616.7513176999928,None,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
6,"[0.2, 0]",0,0,5,5,5,,,None,None,"[0, 0, 0]",618.7349507999897,620.734953200008,618.7349507999897,619.734952800005,619.7182799000002,620.7182859999884,"[0, 0, 0]",1,618.7349507999897,620.734953200008,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
9,"[0.2, -0.2]",0,0,6,6,6,,,None,None,"[0, 0, 0]",620.7516112999874,622.7516283000004,620.7516112999874,621.7516208000015,621.7349774999893,622.7349783999962,"[0, 0, 0]",1,620.7516112999874,622.7516283000004,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
6,"[0.2, 0]",1,0,7,7,7,,,None,None,"[0, 0, 0]",622.7683050000051,624.7683144999901,622.7683050000051,623.7683102999872,623.7515949000081,624.7516444000066,"[0, 0, 0]",1,622.7683050000051,624.7683144999901,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
3,"[0.2, 0.2]",0,0,8,8,8,,,None,None,"[0, 0, 0]",624.784986099985,626.7850109999999,624.784986099985,625.7850073000009,625.7683316000039,626.7683483999863,"[0, 0, 0]",1,624.784986099985,626.7850109999999,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
9,"[0.2, -0.2]",0,0,9,9,9,,,None,None,"[0, 0, 0]",626.8016681000008,628.8016785999935,626.8016681000008,627.8016840000055,627.7850112000015,628.7850131999876,"[0, 0, 0]",1,626.8016681000008,628.8016785999935,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
,,,,,,,,,,,,,,,,,,,,,,628.81827660001,None,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.160493827160494,575.219475800026,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
3,"[0.2, 0.2]",None,0,0,0,0,642.0517859999964,None,None,None,"[0, 0, 0]",648.8517384000006,None,648.8517384000006,649.8518878000032,649.8352414999972,650.8352226999996,"[0, 0, 0]",1,648.8517384000006,None,,,,,,,,,,,,,,,,,,,0.013821499975165352,5.010476999974344,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
9,"[0.2, -0.2]",None,0,1,1,1,,,None,None,"[0, 0, 0]",650.851880400005,652.8518990000011,650.851880400005,651.8518897999893,651.8352221999958,652.8352171999868,"[0, 0, 0]",1,650.851880400005,652.8518990000011,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
3,"[0.2, 0.2]",1,0,2,2,2,,,None,None,"[0, 0, 0]",652.8685534999822,654.8685662999924,652.8685534999822,653.8686484000064,653.8519035000063,654.8519241999893,"[0, 0, 0]",1,652.8685534999822,654.8685662999924,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",0,0,3,3,3,,,None,None,"[0, 0, 0]",654.8852457999892,656.8852507999982,654.8852457999892,655.8852597000077,655.8686068000097,656.8685990000085,"[0, 0, 0]",1,654.8852457999892,656.8852507999982,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
8,"[0, -0.2]",0,0,4,4,4,,,None,None,"[0, 0, 0]",656.9185539000027,None,656.9185539000027,657.9185308000015,657.901944399986,658.9019594999845,"[0, 0, 0]",1,656.9185539000027,None,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
4,"[-0.2, 0]",0,0,5,5,5,,,None,None,"[0, 0, 0]",658.9186224000005,660.918655299989,658.9186224000005,659.9186195000075,659.9019599999883,660.9019681999926,"[0, 0, 0]",1,658.9186224000005,660.918655299989,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
4,"[-0.2, 0]",0,0,6,6,6,,,None,None,"[0, 0, 0]",660.9352810999844,662.935314900009,660.9352810999844,661.9353068000055,661.9186803000048,662.9186695999815,"[0, 0, 0]",1,660.9352810999844,662.935314900009,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",0,0,7,7,7,,,None,None,"[0, 0, 0]",662.9519835999818,664.9519978000026,662.9519835999818,663.951985599997,663.9353291000007,664.9353205999942,"[0, 0, 0]",1,662.9519835999818,664.9519978000026,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
4,"[-0.2, 0]",1,0,8,8,8,,,None,None,"[0, 0, 0]",664.9686637999839,666.968667899986,664.9686637999839,665.9686736000003,665.9520126999996,666.9520060000068,"[0, 0, 0]",1,664.9686637999839,666.968667899986,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
8,"[0, -0.2]",0,0,9,9,9,,,None,None,"[0, 0, 0]",666.985386299988,668.985354000004,666.985386299988,667.9852608999936,667.9686924999987,668.9686907999858,"[0, 0, 0]",1,666.985386299988,668.985354000004,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
,,,,,,,,,,,,,,,,,,,,,,669.002064500004,None,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.296296296296298,616.7037964999909,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
,,,,,,,794.019776400004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.0196104999923,None,13.33333333333333,740.6534294000012,0.01318490001722239,5.009144200012088,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
,,,,,,,829.0367937999836,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.0365832000098,None,0.0,777.7366191000037,0.014612500002840534,5.011991299979854,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
,,,,,,,864.0537221999839,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.0535400999943,None,11.481481481481486,813.9520300000149,0.015097299998160452,5.013086299994029,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
2,"[0, 0.2]",None,0,0,0,0,881.3541011000052,None,None,None,"[0, 0, 0]",884.070559099986,886.0705711999908,884.070559099986,885.0705632999889,885.0539064999903,886.0539093999832,"[0, 0, 0]",1,884.070559099986,886.0705711999908,,,,,,,,,,,,,,,,,,,0.016652899998007342,5.016168900008779,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
5,"[0, 0]",None,0,1,1,1,,,None,None,"[0, 0, 0]",886.0872409000003,888.0872481999977,886.0872409000003,887.0872502999846,887.0705737000098,888.0705891999824,"[0, 0, 0]",1,886.0872409000003,888.0872481999977,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
3,"[0.2, 0.2]",0,0,2,2,2,,,None,None,"[0, 0, 0]",888.1039181000087,890.1039290000044,888.1039181000087,889.1039351999934,889.0872653999832,890.0872788999986,"[0, 0, 0]",1,888.1039181000087,890.1039290000044,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
5,"[0, 0]",1,0,3,3,3,,,None,None,"[0, 0, 0]",890.1206013000046,892.1206213999831,890.1206013000046,891.1206109999912,891.1039490999829,892.1039678000088,"[0, 0, 0]",1,890.1206013000046,892.1206213999831,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
2,"[0, 0.2]",0,0,4,4,4,,,None,None,"[0, 0, 0]",892.1709225999948,None,892.1709225999948,893.170626200008,893.1539585999853,None,"[0, 0, 0]",1,892.1709225999948,None,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
8,"[0, -0.2]",0,0,5,5,5,,,None,None,"[0, 0, 0]",894.1539829999965,896.1540007999865,894.1539829999965,895.1540202999895,895.1373234000057,896.1373280999833,"[0, 0, 0]",1,894.1539829999965,896.1540007999865,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
4,"[-0.2, 0]",0,0,6,6,6,,,None,None,"[0, 0, 0]",896.1706608999812,898.1706711000006,896.1706608999812,897.1706699999922,897.154010600003,898.1540109000052,"[0, 0, 0]",1,896.1706608999812,898.1706711000006,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
8,"[0, -0.2]",1,0,7,7,7,,,None,None,"[0, 0, 0]",898.187356999988,900.1873488999845,898.187356999988,899.1873627000023,899.1706799000094,900.1707067000098,"[0, 0, 0]",1,898.187356999988,900.1873488999845,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",0,0,8,8,8,,,None,None,"[0, 0, 0]",900.2040398999816,902.2040386000008,900.2040398999816,901.2040428000037,901.1873822000052,902.1873817000014,"[0, 0, 0]",1,900.2040398999816,902.2040386000008,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
8,"[0, -0.2]",1,0,9,9,9,,,None,None,"[0, 0, 0]",902.2207164999854,904.2207200999837,902.2207164999854,903.2207217999967,903.2040669999842,904.2040704999818,"[0, 0, 0]",1,902.2207164999854,904.2207200999837,,,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,MH IN,49,49,2022_Jul_15_1629,2020.2.10,distractmap,59.98814634280907,"['Right Face', 'Left Face', 'Right Face', 'Left Face']",
