BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,DBIC Number,first(1) or second(2) half,gender,session,handedness,scanner,run,date,psychopyVersion,expName,body_site_order,frameRate,
5.510622000088915,5.510622000088915,None,space,0.9611295000649989,5.510622000088915,None,,,,,,,,,,,,,
