BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,DBIC Number,first(1) or second(2) half,gender,session,handedness,scanner,run,date,psychopyVersion,expName,body_site_order,frameRate,
5.255943699972704,5.255943699972704,None,space,0.7463308000005782,5.255943699972704,None,,,,,,,,,,,,,
