BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,DBIC Number,first(1) or second(2) half,gender,session,handedness,scanner,run,date,psychopyVersion,expName,body_site_order,frameRate,
4.7767719000112265,4.7767719000112265,None,space,2.004824799951166,4.7767719000112265,None,,,,,,,,,,,,,
