BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,DBIC Number,first(1) or second(2) half,gender,session,handedness,scanner,run,date,psychopyVersion,expName,body_site_order,frameRate,
4.768337900051847,4.768337900051847,None,space,5.401372200110927,4.768337900051847,None,,,,,,,,,,,,,
