	repetition	confirm_time	body_site	stim_temp	calibration_onset	calibration_jitter	calibration_duration	heat_onset	heat_jitter	heat_duration	hot_temp	valence_rating	intensity_rating
0	1	644.5770753000397	Abdomen	34.0	652.6209676999133	2	30	688.3147779998835	2	14.552998437546194	47.0	-36	33
1	1	725.5120196000207	Right Face	35.0	735.9209755000193	0	32	775.1543222998735	3	15.005643697455525	48.0	-39	35
2	1	809.6464739998337	Right Arm	34.0	812.3873441000469	2	25	841.9314086998347	1	14.514255797257647	44.5	-35	33
3	1	882.5631945999339	Left Face	33.5	884.9532620999962	1	31	920.5108546998817	1	14.574278177693486	47.5	-38	35
4	1	964.8943650999572	Right Leg	33.5	969.4363696000073	1	27	1001.6559219998308	1	14.535959317581728	45.5	-38	35
5	1	1038.3828916000202	Left Arm	33.5	1044.0028897998855	2	24	1073.1942791999318	1	14.453344897832721	44.0	-37	34
6	1	1126.5822568000294	Left Leg	37.0	1129.3361257999204	2	26	1159.40488359984	0	14.53615987743251	45.0	-36	33
7	1	1195.2432386998553	Chest	34.5	1198.8688354999758	1	25	1229.219800699968	2	14.589022478088737	44.5	-37	33
8	2	1265.3420094000176	Right Face	33.0	1266.519026099937	0	29	1302.124726299895	3	14.425020297290757	46.5	-36	33
9	2	1344.8908100000117	Right Arm	34.0	1346.4682958999183	0	28	1379.7687029000372	1	14.322475857334211	46.0	-36	33
10	2	1412.3395063998178	Right Leg	34.0	1413.391030699946	1	27	1447.1110538998619	2	14.451859537279233	45.5	-36	33
11	2	1490.7014931000303	Left Face	32.5	1495.820090699941	3	31	1531.6652450000402	1	14.475898717530072	47.5	-35	33
12	2	1566.2282721998636	Left Leg	33.5	1569.600037300028	3	28	1602.402879399946	1	14.538331677438691	46.0	-39	36
13	2	1638.1354457999114	Abdomen	33.5	1639.2338725998998	0	28	1671.7636565999128	0	14.427065177587792	46.0	-36	33
14	2	1723.4031737998594	Chest	33.0	1726.7171640000306	2	26	1756.7356422999874	0	14.436767917592078	45.0	-35	33
15	2	1799.7541824998334	Left Arm	32.5	1804.0832843999378	3	28	1836.8002040998545	1	14.237421617144719	46.0	-39	36
16	3	1971.7190463999286	Chest	34.5	1976.41612119996	1	30	2010.0382705999073	0	14.56118589779362	47.0	-47	47
17	3	2102.528770999983	Right Arm	33.5	2107.082449699985	3	27	2138.4575429998804	0	14.570611657574773	45.5	-39	35
18	3	2184.4598105999175	Right Leg	36.0	2185.3321228998248	0	28	2218.9847796999384	2	14.43396369740367	46.0	-40	37
19	3	2252.5183239998296	Left Face	33.5	2256.1982795000076	2	28	2290.734798199963	3	14.586978598032147	46.0	-35	33
20	3	2327.108640599996	Left Leg	35.0	2330.1311788000166	1	24	2360.8866252000444	3	14.613859937991947	44.0	-36	34
21	3	2391.029634299921	Abdomen	33.5	2395.0478268000297	3	28	2428.8227329000365	2	14.406071457546204	46.0	-41	38
22	3	2463.0941612999886	Left Arm	36.5	2466.1811807998456	2	25	2495.856694899965	1	14.53772241761908	44.5	-40	38
23	3	2535.947643699823	Right Face	34.5	2539.0641748998314	2	31	2576.0237453000154	2	14.467249197885394	47.5	-51	46
24	4	2632.0880964000244	Chest	34.0	2637.1800100998953	3	23	2664.2101558998693	0	14.460328857414424	43.5	-36	33
25	4	2711.866593200015	Right Arm	34.0	2714.2298401000444	1	25	2743.2054002999794	0	14.605442377738655	44.5	-38	34
26	4	2774.000927899964	Left Face	35.0	2777.1628543999977	2	29	2812.3570946999826	2	14.481281297281384	46.5	-38	35
27	4	2840.306143600028	Right Face	35.5	2842.496228700038	1	31	2879.0044588998426	2	14.58689191751182	47.5	-49	46
28	4	2921.4910201998428	Left Leg	40.5	2923.462284500012	1	29	2956.54739829991	0	14.469375697895885	46.5	-52	49
29	4	3008.3284247999545	Right Leg	38.5	3011.762279999908	1	26	3044.619324399857	3	14.520714497426525	45.0	-39	35
30	4	3075.8213511998765	Abdomen	35.5	3076.544973099837	0	28	3111.6815592998173	3	14.466672597452998	46.0	-52	49
31	4	3142.6258562000003	Left Arm	33.5	3147.1450071998406	3	22	3173.9973911000416	1	14.419018857646734	43.0	-39	36
