	onset	duration	phase	condition
0	2.811847799923271	1.483372500166297	cue	Chest
1	4.295220300089568	16.50120367947966	movement	Chest
2	20.845546999946237	1.4829965000972152	cue	Right Face
3	22.328543500043452	16.500524489674717	movement	Right Face
4	38.83186439983547	18.011148929828778	rest	Rest
5	56.871221099980175	1.466664700070396	cue	Right Leg
6	58.33788580005057	16.51606279006228	movement	Right Leg
7	74.89121779985726	1.4833297000732273	cue	Left Face
8	76.37454749993049	16.509678489994258	movement	Left Face
9	92.9282839000225	1.4834852998610586	cue	Left Leg
10	94.41176919988357	16.502327190246433	movement	Left Leg
11	110.91584959998727	18.010951430071145	rest	Rest
12	128.97432180005126	1.4830980999395251	cue	Left Arm
13	130.45741989999078	16.511189919896424	movement	Left Arm
14	146.96590079995804	18.011385929770768	rest	Rest
15	165.01274879998527	1.483364999992773	cue	Abdomen
16	166.49611379997805	16.50127489026636	movement	Abdomen
17	182.99992089997977	18.0105859299656	rest	Rest
18	201.05053450004198	1.4830831000581384	cue	Right Arm
19	202.53361760010011	16.50988761987537	movement	Right Arm
20	219.08133389987051	1.4833715001586825	cue	Right Arm
21	220.5647054000292	16.51490631978959	movement	Right Arm
22	237.11382129997946	1.4830683001782745	cue	Right Face
23	238.59688960015774	16.50050298986025	movement	Right Face
24	255.09996709995903	18.01156742987223	rest	Rest
25	273.14549489994533	1.4830480001401156	cue	Left Face
26	274.62854290008545	16.504416189854965	movement	Left Face
27	291.1924354999792	1.4830795999150723	cue	Left Arm
28	292.67551509989426	16.510762020014226	movement	Left Arm
29	309.23118939995766	1.4667066999245435	cue	Abdomen
30	310.6978960998822	16.516576319932938	movement	Abdomen
31	327.2009783999529	18.010622729780152	rest	Rest
32	345.24629619996995	1.4833637999836355	cue	Left Leg
33	346.7296599999536	16.503660489805043	movement	Left Leg
34	363.28146560001187	1.4833782999776304	cue	Chest
35	364.7648438999895	16.50022609019652	movement	Chest
36	381.26807469991036	18.010628829710186	rest	Rest
37	399.3090516999364	1.4831077000126243	cue	Right Leg
38	400.792159399949	16.512496990151703	movement	Right Leg
39	417.3020841998514	18.009822229854763	rest	Rest
40	Condition Order: 	['Chest', 'Right Face', 'Rest', 'Right Leg', 'Left Face', 'Left Leg', 'Rest', 'Left Arm', 'Rest', 'Abdomen', 'Rest', 'Right Arm', 'Right Arm', 'Right Face', 'Rest', 'Left Face', 'Left Arm', 'Abdomen', 'Rest', 'Left Leg', 'Chest', 'Rest', 'Right Leg', 'Rest']		
