runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,runSeq,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
,,,,,42.382131499936804,None,space,3.091700999997556,42.382131499936804,None,1,M,2,27,r,mck,2021_Nov_22_1830,2020.2.5,bodymapST2,59.993256734533205,"['Abdomen', 'Left Leg', 'Right Arm', 'Left Face']",
