RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
1,0,,,,0,0,0,0,0,0,0,0,,,,,,,,,101.52585999993607,None,,,,,,,,,,,,,,,,,,,,,,5,m,10,r,mck,2021_Sep_21_1526,WASABI Nback,2020.2.10,60.00009598691471,
0,1,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,371.7282976999413,None,space,52.61145129997749,371.7282976999413,None,,,,,,,,,,,,,,,,5,m,10,r,mck,2021_Sep_21_1526,WASABI Nback,2020.2.10,60.00009598691471,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,0,0,0,,,,,,,,,None,None,None,None,[],None,None,None,None,None,None,[],[],None,None,5,m,10,r,mck,2021_Sep_21_1526,WASABI Nback,2020.2.10,60.00009598691471,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,None,None,0,427.61201649997383,None,427.61201649997383,428.61204079992604,428.59538399998564,None,0,1,427.61201649997383,None,5,m,10,r,mck,2021_Sep_21_1526,WASABI Nback,2020.2.10,60.00009598691471,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,None,None,0,429.37872059992515,None,429.37872059992515,430.37871799990535,430.3620649999939,431.3620680999011,0,1,429.37872059992515,None,5,m,10,r,mck,2021_Sep_21_1526,WASABI Nback,2020.2.10,60.00009598691471,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,None,None,0,431.3787455999991,None,431.3787455999991,432.3787398999557,432.3620571999345,433.3620829998981,0,1,431.3787455999991,None,5,m,10,r,mck,2021_Sep_21_1526,WASABI Nback,2020.2.10,60.00009598691471,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,None,None,0,433.37875599996187,None,433.37875599996187,434.37873839994427,434.36208839993924,435.3620768999681,0,1,433.37875599996187,None,5,m,10,r,mck,2021_Sep_21_1526,WASABI Nback,2020.2.10,60.00009598691471,
0,1,9,"[0.2, -0.2]",1,0,1,1,1,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,None,None,0,435.378752599936,None,435.378752599936,436.3787594999885,436.3621101999888,437.3621013999218,0,1,435.378752599936,None,5,m,10,r,mck,2021_Sep_21_1526,WASABI Nback,2020.2.10,60.00009598691471,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,None,None,0,437.3787705999566,None,437.3787705999566,438.37878239993006,438.3621018999256,439.3621181999333,0,1,437.3787705999566,None,5,m,10,r,mck,2021_Sep_21_1526,WASABI Nback,2020.2.10,60.00009598691471,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,None,None,0,439.37880519998726,None,439.37880519998726,440.3788093999028,440.3621143999044,441.3621334999334,0,1,439.37880519998726,None,5,m,10,r,mck,2021_Sep_21_1526,WASABI Nback,2020.2.10,60.00009598691471,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,None,None,0,441.37880389997736,None,441.37880389997736,442.3788238998968,442.36211059999187,443.36213779996615,0,1,441.37880389997736,None,5,m,10,r,mck,2021_Sep_21_1526,WASABI Nback,2020.2.10,60.00009598691471,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,None,None,0,443.37881709996145,None,443.37881709996145,444.3788205999881,444.3621679999633,445.3621546999784,0,1,443.37881709996145,None,5,m,10,r,mck,2021_Sep_21_1526,WASABI Nback,2020.2.10,60.00009598691471,
0,1,5,"[0, 0]",1,0,1,1,1,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,None,None,0,445.3788280999288,None,445.3788280999288,446.3788301999448,446.36215849989094,447.36217529990245,0,1,445.3788280999288,None,5,m,10,r,mck,2021_Sep_21_1526,WASABI Nback,2020.2.10,60.00009598691471,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,None,None,0,447.3788471999578,None,447.3788471999578,448.3788547998993,448.36219469993375,449.36220499989577,0,1,447.3788471999578,None,5,m,10,r,mck,2021_Sep_21_1526,WASABI Nback,2020.2.10,60.00009598691471,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,None,None,0,449.3788492999738,None,449.3788492999738,450.37886989989784,450.36212279996835,451.3622004999779,0,1,449.3788492999738,None,5,m,10,r,mck,2021_Sep_21_1526,WASABI Nback,2020.2.10,60.00009598691471,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,None,None,0,451.3788826999953,None,451.3788826999953,452.3788813999854,452.36219729995355,453.36222389992326,0,1,451.3788826999953,None,5,m,10,r,mck,2021_Sep_21_1526,WASABI Nback,2020.2.10,60.00009598691471,
0,1,8,"[0, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,None,None,0,453.3788940999657,None,453.3788940999657,454.3788965999847,454.3622320999857,455.36224459996447,0,1,453.3788940999657,None,5,m,10,r,mck,2021_Sep_21_1526,WASABI Nback,2020.2.10,60.00009598691471,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,None,None,0,455.3788950999733,None,455.3788950999733,456.3788976999931,456.362249400001,457.36225319991354,0,1,455.3788950999733,None,5,m,10,r,mck,2021_Sep_21_1526,WASABI Nback,2020.2.10,60.00009598691471,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,None,None,0,457.3789137999993,None,457.3789137999993,458.37892859999556,458.36225029989146,459.3623448999133,0,1,457.3789137999993,None,5,m,10,r,mck,2021_Sep_21_1526,WASABI Nback,2020.2.10,60.00009598691471,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,None,None,0,459.37893969996367,None,459.37893969996367,460.37893479992636,460.36226219998207,461.36227079993114,0,1,459.37893969996367,None,5,m,10,r,mck,2021_Sep_21_1526,WASABI Nback,2020.2.10,60.00009598691471,
