RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,response_2.rt,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
1,0,,,,0,0,0,0,0,0,0,0,,,,,,,,,80.84931429999415,None,,,,,,,,,,,,,,,,,,,,,,,7,F,5,r,CIB,2021_Oct_19_1506,WASABI Nback,2020.2.10,59.97839577095102,
0,1,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,354.8349175999756,None,space,57.68509579997044,354.8349175999756,None,,,,,,,,,,,,,,,,,7,F,5,r,CIB,2021_Oct_19_1506,WASABI Nback,2020.2.10,59.97839577095102,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,0,0,0,,,,,,,,,None,None,None,None,0,414.7687141999486,None,414.7687141999486,None,None,None,0,1,414.7687141999486,None,,7,F,5,r,CIB,2021_Oct_19_1506,WASABI Nback,2020.2.10,59.97839577095102,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,None,None,0,415.56872919999296,None,415.56872919999296,416.5687417999725,416.55205969995586,417.5520805999986,0,1,415.56872919999296,None,,7,F,5,r,CIB,2021_Oct_19_1506,WASABI Nback,2020.2.10,59.97839577095102,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,None,None,0,417.56874499999685,None,417.56874499999685,418.5688097999664,418.55209549999563,419.55209289997583,0,1,417.56874499999685,None,,7,F,5,r,CIB,2021_Oct_19_1506,WASABI Nback,2020.2.10,59.97839577095102,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,None,None,0,419.5687499999767,None,419.5687499999767,420.5687676999951,420.55210400000215,421.55210679996526,0,1,419.5687499999767,None,,7,F,5,r,CIB,2021_Oct_19_1506,WASABI Nback,2020.2.10,59.97839577095102,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,None,None,0,421.56879079999635,None,421.56879079999635,422.5688009999576,422.5521108999965,423.55212879995815,0,1,421.56879079999635,None,,7,F,5,r,CIB,2021_Oct_19_1506,WASABI Nback,2020.2.10,59.97839577095102,
0,1,9,"[0.2, -0.2]",1,0,1,1,1,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,None,None,0,423.56877989997156,None,423.56877989997156,424.56879910000134,424.55212129995925,425.55214249994606,0,1,423.56877989997156,None,,7,F,5,r,CIB,2021_Oct_19_1506,WASABI Nback,2020.2.10,59.97839577095102,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,None,None,0,425.5687600999954,None,425.5687600999954,426.56881899997825,426.5521511999541,427.5521552999853,0,1,425.5687600999954,None,,7,F,5,r,CIB,2021_Oct_19_1506,WASABI Nback,2020.2.10,59.97839577095102,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,None,None,0,427.5688121999847,None,427.5688121999847,428.5688250999665,428.55215909995604,429.5521772999782,0,1,427.5688121999847,None,,7,F,5,r,CIB,2021_Oct_19_1506,WASABI Nback,2020.2.10,59.97839577095102,
