	onset	duration	rt	mouseclick	correct	condition	score	SID	date	sex	session
0	469.3208382995799	1.9215372391045094			1	Practice 2-back	3.3333333333333335	2475	2023-02-04_13h54.27.354	M	02
1	471.2696115002036	1.9737748801708221			1	Practice 2-back	6.666666666666667	2475	2023-02-04_13h54.27.354	M	02
2	473.2698363000527	1.9732822803780437	1.1554041001945734	0	1	Practice 2-back	10.0	2475	2023-02-04_13h54.27.354	M	02
3	475.27229689992964	1.968070880509913			0	Practice 2-back	10.0	2475	2023-02-04_13h54.27.354	M	02
4	477.270929899998	1.9697198811918497			0	Practice 2-back	10.0	2475	2023-02-04_13h54.27.354	M	02
5	479.27399970032275	1.9468918796628714			0	Practice 2-back	10.0	2475	2023-02-04_13h54.27.354	M	02
6	481.2666382994503	1.9714825805276632	0.399945099838078	2	1	Practice 2-back	13.333333333333334	2475	2023-02-04_13h54.27.354	M	02
7	483.27140640001744	1.9672833792865276	0.9513991000130773	0	0	Practice 2-back	13.333333333333334	2475	2023-02-04_13h54.27.354	M	02
8	485.2677175998688	1.9745421800762415	1.6884177001193166	0	1	Practice 2-back	16.666666666666668	2475	2023-02-04_13h54.27.354	M	02
9	487.2679287996143	1.9738290794193745			0	Practice 2-back	16.666666666666668	2475	2023-02-04_13h54.27.354	M	02
10	489.27172369975597	1.965693780221045			0	Practice 2-back	16.666666666666668	2475	2023-02-04_13h54.27.354	M	02
11	491.2678736997768	1.9727653805166483	0.9218617994338274	0	1	Practice 2-back	20.0	2475	2023-02-04_13h54.27.354	M	02
12	493.2681380994618	1.9715335806831717	0.9035702999681234	2	1	Practice 2-back	23.333333333333332	2475	2023-02-04_13h54.27.354	M	02
13	495.2680139001459	1.9713532803580165	0.9197607999667525	2	1	Practice 2-back	26.666666666666668	2475	2023-02-04_13h54.27.354	M	02
14	497.2651482000947	1.9767355807125568	0.8387521002441645	0	0	Practice 2-back	26.666666666666668	2475	2023-02-04_13h54.27.354	M	02
15	499.2550298999995	1.9788453914225101			0	Practice 2-back	26.666666666666668	2475	2023-02-04_13h54.27.354	M	02
16	501.26586139947176	1.9737425791099668	0.9720301004126668	2	1	Practice 2-back	30.0	2475	2023-02-04_13h54.27.354	M	02
17	503.26542549952865	1.974678779952228	0.6052807001397014	2	1	Practice 2-back	33.333333333333336	2475	2023-02-04_13h54.27.354	M	02
18	505.2701145000756	1.9647522792220116	1.01468320004642	0	1	Practice 2-back	36.666666666666664	2475	2023-02-04_13h54.27.354	M	02
19	507.26588680036366	1.972181980498135	1.0369120007380843	2	1	Practice 2-back	40.0	2475	2023-02-04_13h54.27.354	M	02
20	509.2647403003648	1.9737826799973845	0.8386060995981097	2	1	Practice 2-back	43.333333333333336	2475	2023-02-04_13h54.27.354	M	02
21	511.267270100303	1.9689954798668623	0.41835059970617294	0	1	Practice 2-back	46.666666666666664	2475	2023-02-04_13h54.27.354	M	02
22	513.2558592995629	1.974649889394641	0.9320691991597414	2	1	Practice 2-back	50.0	2475	2023-02-04_13h54.27.354	M	02
23	515.2682317001745	1.9668456790968776	0.9999748999252915	2	1	Practice 2-back	53.333333333333336	2475	2023-02-04_13h54.27.354	M	02
24	517.2647594995797	1.9722503805533051	0.821496999822557	2	1	Practice 2-back	56.666666666666664	2475	2023-02-04_13h54.27.354	M	02
25	519.2636559996754	1.9734922796487808	0.5886784000322223	2	1	Practice 2-back	60.0	2475	2023-02-04_13h54.27.354	M	02
26	521.2642435003072	1.9720010813325644	0.6038743993267417	0	1	Practice 2-back	63.333333333333336	2475	2023-02-04_13h54.27.354	M	02
27	523.2631743997335	1.9736956804990768	0.6384276999160647	2	1	Practice 2-back	66.66666666666667	2475	2023-02-04_13h54.27.354	M	02
28	525.2655956996605	1.968148679472506	0.6863197004422545	2	1	Practice 2-back	70.0	2475	2023-02-04_13h54.27.354	M	02
29	527.2629306996241	1.9730948796495795	0.4703708002343774	0	0	Practice 2-back	70.0	2475	2023-02-04_13h54.27.354	M	02
