RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,fixation_1.started,fixation_1.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
0,1,,,,0,0,0,0,,,,,0,0,0,0,,,,,25.592009000014514,None,space,63.317289100028574,25.592009000014514,None,,,,,,,,,,,,,,,,,,4,M,4,L,CIB,2021_Jul_13_1331,WASABI Nback,2020.2.10,60.0005639956262,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,None,None,None,None,0,90.79887340008281,None,90.79887340008281,91.79881290020421,91.78217280004174,None,0,1,90.79887340008281,None,,,4,M,4,L,CIB,2021_Jul_13_1331,WASABI Nback,2020.2.10,60.0005639956262,
0,1,2,"[0, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,None,None,0,91.94883060012944,None,91.94883060012944,92.94885050016455,92.93218990019523,93.93219600012526,0,1,91.94883060012944,None,,,4,M,4,L,CIB,2021_Jul_13_1331,WASABI Nback,2020.2.10,60.0005639956262,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,None,None,0,93.94884700002149,None,93.94884700002149,94.94878170010634,94.93217440019362,95.93220740021206,0,1,93.94884700002149,None,,,4,M,4,L,CIB,2021_Jul_13_1331,WASABI Nback,2020.2.10,60.0005639956262,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,None,None,0,95.9488713000901,None,95.9488713000901,96.94887710013427,96.9321946001146,97.93220970011316,0,1,95.9488713000901,None,,,4,M,4,L,CIB,2021_Jul_13_1331,WASABI Nback,2020.2.10,60.0005639956262,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,4,4,4,,,,,,,,,None,None,0,97.94876140006818,None,97.94876140006818,98.9488695000764,98.93222930002958,99.93221930018626,0,1,97.94876140006818,None,,,4,M,4,L,CIB,2021_Jul_13_1331,WASABI Nback,2020.2.10,60.0005639956262,
0,1,9,"[0.2, -0.2]",1,0,0,0,0,,,,,0,0,0,0,0,5,5,5,,,,,,,,,None,None,0,99.948898000177,None,99.948898000177,100.94891250017099,100.93222780013457,101.93225180008449,0,1,99.948898000177,None,,,4,M,4,L,CIB,2021_Jul_13_1331,WASABI Nback,2020.2.10,60.0005639956262,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,6,6,6,,,,,,,,,None,None,0,101.94891620008275,None,101.94891620008275,102.94892170000821,102.93224600004032,103.93213240010664,0,1,101.94891620008275,None,,,4,M,4,L,CIB,2021_Jul_13_1331,WASABI Nback,2020.2.10,60.0005639956262,
0,1,1,"[-0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,7,7,7,,,,,,,,,None,None,0,103.94892240012996,None,103.94892240012996,104.94893070007674,104.93227550014853,105.93229420017451,0,1,103.94892240012996,None,,,4,M,4,L,CIB,2021_Jul_13_1331,WASABI Nback,2020.2.10,60.0005639956262,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,8,8,8,,,,,,,,,None,None,0,105.94888710021041,None,105.94888710021041,106.94895440014079,106.93226490006782,107.93229740019888,0,1,105.94888710021041,None,,,4,M,4,L,CIB,2021_Jul_13_1331,WASABI Nback,2020.2.10,60.0005639956262,
