square,location,corrAns,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,fixation_rest.started,fixation_rest.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,bodysite1 temp,bodysite2 temp,date,psychopyVersion,expName,frameRate,body_site_order,
6,"[0.2, 0]",None,0,0,0,0,94.27237749999767,None,None,None,"[0, 0, 0]",95.28906289999577,None,95.28906289999577,96.28906270000152,96.27239939999708,97.27240670000174,"[0, 0, 0]",1,95.28906289999577,None,,,,,,,,,,,,,,,,,,,8,f,1,17,r,MS,49,49,2022_Jul_14_1330,2020.2.10,distractmap1,60.009601537749994,"['Left Face', 'Chest', 'Left Face', 'Chest']",
7,"[-0.2, -0.2]",None,0,1,1,1,,,None,None,"[0, 0, 0]",97.28907420000178,99.2890933000017,97.28907420000178,98.28896420000092,98.27240209999582,99.27240639999945,"[0, 0, 0]",1,97.28907420000178,99.2890933000017,,,,,,,,,,,,,,,,,,,8,f,1,17,r,MS,49,49,2022_Jul_14_1330,2020.2.10,distractmap1,60.009601537749994,"['Left Face', 'Chest', 'Left Face', 'Chest']",
6,"[0.2, 0]",1,0,2,2,2,,,None,None,"[0, 0, 0]",99.30575999999564,101.3057719999997,99.30575999999564,100.305772599997,100.28909089999797,101.28910139999789,"[0, 0, 0]",1,99.30575999999564,101.3057719999997,,,,,,,,,,,,,,,,,,,8,f,1,17,r,MS,49,49,2022_Jul_14_1330,2020.2.10,distractmap1,60.009601537749994,"['Left Face', 'Chest', 'Left Face', 'Chest']",
2,"[0, 0.2]",0,0,3,3,3,,,None,None,"[0, 0, 0]",101.32244039999932,103.32244730000093,101.32244039999932,102.32243880000169,102.3057719999997,103.30582879999565,"[0, 0, 0]",1,101.32244039999932,103.32244730000093,,,,,,,,,,,,,,,,,,,8,f,1,17,r,MS,49,49,2022_Jul_14_1330,2020.2.10,distractmap1,60.009601537749994,"['Left Face', 'Chest', 'Left Face', 'Chest']",
5,"[0, 0]",0,0,4,4,4,,,None,None,"[0, 0, 0]",103.33911509999598,105.33913010000106,103.33911509999598,104.33913400000165,104.32245929999772,105.32247300000017,"[0, 0, 0]",1,103.33911509999598,105.33913010000106,,,,,,,,,,,,,,,,,,,8,f,1,17,r,MS,49,49,2022_Jul_14_1330,2020.2.10,distractmap1,60.009601537749994,"['Left Face', 'Chest', 'Left Face', 'Chest']",
4,"[-0.2, 0]",0,0,5,5,5,,,None,None,"[0, 0, 0]",105.35579770000186,107.35582070000237,105.35579770000186,106.35580920000211,106.33914409999852,107.33913509999547,"[0, 0, 0]",1,105.35579770000186,107.35582070000237,,,,,,,,,,,,,,,,,,,8,f,1,17,r,MS,49,49,2022_Jul_14_1330,2020.2.10,distractmap1,60.009601537749994,"['Left Face', 'Chest', 'Left Face', 'Chest']",
4,"[-0.2, 0]",0,0,6,6,6,,,None,None,"[0, 0, 0]",107.37250189999759,109.37250849999691,107.37250189999759,108.372497999997,108.35582240000076,109.35579839999991,"[0, 0, 0]",1,107.37250189999759,109.37250849999691,,,,,,,,,,,,,,,,,,,8,f,1,17,r,MS,49,49,2022_Jul_14_1330,2020.2.10,distractmap1,60.009601537749994,"['Left Face', 'Chest', 'Left Face', 'Chest']",
7,"[-0.2, -0.2]",0,0,7,7,7,,,None,None,"[0, 0, 0]",109.38919059999898,111.38918479999847,109.38919059999898,110.3891702999972,110.37251829999877,111.37251069999911,"[0, 0, 0]",1,109.38919059999898,111.38918479999847,,,,,,,,,,,,,,,,,,,8,f,1,17,r,MS,49,49,2022_Jul_14_1330,2020.2.10,distractmap1,60.009601537749994,"['Left Face', 'Chest', 'Left Face', 'Chest']",
4,"[-0.2, 0]",1,0,8,8,8,,,None,None,"[0, 0, 0]",111.40587070000038,113.40587419999792,111.40587070000038,112.40585879999708,112.38919429999805,113.38920890000009,"[0, 0, 0]",1,111.40587070000038,113.40587419999792,,,,,,,,,,,,,,,,,,,8,f,1,17,r,MS,49,49,2022_Jul_14_1330,2020.2.10,distractmap1,60.009601537749994,"['Left Face', 'Chest', 'Left Face', 'Chest']",
3,"[0.2, 0.2]",0,0,9,9,9,,,None,None,"[0, 0, 0]",113.42252709999593,115.42254639999737,113.42252709999593,114.42253450000135,114.40588959999877,115.40587740000046,"[0, 0, 0]",1,113.42252709999593,115.42254639999737,,,,,,,,,,,,,,,,,,,8,f,1,17,r,MS,49,49,2022_Jul_14_1330,2020.2.10,distractmap1,60.009601537749994,"['Left Face', 'Chest', 'Left Face', 'Chest']",
5,"[0, 0]",0,0,10,10,10,,,None,None,"[0, 0, 0]",115.43921959999716,117.4392252999969,115.43921959999716,116.4392286000002,116.42252670000016,117.4225757000022,"[0, 0, 0]",1,115.43921959999716,117.4392252999969,,,,,,,,,,,,,,,,,,,8,f,1,17,r,MS,49,49,2022_Jul_14_1330,2020.2.10,distractmap1,60.009601537749994,"['Left Face', 'Chest', 'Left Face', 'Chest']",
3,"[0.2, 0.2]",1,0,11,11,11,,,None,None,"[0, 0, 0]",117.45590229999652,119.45590970000194,117.45590229999652,118.45593039999949,118.43924739999784,119.43924339999649,"[0, 0, 0]",1,117.45590229999652,119.45590970000194,,,,,,,,,,,,,,,,,,,8,f,1,17,r,MS,49,49,2022_Jul_14_1330,2020.2.10,distractmap1,60.009601537749994,"['Left Face', 'Chest', 'Left Face', 'Chest']",
1,"[-0.2, 0.2]",0,0,12,12,12,,,None,None,"[0, 0, 0]",119.47259340000164,121.4725782999958,119.47259340000164,120.47258850000071,120.4559298000022,121.45594169999822,"[0, 0, 0]",1,119.47259340000164,121.4725782999958,,,,,,,,,,,,,,,,,,,8,f,1,17,r,MS,49,49,2022_Jul_14_1330,2020.2.10,distractmap1,60.009601537749994,"['Left Face', 'Chest', 'Left Face', 'Chest']",
9,"[0.2, -0.2]",0,0,13,13,13,,,None,None,"[0, 0, 0]",121.48925910000253,123.48928819999855,121.48925910000253,122.48927710000135,122.47263519999979,123.47261550000258,"[0, 0, 0]",1,121.48925910000253,123.48928819999855,,,,,,,,,,,,,,,,,,,8,f,1,17,r,MS,49,49,2022_Jul_14_1330,2020.2.10,distractmap1,60.009601537749994,"['Left Face', 'Chest', 'Left Face', 'Chest']",
9,"[0.2, -0.2]",0,0,14,14,14,,,None,None,"[0, 0, 0]",123.50595719999546,125.50595909999538,123.50595719999546,124.50596019999648,124.48928629999864,125.48928850000084,"[0, 0, 0]",0,123.50595719999546,125.50595909999538,,,,,,,,,,,,,,,,,,,8,f,1,17,r,MS,49,49,2022_Jul_14_1330,2020.2.10,distractmap1,60.009601537749994,"['Left Face', 'Chest', 'Left Face', 'Chest']",
8,"[0, -0.2]",0,0,15,15,15,,,None,None,"[0, 0, 0]",125.52262920000067,127.52265729999635,125.52262920000067,126.52263729999686,126.50598660000105,127.50598439999885,"[0, 0, 0]",1,125.52262920000067,127.52265729999635,,,,,,,,,,,,,,,,,,,8,f,1,17,r,MS,49,49,2022_Jul_14_1330,2020.2.10,distractmap1,60.009601537749994,"['Left Face', 'Chest', 'Left Face', 'Chest']",
6,"[0.2, 0]",0,0,16,16,16,,,None,None,"[0, 0, 0]",127.53931999999622,129.53933479999978,127.53931999999622,128.53937259999657,128.52266419999796,129.52266539999982,"[0, 0, 0]",1,127.53931999999622,129.53933479999978,,,,,,,,,,,,,,,,,,,8,f,1,17,r,MS,49,49,2022_Jul_14_1330,2020.2.10,distractmap1,60.009601537749994,"['Left Face', 'Chest', 'Left Face', 'Chest']",
3,"[0.2, 0.2]",0,0,17,17,17,,,None,None,"[0, 0, 0]",129.5559973999989,131.5560125999982,129.5559973999989,130.55601279999973,130.53934289999597,131.53935939999792,"[0, 0, 0]",1,129.5559973999989,131.5560125999982,,,,,,,,,,,,,,,,,,,8,f,1,17,r,MS,49,49,2022_Jul_14_1330,2020.2.10,distractmap1,60.009601537749994,"['Left Face', 'Chest', 'Left Face', 'Chest']",
6,"[0.2, 0]",1,0,18,18,18,,,None,None,"[0, 0, 0]",131.57268730000214,133.57268610000028,131.57268730000214,132.57268610000028,132.55602519999957,133.55604250000033,"[0, 0, 0]",1,131.57268730000214,133.57268610000028,,,,,,,,,,,,,,,,,,,8,f,1,17,r,MS,49,49,2022_Jul_14_1330,2020.2.10,distractmap1,60.009601537749994,"['Left Face', 'Chest', 'Left Face', 'Chest']",
5,"[0, 0]",0,0,19,19,19,,,None,None,"[0, 0, 0]",133.58937270000024,135.58938869999838,133.58937270000024,134.58938160000253,134.57270379999682,135.5727259999985,"[0, 0, 0]",1,133.58937270000024,135.58938869999838,,,,,,,,,,,,,,,,,,,8,f,1,17,r,MS,49,49,2022_Jul_14_1330,2020.2.10,distractmap1,60.009601537749994,"['Left Face', 'Chest', 'Left Face', 'Chest']",
