RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
1,0,,,,0,0,0,0,0,0,0,0,,,,,,,,,68.04952130001038,None,,,,,,,,,,,,,,,,,,,,,,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,345.9851610001642,None,space,26.57468510000035,345.9851610001642,None,,,,,,,,,,,,,,,,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,0,0,0,,,,,,,,,None,None,None,None,[],None,None,None,None,None,None,[],[],None,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,9,"[0.2, -0.2]",1,0,1,1,1,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,None,None,0,386.06882290006615,None,386.06882290006615,387.0688150001224,387.05216670013033,None,0,1,386.06882290006615,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,None,None,0,387.6021649001632,None,387.6021649001632,388.6021654000506,388.58548780018464,389.58549730014056,0,1,387.6021649001632,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,None,None,0,389.6021827000659,None,389.6021827000659,390.60217530000955,390.5855122001376,391.58550300006755,0,1,389.6021827000659,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,None,None,0,391.60217740014195,None,391.60217740014195,392.6022067000158,392.5855239999946,393.58554540015757,0,0,391.60217740014195,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,5,"[0, 0]",1,0,1,1,1,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,None,None,0,393.6022012999747,None,393.6022012999747,394.6022067000158,394.58553529996425,395.5855484001804,0,0,393.6022012999747,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,None,None,0,395.60221490007825,None,395.60221490007825,396.602227000054,396.585551999975,397.58556310017593,0,1,395.60221490007825,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,None,None,0,397.60224670008756,None,397.60224670008756,398.6022267001681,398.5855805000756,399.5855769000482,0,1,397.60224670008756,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,None,None,0,399.6022644001059,None,399.6022644001059,400.60224650008604,400.5855873001274,401.5855980999768,0,0,399.6022644001059,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,8,"[0, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,None,None,0,401.60226710001007,None,401.60226710001007,402.6022795001045,402.5856200000271,403.58561339997686,0,1,401.60226710001007,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,None,None,0,403.6022852000315,None,403.6022852000315,404.60230240016244,404.58563410001807,405.5856443999801,0,1,403.6022852000315,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,None,None,0,405.6023012001533,None,405.6023012001533,406.6023069000803,406.5856477001216,407.5856500000227,0,1,405.6023012001533,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,None,None,0,407.6023185001686,None,407.6023185001686,408.60231690015644,408.5856638001278,409.5856638001278,0,1,407.6023185001686,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,None,None,0,409.60232409997843,None,409.60232409997843,410.60234059998766,410.5856714001857,411.5855847001076,0,1,409.60232409997843,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,None,None,0,411.6023455001414,None,411.6023455001414,412.6023662001826,412.58571100002155,413.58568880008534,0,1,411.6023455001414,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,3,"[0.2, 0.2]",1,0,1,1,1,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,None,None,0,413.6023628001567,None,413.6023628001567,414.6023811001796,414.58571380004287,415.58572780014947,0,1,413.6023628001567,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,4,"[-0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,None,None,0,415.6023719999939,None,415.6023719999939,416.60239290003665,416.5857308001723,417.58574000000954,0,1,415.6023719999939,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,None,None,0,417.60241030016914,None,417.60241030016914,418.6024054000154,418.5858001001179,419.58575480012223,0,1,417.60241030016914,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,4,"[-0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,None,None,0,419.60240690014325,None,419.60240690014325,420.6024331001099,420.58575060009025,421.5857552001253,0,1,419.60240690014325,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,4,"[-0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,None,None,0,421.6023341000546,None,421.6023341000546,422.60242390003987,422.5857774000615,423.5857659999747,0,1,421.6023341000546,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,None,None,0,423.6024409001693,None,423.6024409001693,424.60244700009935,424.58579380018637,425.5858019001316,0,0,423.6024409001693,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,26,26,26,,,,,,,,,,,None,None,0,425.6024683001451,None,425.6024683001451,426.60247829998843,426.5858120000921,427.58581760013476,0,1,425.6024683001451,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,27,27,27,,,,,,,,,,,None,None,0,427.6024751001969,None,427.6024751001969,428.6024701001588,428.5858144001104,429.5858393001836,0,1,427.6024751001969,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,28,28,28,,,,,,,,,,,None,None,0,429.6025296000298,None,429.6025296000298,430.60251500015147,430.5858265000861,431.5858478001319,0,1,429.6025296000298,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,29,29,29,,,,,,,,,,,None,None,0,431.60252230009064,None,431.60252230009064,432.6025299001485,432.58587730000727,433.58586710016243,0,1,431.60252230009064,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,30,30,30,,,,,,,,,,,None,None,0,433.6025188001804,None,433.6025188001804,434.6025468001608,434.5858614000026,435.5858819000423,0,1,433.6025188001804,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,31,31,31,,,,,,,,,,,None,None,0,435.6025821999647,None,435.6025821999647,436.6025421000086,436.5858772001229,437.5858847000636,0,1,435.6025821999647,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,32,32,32,,,,,,,,,,,None,None,0,437.6025517000817,None,437.6025517000817,438.6025723000057,438.5859068999998,439.5859135000501,0,1,437.6025517000817,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,33,33,33,,,,,,,,,,,None,None,0,439.60258510010317,None,439.60258510010317,440.6025674000848,440.58591850008816,441.585936000105,0,1,439.60258510010317,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,34,34,34,,,,,,,,,,,None,None,0,441.6025897001382,None,441.6025897001382,442.602537299972,442.5859404001385,443.5859521001112,0,1,441.6025897001382,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
0,1,4,"[-0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,35,35,35,,,,,,,,,,,None,None,0,443.60262160003185,None,443.60262160003185,444.60262760007754,444.5859466001857,445.585965000093,0,1,443.60262160003185,None,1,m,28,r,MCK,2022_Jan_03_2004,WASABI Nback,2020.2.10,59.97440292541698,
