	onset	duration	phase	condition
0	2.8049242000561208	1.4831471999641508	cue	Left Face
1	4.2880714000202715	16.514870682149194	movement	Left Face
2	20.795489800046198	18.010786160011776	rest	Rest
3	38.84740630001761	1.4830744999926537	cue	Right Arm
4	40.330480800010264	16.50739484000951	movement	Right Arm
5	56.87338230002206	1.483328599948436	cue	Abdomen
6	58.356710899970494	16.50563868007157	movement	Abdomen
7	74.86247880000155	18.011266459943727	rest	Rest
8	92.91881940001622	1.4830883999820799	cue	Left Arm
9	94.4019077999983	16.51567374006845	movement	Left Arm
10	110.95922420010902	1.4833049000008032	cue	Chest
11	112.44252910010982	16.50174157996662	movement	Chest
12	128.98670570005197	1.4828244000673294	cue	Right Leg
13	130.4695301001193	16.514296280103736	movement	Right Leg
14	146.97954970004503	18.011887059896253	rest	Rest
15	165.02454710006714	1.4830755000002682	cue	Right Face
16	166.5076226000674	16.505749479983933	movement	Right Face
17	183.05684259999543	1.4831503999885172	cue	Left Leg
18	184.53999299998395	16.508106980007142	movement	Left Leg
19	201.04671820008662	18.011961259995587	rest	Rest
20	219.10532090009656	1.4830977000528947	cue	Left Arm
21	220.58841860014945	16.511868839967065	movement	Left Arm
22	237.0977212000871	18.01069045998156	rest	Rest
23	255.13904999999795	1.48287419998087	cue	Right Leg
24	256.6219241999788	16.51210057991557	movement	Right Leg
25	273.13073840003926	18.01207796006929	rest	Rest
26	291.1782824000111	1.483083700062707	cue	Chest
27	292.6613661000738	16.500815479899757	movement	Chest
28	309.2085024000844	1.4832166000269353	cue	Right Face
29	310.69171900011133	16.50729228009004	movement	Right Face
30	327.2414325000718	1.4831012000795454	cue	Left Face
31	328.72453370015137	16.50849787995685	movement	Left Face
32	345.23199980007485	18.010931660071947	rest	Rest
33	363.2748706000857	1.483068700064905	cue	Left Leg
34	364.7579393001506	16.509148980025202	movement	Left Leg
35	381.26603240007535	18.010371259995736	rest	Rest
36	399.31638050009497	1.4830792000284418	cue	Right Arm
37	400.7994597001234	16.510030939942226	movement	Right Arm
38	417.34376489999704	1.4830725999781862	cue	Abdomen
39	418.8268374999752	16.50568888010457	movement	Abdomen
40	Condition Order: 	['Left Face', 'Rest', 'Right Arm', 'Abdomen', 'Rest', 'Left Arm', 'Chest', 'Right Leg', 'Rest', 'Right Face', 'Left Leg', 'Rest', 'Left Arm', 'Rest', 'Right Leg', 'Rest', 'Chest', 'Right Face', 'Left Face', 'Rest', 'Left Leg', 'Rest', 'Right Arm', 'Abdomen']		
