	onset	duration	condition
0	2.7607022000011057	1862.343966474058	C:\Users\Dartmouth\Documents\GitHub\canlab\WASABI_public\fMRI Tasks\N-Of-Few\WASABI hyperalignment\stimuli\videos\kungfury.mp4
