	onset	duration	condition
0	2.7596342000178993	1862.3220199292991	c:\Users\Dartmouth\Documents\GitHub\canlab\WASABI_public\fMRI Tasks\WASABI hyperalignment\stimuli\videos\kungfury.mp4
