BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,fixation.started,fixation.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,ComfortRating.response,ComfortRating.rt,ComfortRating.started,ComfortRating.stopped,ValenceRating.response,ValenceRating.rt,ValenceRating.started,ValenceRating.stopped,AvoidRating.response,AvoidRating.rt,AvoidRating.started,AvoidRating.stopped,RelaxRating.response,RelaxRating.rt,RelaxRating.started,RelaxRating.stopped,TaskAttentionRating.response,TaskAttentionRating.rt,TaskAttentionRating.started,TaskAttentionRating.stopped,BoredomRating.response,BoredomRating.rt,BoredomRating.started,BoredomRating.stopped,AlertnessRating.response,AlertnessRating.rt,AlertnessRating.started,AlertnessRating.stopped,PosThxRating.response,PosThxRating.rt,PosThxRating.started,PosThxRating.stopped,NegThxRating.response,NegThxRating.rt,NegThxRating.started,NegThxRating.stopped,SelfRating.response,SelfRating.rt,SelfRating.started,SelfRating.stopped,OtherRating.response,OtherRating.rt,OtherRating.started,OtherRating.stopped,ImageryRating.response,ImageryRating.rt,ImageryRating.started,ImageryRating.stopped,PresentRating.response,PresentRating.rt,PresentRating.started,PresentRating.stopped,subject number,gender,acceptMap body-site # (day1: 1-4; day2: 5-8),acceptMap (1)pre- or (2)post-Experience (1 or 2),session,handedness,scanner,run,date,psychopyVersion,expName,frameRate,
35.69261379999807,35.69261379999807,None,space,160.82433200001833,35.69261379999807,None,238.76089899998624,None,1.7283950617283939,213.9969538700243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,1,1,r,SK AB,1,2022_Feb_03_1117,2020.2.10,acceptmap-pre-exp,59.97987075571705,
,,,,,,,266.7611795999983,266.7611795999983,0.0,236.63253286998952,0.01665912999305874,5.016127030015923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,1,1,r,SK AB,1,2022_Feb_03_1117,2020.2.10,acceptmap-pre-exp,59.97987075571705,
,,,,,,,294.76142649998656,294.76142649998656,0.0,266.9156281700125,0.014590630016755313,5.012044130009599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,1,1,r,SK AB,1,2022_Feb_03_1117,2020.2.10,acceptmap-pre-exp,59.97987075571705,
,,,,,,,322.7616677999904,322.7616677999904,0.9876543209876557,294.9823917700269,0.015071430010721087,5.0129947300301865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,1,1,r,SK AB,1,2022_Feb_03_1117,2020.2.10,acceptmap-pre-exp,59.97987075571705,
,,,,,,,350.7619031999784,350.7619031999784,0.0,321.1824399699981,0.015233629994327202,5.013387929997407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,1,1,r,SK AB,1,2022_Feb_03_1117,2020.2.10,acceptmap-pre-exp,59.97987075571705,
,,,,,,,378.76213389998884,378.76213389998884,0.0,351.21680227000616,0.015387630002805963,5.013675930007594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,1,1,r,SK AB,1,2022_Feb_03_1117,2020.2.10,acceptmap-pre-exp,59.97987075571705,
,,,,,,,406.7623901999905,406.7623901999905,0.0,381.1833464700321,0.01458362999255769,5.012060129985912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,1,1,r,SK AB,1,2022_Feb_03_1117,2020.2.10,acceptmap-pre-exp,59.97987075571705,
,,,,,,,434.76261769997654,434.76261769997654,0.0,405.40028317002,0.015000129991676658,5.012875129992608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,1,1,r,SK AB,1,2022_Feb_03_1117,2020.2.10,acceptmap-pre-exp,59.97987075571705,
,,,,,,,,,,,0.01491702999919653,5.0127073299954645,31.358024691358025,412.3673268700077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,1,1,r,SK AB,1,2022_Feb_03_1117,2020.2.10,acceptmap-pre-exp,59.97987075571705,
,,,,,,,,,,,,,,,0.014643630012869835,None,-100.0,415.73438966998947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,1,1,r,SK AB,1,2022_Feb_03_1117,2020.2.10,acceptmap-pre-exp,59.97987075571705,
,,,,,,,,,0.0,419.3045679400093,,,,,,,,,0.014266230020439252,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,1,1,r,SK AB,1,2022_Feb_03_1117,2020.2.10,acceptmap-pre-exp,59.97987075571705,
,,,,,,,,,,,0.010758660006104037,None,,,,,,,,,0.0,423.9349074699858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,1,1,r,SK AB,1,2022_Feb_03_1117,2020.2.10,acceptmap-pre-exp,59.97987075571705,
,,,,,,,,,,,,,,,,,,,,,,,0.013821130036376417,None,100.0,427.8346708700119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,1,1,1,r,SK AB,1,2022_Feb_03_1117,2020.2.10,acceptmap-pre-exp,59.97987075571705,
