runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,runSeq,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
,,,,,24.957866699900478,None,space,0.9450008999556303,24.957866699900478,None,1,M,1,30,r,MCK,2022_Jan_05_1313,2020.2.5,bodymapST1,59.985627445956155,"['Right Face', 'Chest', 'Right Leg', 'Left Arm']",
