	onset	duration	phase	condition
0	2.8144467999227345	1.4997912999242544	cue	Abdomen
1	4.314238099846989	16.497054959181696	movement	Abdomen
2	20.872703599976376	1.4830625001341105	cue	Left Arm
3	22.355766100110486	16.50562875997275	movement	Left Arm
4	38.901865399908274	1.4830393998418003	cue	Left Face
5	40.384904799750075	16.514299270231277	movement	Left Face
6	56.89472329989076	18.01192118995823	rest	Rest
7	74.94916469999589	1.4831079998984933	cue	Right Arm
8	76.43227269989438	16.503600359894335	movement	Right Arm
9	92.92808260000311	18.01248919009231	rest	Rest
10	110.97286839992739	1.4827507000882179	cue	Right Face
11	112.45561910001561	16.507118169916794	movement	Right Face
12	129.00085909990594	1.4833603000734001	cue	Right Leg
13	130.48421939997934	16.500857969745994	movement	Right Leg
14	146.97910490003414	18.011361989891157	rest	Rest
15	165.02374699991196	1.4827978999819607	cue	Chest
16	166.50654489989392	16.506285269977525	movement	Chest
17	183.0534600999672	1.4830215000547469	cue	Left Leg
18	184.53648160002194	16.51360367005691	movement	Left Leg
19	201.04636339982972	18.011123690055683	rest	Rest
20	219.10194309987128	1.4834330000448972	cue	Left Arm
21	220.58537609991618	16.50023435987532	movement	Left Arm
22	237.07911599986255	18.012957989703864	rest	Rest
23	255.12394710001536	1.4830126999877393	cue	Chest
24	256.6069598000031	16.50729227019474	movement	Chest
25	273.11311879986897	18.01228879019618	rest	Rest
26	291.15090609993786	1.4830610000062734	cue	Right Leg
27	292.63396709994413	16.503982570022345	movement	Right Leg
28	309.1793456999585	1.4831218000035733	cue	Right Arm
29	310.6624674999621	16.513978959992528	movement	Right Arm
30	327.1632339998614	18.012953089782968	rest	Rest
31	345.2063857000321	1.4827175999525934	cue	Left Face
32	346.6891032999847	16.510947569971904	movement	Left Face
33	363.2415585999843	1.4830056000500917	cue	Right Face
34	364.72456420003437	16.507312369998544	movement	Right Face
35	381.27463659993373	1.4831135999411345	cue	Abdomen
36	382.75775019987486	16.50803617038764	movement	Abdomen
37	399.26427889987826	18.012174390023574	rest	Rest
38	417.3067381000146	1.483045500004664	cue	Left Leg
39	418.7897836000193	16.511194969993085	movement	Left Leg
40	Condition Order: 	['Abdomen', 'Left Arm', 'Left Face', 'Rest', 'Right Arm', 'Rest', 'Right Face', 'Right Leg', 'Rest', 'Chest', 'Left Leg', 'Rest', 'Left Arm', 'Rest', 'Chest', 'Rest', 'Right Leg', 'Right Arm', 'Rest', 'Left Face', 'Right Face', 'Abdomen', 'Rest', 'Left Leg']		
