13.9396 	WARNING 	Requested an unavailable screen number - using first available.
15.5153 	EXP 	Created Begin = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Begin', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
15.8166 	EXP 	Created movie = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-1.0, filename=str(...), flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie', noAudio=False, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=method-wrapper(...), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
27.7540 	EXP 	Created movie = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-1.0, filename=str(...), flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie', noAudio=False, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=method-wrapper(...), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
30.2620 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.3, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
30.2622 	EXP 	window1: mouseVisible = False
30.3533 	EXP 	movie: autoLog = True
30.3533 	EXP 	movie: movie = 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI hyperalignment\\stimuli\\videos\\kungfury.mp4'
30.3533 	EXP 	movie: size = array([1920., 1080.])
30.3533 	EXP 	movie: ori = 0
30.3533 	EXP 	movie: autoLog = True
30.3533 	EXP 	movie: movie = 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI hyperalignment\\stimuli\\videos\\01_Inscapes_NoScannerSound_h264.wmv'
30.3533 	EXP 	movie: size = array([1024.,  800.])
30.3533 	EXP 	movie: ori = 0
30.3533 	EXP 	Begin: autoDraw = True
71.1593 	EXP 	Created sequence: sequential, trialTypes=1, nReps=1, seed=None
71.1596 	EXP 	New trial (rep=0, index=0): OrderedDict([('runSeq', [OrderedDict([('moviefile', 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI hyperalignment\\stimuli\\videos\\kungfury.mp4')]), OrderedDict([('moviefile', 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI hyperalignment\\stimuli\\videos\\01_Inscapes_NoScannerSound_h264.wmv')])])])
71.1598 	EXP 	Created sequence: sequential, trialTypes=2, nReps=1, seed=None
71.1600 	EXP 	New trial (rep=0, index=0): OrderedDict([('moviefile', 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI hyperalignment\\stimuli\\videos\\kungfury.mp4')])
71.1801 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-0.5, -0.5, -0.5]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
71.1811 	DATA 	Keypress: space
71.1884 	EXP 	Begin: autoDraw = False
73.3707 	DATA 	Keypress: s
73.4511 	DATA 	Keypress: capslock
73.5428 	DATA 	Keypress: s
73.5510 	DATA 	Keypress: capslock
89.0268 	DATA 	Keypress: 5
91.5873 	DATA 	Keypress: 5
91.5876 	DATA 	Keypress: 5
91.5879 	DATA 	Keypress: 5
91.5881 	DATA 	Keypress: 5
91.5883 	DATA 	Keypress: 5
91.7867 	DATA 	Keypress: 5
91.7869 	EXP 	Sound  started
91.8052 	EXP 	movie: autoDraw = True
92.2493 	DATA 	Keypress: 5
92.7338 	DATA 	Keypress: 5
93.1669 	DATA 	Keypress: 5
93.6501 	DATA 	Keypress: 5
94.0999 	DATA 	Keypress: 5
94.5669 	DATA 	Keypress: 5
95.0165 	DATA 	Keypress: 5
95.4744 	DATA 	Keypress: 5
95.9337 	DATA 	Keypress: 5
96.3911 	DATA 	Keypress: 5
96.8504 	DATA 	Keypress: 5
97.3332 	DATA 	Keypress: 5
97.7904 	DATA 	Keypress: 5
98.2497 	DATA 	Keypress: 5
98.6993 	DATA 	Keypress: 5
99.1658 	DATA 	Keypress: 5
99.6164 	DATA 	Keypress: 5
100.0747 	DATA 	Keypress: 5
100.5336 	DATA 	Keypress: 5
100.9908 	DATA 	Keypress: 5
101.4500 	DATA 	Keypress: 5
101.9333 	DATA 	Keypress: 5
102.3912 	DATA 	Keypress: 5
102.8504 	DATA 	Keypress: 5
103.2996 	DATA 	Keypress: 5
103.7671 	DATA 	Keypress: 5
104.2160 	DATA 	Keypress: 5
104.6742 	DATA 	Keypress: 5
105.1325 	DATA 	Keypress: 5
105.5913 	DATA 	Keypress: 5
106.0504 	DATA 	Keypress: 5
106.5337 	DATA 	Keypress: 5
106.9678 	DATA 	Keypress: 5
107.4501 	DATA 	Keypress: 5
107.8999 	DATA 	Keypress: 5
108.3669 	DATA 	Keypress: 5
108.8167 	DATA 	Keypress: 5
109.2745 	DATA 	Keypress: 5
109.7333 	DATA 	Keypress: 5
110.1905 	DATA 	Keypress: 5
110.6503 	DATA 	Keypress: 5
111.1343 	DATA 	Keypress: 5
111.5671 	DATA 	Keypress: 5
112.0500 	DATA 	Keypress: 5
112.5006 	DATA 	Keypress: 5
112.9670 	DATA 	Keypress: 5
113.4168 	DATA 	Keypress: 5
113.8748 	DATA 	Keypress: 5
114.3333 	DATA 	Keypress: 5
114.7911 	DATA 	Keypress: 5
115.2505 	DATA 	Keypress: 5
115.7333 	DATA 	Keypress: 5
116.1669 	DATA 	Keypress: 5
116.6508 	DATA 	Keypress: 5
117.1004 	DATA 	Keypress: 5
117.5664 	DATA 	Keypress: 5
118.0169 	DATA 	Keypress: 5
118.4741 	DATA 	Keypress: 5
118.9332 	DATA 	Keypress: 5
119.3912 	DATA 	Keypress: 5
119.8504 	DATA 	Keypress: 5
120.3341 	DATA 	Keypress: 5
120.7670 	DATA 	Keypress: 5
121.2506 	DATA 	Keypress: 5
121.7003 	DATA 	Keypress: 5
122.1669 	DATA 	Keypress: 5
122.6170 	DATA 	Keypress: 5
123.0750 	DATA 	Keypress: 5
123.5331 	DATA 	Keypress: 5
123.9911 	DATA 	Keypress: 5
124.4510 	DATA 	Keypress: 5
124.9343 	DATA 	Keypress: 5
125.3676 	DATA 	Keypress: 5
125.8509 	DATA 	Keypress: 5
126.3008 	DATA 	Keypress: 5
126.7671 	DATA 	Keypress: 5
127.2173 	DATA 	Keypress: 5
127.6747 	DATA 	Keypress: 5
128.1341 	DATA 	Keypress: 5
128.5911 	DATA 	Keypress: 5
129.0498 	DATA 	Keypress: 5
129.5342 	DATA 	Keypress: 5
129.9673 	DATA 	Keypress: 5
130.4509 	DATA 	Keypress: 5
130.9012 	DATA 	Keypress: 5
131.3674 	DATA 	Keypress: 5
131.8176 	DATA 	Keypress: 5
132.2742 	DATA 	Keypress: 5
132.7341 	DATA 	Keypress: 5
133.1917 	DATA 	Keypress: 5
133.6503 	DATA 	Keypress: 5
134.1337 	DATA 	Keypress: 5
134.5669 	DATA 	Keypress: 5
135.0506 	DATA 	Keypress: 5
135.5015 	DATA 	Keypress: 5
135.9672 	DATA 	Keypress: 5
136.4171 	DATA 	Keypress: 5
136.8746 	DATA 	Keypress: 5
137.3344 	DATA 	Keypress: 5
