RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,response_2.rt,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
1,0,,,,0,0,0,0,0,0,0,0,,,,,,,,,92.22531239991076,None,,,,,,,,,,,,,,,,,,,,,,,5,m,7,r,CIB,2021_Aug_27_1210,WASABI Nback,2020.2.10,60.003876265951725,
0,1,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,363.59400879987516,None,space,69.86769989994355,363.59400879987516,None,,,,,,,,,,,,,,,,,5,m,7,r,CIB,2021_Aug_27_1210,WASABI Nback,2020.2.10,60.003876265951725,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,0,0,0,,,,,,,,,None,None,None,None,0,436.09453070000745,None,436.09453070000745,None,None,None,0,1,436.09453070000745,None,,5,m,7,r,CIB,2021_Aug_27_1210,WASABI Nback,2020.2.10,60.003876265951725,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,None,None,0,436.5112241997849,None,436.5112241997849,437.5112169999629,437.4945594999008,438.4945475999266,0,1,436.5112241997849,None,,5,m,7,r,CIB,2021_Aug_27_1210,WASABI Nback,2020.2.10,60.003876265951725,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,None,None,0,438.5112102997955,None,438.5112102997955,439.51124689984135,439.4945873999968,440.494609599933,0,1,438.5112102997955,None,,5,m,7,r,CIB,2021_Aug_27_1210,WASABI Nback,2020.2.10,60.003876265951725,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,None,None,0,440.51124019990675,None,440.51124019990675,441.5112415999174,441.49460589978844,442.4946263998281,0,1,440.51124019990675,None,,5,m,7,r,CIB,2021_Aug_27_1210,WASABI Nback,2020.2.10,60.003876265951725,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,None,None,0,442.5111369998194,None,442.5111369998194,443.51126189995557,443.4946059999056,444.4946073999163,0,1,442.5111369998194,None,,5,m,7,r,CIB,2021_Aug_27_1210,WASABI Nback,2020.2.10,60.003876265951725,
0,1,9,"[0.2, -0.2]",1,0,1,1,1,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,None,None,0,444.51127849984914,None,444.51127849984914,445.5112764998339,445.49463199987076,446.4946390998084,0,1,444.51127849984914,None,,5,m,7,r,CIB,2021_Aug_27_1210,WASABI Nback,2020.2.10,60.003876265951725,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,None,None,0,446.51137299998663,None,446.51137299998663,447.511300599901,447.49463149998337,448.4946737999562,0,1,446.51137299998663,None,,5,m,7,r,CIB,2021_Aug_27_1210,WASABI Nback,2020.2.10,60.003876265951725,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,None,None,0,448.5113160999026,None,448.5113160999026,449.5113119999878,449.49465069989674,450.49465579981916,0,1,448.5113160999026,None,,5,m,7,r,CIB,2021_Aug_27_1210,WASABI Nback,2020.2.10,60.003876265951725,
