runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,runSeq,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
,,,,,17.21527579985559,None,space,1.5199436000548303,17.21527579985559,None,9,F,1,9,R,MS MH,2022_Dec_03_1335,2020.2.5,bodymapST1,60.014607568898725,"['Left Arm', 'Left Leg', 'Right Face', 'Left Face']",
