	onset	duration	phase	condition
0	2505.52919989964	-2487.5349758742377	cue	Abdomen
1	2507.0125655997545	-2489.0183415743522	movement	Abdomen
2	2523.512676999904	-2505.501824480016	rest	Rest
3	2541.563114399556	-2523.578110639937	cue	Right Face
4	2543.0462121996097	-2525.061208439991	movement	Right Face
5	2559.5463117999025	-2541.536281979643	rest	Rest
6	2577.596520499792	-2559.6021328396164	cue	Right Leg
7	2579.080035999883	-2561.0856483397074	movement	Right Leg
8	2595.580010399688	-2577.5683220801875	rest	Rest
9	2613.630162399728	-2595.6436297395267	cue	Left Face
10	2615.1135394996963	-2597.127006839495	movement	Left Face
11	2631.68053709995	-2613.6881339200772	cue	Left Arm
12	2633.1636563995853	-2615.1712532197125	movement	Left Arm
13	2649.6638045995496	-2631.652788679581	rest	Rest
14	2667.7139754998498	-2649.725959139876	cue	Left Leg
15	2669.1972973998636	-2651.20928103989	movement	Left Leg
16	2685.747446799651	-2667.7632811390795	cue	Chest
17	2687.230800099671	-2669.2466344390996	movement	Chest
18	2703.781188099645	-2685.791659019422	cue	Right Arm
19	2705.2642827997915	-2687.2747537195683	movement	Right Arm
20	2721.81443149969	-2703.829724839423	cue	Abdomen
21	2723.297843299806	-2705.313136639539	movement	Abdomen
22	2739.847996799741	-2721.85685133934	cue	Left Face
23	2741.3312620995566	-2723.340116639156	movement	Left Face
24	2757.8814125997014	-2739.891646519769	cue	Right Arm
25	2759.3647692999803	-2741.375003220048	movement	Right Arm
26	2775.864895199891	-2757.853335379623	rest	Rest
27	2793.9319409998134	-2775.9390386203304	cue	Left Arm
28	2795.4150712997653	-2777.4221689202823	movement	Left Arm
29	2811.9654401997104	-2793.9756551403552	cue	Right Leg
30	2813.448566499632	-2795.4587814402767	movement	Right Leg
31	2829.998734299559	-2812.012768239714	cue	Right Face
32	2831.482065099757	-2813.496099039912	movement	Right Face
33	2847.9822706999257	-2829.971997479908	rest	Rest
34	2866.032629999798	-2848.045645139646	cue	Left Leg
35	2867.5157025996596	-2849.5287177395076	movement	Left Leg
36	2884.0658554998226	-2866.0666910205036	cue	Chest
37	2885.549200899899	-2867.55003642058	movement	Chest
38	2902.0493483999744	-2884.039017680101	rest	Rest
39	Condition Order: 	['Abdomen', 'Rest', 'Right Face', 'Rest', 'Right Leg', 'Rest', 'Left Face', 'Left Arm', 'Rest', 'Left Leg', 'Chest', 'Right Arm', 'Abdomen', 'Left Face', 'Right Arm', 'Rest', 'Left Arm', 'Right Leg', 'Right Face', 'Rest', 'Left Leg', 'Chest', 'Rest']		
