	onset	duration	phase	condition
0	1554.8209525998682	-1536.8281855140813	cue	Left Face
1	1556.3042709999718	-1538.3115039141849	movement	Left Face
2	1572.8544187997468	-1554.8620156394318	cue	Left Leg
3	1574.3377635995857	-1556.3453604392707	movement	Left Leg
4	1590.8379065999761	-1572.8259348808788	rest	Rest
5	1608.8882703999989	-1590.8941293396056	cue	Right Leg
6	1610.3714211997576	-1592.3772801393643	movement	Right Leg
7	1626.9215566995554	-1608.9360512392595	cue	Chest
8	1628.404903399758	-1610.4193979394622	movement	Chest
9	1644.9049381995574	-1626.8930442798883	rest	Rest
10	1662.9720948999748	-1644.97427571984	cue	Left Arm
11	1664.4552582995966	-1646.457439119462	movement	Left Arm
12	1681.0056131999008	-1663.0125596201979	cue	Right Arm
13	1682.488699299749	-1664.495645720046	movement	Right Arm
14	1699.0391193996184	-1681.0505924397148	cue	Right Face
15	1700.522208799608	-1682.5336818397045	movement	Right Face
16	1717.0223451997153	-1699.009963880293	rest	Rest
17	1735.0727754998952	-1717.0898045198992	cue	Abdomen
18	1736.5391853000037	-1718.5562143200077	movement	Abdomen
19	1753.0393270999193	-1735.0269486797042	rest	Rest
20	1771.0894905999303	-1753.09971274063	cue	Left Leg
21	1772.5728308996186	-1754.5830530403182	movement	Left Leg
22	1789.1229438995942	-1771.137092139572	cue	Abdomen
23	1790.606310099829	-1772.6204583398066	movement	Abdomen
24	1807.1064523998648	-1789.093942379579	rest	Rest
25	1825.1566346995533	-1807.1668034391478	cue	Left Face
26	1826.6399888996966	-1808.6501576392911	movement	Left Face
27	1843.190327399876	-1825.2005309201777	cue	Right Arm
28	1844.6734549999237	-1826.6836585202254	movement	Right Arm
29	1861.2238144995645	-1843.2270112396218	cue	Right Leg
30	1862.7069549998268	-1844.7101517398842	movement	Right Leg
31	1879.2070842999965	-1861.1962632802315	rest	Rest
32	1897.2574964999221	-1879.2593796197325	cue	Chest
33	1898.7405879995786	-1880.742471119389	movement	Chest
34	1915.2407395998016	-1897.2303084800951	rest	Rest
35	1933.3078102995642	-1915.3151388196275	cue	Left Arm
36	1934.7908994997852	-1916.7982280198485	movement	Left Arm
37	1951.2910662000068	-1933.280324280262	rest	Rest
38	1969.3414484998211	-1951.3577015399933	cue	Right Face
39	1970.8245674995705	-1952.8408205397427	movement	Right Face
40	Condition Order: 	['Left Face', 'Left Leg', 'Rest', 'Right Leg', 'Chest', 'Rest', 'Left Arm', 'Right Arm', 'Right Face', 'Rest', 'Abdomen', 'Rest', 'Left Leg', 'Abdomen', 'Rest', 'Left Face', 'Right Arm', 'Right Leg', 'Rest', 'Chest', 'Rest', 'Left Arm', 'Rest', 'Right Face']		
