	onset	duration	phase	condition
0	2028.5586499995552	-2010.5611403151415	cue	Chest
1	2030.0417460999452	-2012.0442364155315	movement	Chest
2	2046.5418801996857	-2028.5309132793918	rest	Rest
3	2064.5920294998214	-2046.6059390404262	cue	Abdomen
4	2066.075388799887	-2048.089298340492	movement	Abdomen
5	2082.625770899933	-2064.635784419719	cue	Right Arm
6	2084.1088850996457	-2066.118898619432	movement	Right Arm
7	2100.659060599748	-2082.6700835395604	cue	Left Leg
8	2102.142366899643	-2084.1533898394555	movement	Left Leg
9	2118.642516099848	-2100.631006779615	rest	Rest
10	2136.709552799817	-2118.714232820086	cue	Left Arm
11	2138.1926877996884	-2120.1973678199574	movement	Left Arm
12	2154.7428367999382	-2136.7556848400272	cue	Left Face
13	2156.2261790996417	-2138.2390271397308	movement	Left Face
14	2172.726324199699	-2154.715526879765	rest	Rest
15	2190.7767271995544	-2172.781654139515	cue	Right Leg
16	2192.259824999608	-2174.2647519395687	movement	Right Leg
17	2208.8099595997483	-2190.8238331396133	cue	Right Face
18	2210.2933052997105	-2192.3071788395755	movement	Right Face
19	2226.7934404998086	-2208.7835548799485	rest	Rest
20	2244.843600299675	-2226.859009739477	cue	Abdomen
21	2246.32697569998	-2228.342385139782	movement	Abdomen
22	2262.8770898999646	-2244.891660240013	cue	Right Face
23	2264.3604407999665	-2246.375011140015	movement	Right Face
24	2280.860600899905	-2262.8487147800624	rest	Rest
25	2298.9276218996383	-2280.9342591194436	cue	Left Arm
26	2300.41075439984	-2282.417391619645	movement	Left Arm
27	2316.910888799932	-2298.900713280309	rest	Rest
28	2334.9612688999623	-2316.974227839615	cue	Left Face
29	2336.444398799911	-2318.457357739564	movement	Left Face
30	2352.9945375998504	-2335.00755903963	cue	Left Leg
31	2354.477915899828	-2336.4909373396076	movement	Left Leg
32	2370.9780538999476	-2352.967933880165	rest	Rest
33	2389.0284195998684	-2371.035116040148	cue	Right Leg
34	2390.5115510998294	-2372.518247540109	movement	Right Leg
35	2407.0616860999726	-2389.078677520156	cue	Chest
36	2408.5283798999153	-2390.5453713200986	movement	Chest
37	2425.028516399674	-2407.0186550798826	rest	Rest
38	2443.078911899589	-2425.089299120009	cue	Right Arm
39	2444.562030199915	-2426.572417420335	movement	Right Arm
40	Condition Order: 	['Chest', 'Rest', 'Abdomen', 'Right Arm', 'Left Leg', 'Rest', 'Left Arm', 'Left Face', 'Rest', 'Right Leg', 'Right Face', 'Rest', 'Abdomen', 'Right Face', 'Rest', 'Left Arm', 'Rest', 'Left Face', 'Left Leg', 'Rest', 'Right Leg', 'Chest', 'Rest', 'Right Arm']		
