runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,runSeq,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
,,,,,26.284188899910077,None,space,0.4351963000372052,26.284188899910077,None,9,F,1,9,R,MS MH,2022_Dec_03_1338,2020.2.5,bodymapST1,59.98156168116166,"['Left Arm', 'Left Leg', 'Right Face', 'Left Face']",
