50.5079 	WARNING 	Requested an unavailable screen number - using first available.
52.5674 	EXP 	Created Begin = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Begin', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
52.7407 	EXP 	Created movie = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-1.0, filename=str(...), flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie', noAudio=False, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=method-wrapper(...), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
63.0229 	EXP 	Created movie = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-1.0, filename=str(...), flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie', noAudio=False, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=method-wrapper(...), units='pix', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
65.4315 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.3, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
65.4317 	EXP 	window1: mouseVisible = False
65.5133 	EXP 	movie: autoLog = True
65.5133 	EXP 	movie: movie = 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI hyperalignment\\stimuli\\videos\\kungfury.mp4'
65.5133 	EXP 	movie: size = array([1920., 1080.])
65.5133 	EXP 	movie: ori = 0
65.5133 	EXP 	movie: autoLog = True
65.5133 	EXP 	movie: movie = 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI hyperalignment\\stimuli\\videos\\01_Inscapes_NoScannerSound_h264.wmv'
65.5133 	EXP 	movie: size = array([1024.,  800.])
65.5133 	EXP 	movie: ori = 0
65.5133 	EXP 	Begin: autoDraw = True
86.2865 	DATA 	Keypress: space
86.3028 	EXP 	Created sequence: sequential, trialTypes=1, nReps=1, seed=None
86.3034 	EXP 	New trial (rep=0, index=0): OrderedDict([('runSeq', [OrderedDict([('moviefile', 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI hyperalignment\\stimuli\\videos\\kungfury.mp4')]), OrderedDict([('moviefile', 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI hyperalignment\\stimuli\\videos\\01_Inscapes_NoScannerSound_h264.wmv')])])])
86.3037 	EXP 	Created sequence: sequential, trialTypes=2, nReps=1, seed=None
86.3040 	EXP 	New trial (rep=0, index=0): OrderedDict([('moviefile', 'c:\\Users\\Dartmouth\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI hyperalignment\\stimuli\\videos\\kungfury.mp4')])
86.3413 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-0.5, -0.5, -0.5]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
86.3477 	EXP 	Begin: autoDraw = False
89.3234 	DATA 	Keypress: s
108.1763 	DATA 	Keypress: 5
110.7379 	DATA 	Keypress: 5
110.7383 	DATA 	Keypress: 5
110.7386 	DATA 	Keypress: 5
110.7389 	DATA 	Keypress: 5
110.7392 	DATA 	Keypress: 5
110.9363 	DATA 	Keypress: 5
110.9375 	EXP 	Sound  started
110.9644 	EXP 	movie: autoDraw = True
111.4096 	DATA 	Keypress: 5
111.8748 	DATA 	Keypress: 5
112.3258 	DATA 	Keypress: 5
112.7840 	DATA 	Keypress: 5
113.2422 	DATA 	Keypress: 5
113.7006 	DATA 	Keypress: 5
114.1591 	DATA 	Keypress: 5
114.6424 	DATA 	Keypress: 5
115.1006 	DATA 	Keypress: 5
115.5594 	DATA 	Keypress: 5
116.0095 	DATA 	Keypress: 5
116.4762 	DATA 	Keypress: 5
116.9253 	DATA 	Keypress: 5
117.3841 	DATA 	Keypress: 5
117.8417 	DATA 	Keypress: 5
118.3002 	DATA 	Keypress: 5
118.7598 	DATA 	Keypress: 5
119.2425 	DATA 	Keypress: 5
119.7008 	DATA 	Keypress: 5
120.1585 	DATA 	Keypress: 5
120.6097 	DATA 	Keypress: 5
121.0755 	DATA 	Keypress: 5
121.5252 	DATA 	Keypress: 5
121.9840 	DATA 	Keypress: 5
122.4425 	DATA 	Keypress: 5
122.9003 	DATA 	Keypress: 5
123.3588 	DATA 	Keypress: 5
123.8428 	DATA 	Keypress: 5
124.3001 	DATA 	Keypress: 5
124.7592 	DATA 	Keypress: 5
125.2093 	DATA 	Keypress: 5
125.6757 	DATA 	Keypress: 5
126.1254 	DATA 	Keypress: 5
126.5832 	DATA 	Keypress: 5
127.0429 	DATA 	Keypress: 5
127.5004 	DATA 	Keypress: 5
127.9589 	DATA 	Keypress: 5
128.4424 	DATA 	Keypress: 5
128.9009 	DATA 	Keypress: 5
129.3592 	DATA 	Keypress: 5
129.8089 	DATA 	Keypress: 5
130.2757 	DATA 	Keypress: 5
130.7258 	DATA 	Keypress: 5
131.1836 	DATA 	Keypress: 5
131.6420 	DATA 	Keypress: 5
