	onset	duration	condition
0	2.761235799989663	420.0873097333824	c:\Users\Admin\Documents\GitHub\canlab\WASABI_public\fMRI Tasks\N-Of-Many\WASABI hyperalignment\..\..\WASABI hyperalignment\stimuli\videos\01_Inscapes_NoScannerSound_h264.wmv
