RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
1,0,,,,0,0,0,0,0,0,0,0,,,,,,,,,56.287072600011015,None,,,,,,,,,,,,,,,,,,,,,,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,327.8223562000203,None,space,33.513191900012316,327.8223562000203,None,,,,,,,,,,,,,,,,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,0,0,0,,,,,,,,,None,None,None,None,[],None,None,None,None,None,None,[],[],None,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,None,None,0,371.43945170001825,None,371.43945170001825,None,None,None,0,1,371.43945170001825,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,9,"[0.2, -0.2]",1,0,1,1,1,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,None,None,0,372.3727419000061,None,372.3727419000061,373.37278470001183,373.3561336999992,374.3561502000084,0,0,372.3727419000061,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,None,None,0,374.37280850001844,None,374.37280850001844,375.37280330000794,375.3561494000023,376.3561577000073,0,1,374.37280850001844,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,None,None,0,376.37280979999923,None,376.37280979999923,377.37281800000346,377.35614830002305,378.35617830001866,0,1,376.37280979999923,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,None,None,0,378.372820700024,None,378.372820700024,379.3728247000254,379.35618400000385,380.3561970000155,0,1,378.372820700024,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,None,None,0,380.37284700002056,None,380.37284700002056,381.37286020000465,381.35620110001764,382.356191400002,0,0,380.37284700002056,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,5,"[0, 0]",1,0,1,1,1,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,None,None,0,382.37278620002326,None,382.37278620002326,383.372869200015,383.35619250001037,384.3562060999975,0,0,382.37278620002326,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,None,None,0,384.37286070000846,None,384.37286070000846,385.3728717000049,385.35622410001815,386.3562168000208,0,1,384.37286070000846,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,None,None,0,386.37281230001827,None,386.37281230001827,387.3728867000027,387.3562418000074,388.356242400012,0,1,386.37281230001827,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,None,None,0,388.372900700022,None,388.372900700022,389.37291480001295,389.35624770002323,390.3562693000131,0,1,388.372900700022,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,8,"[0, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,None,None,0,390.3729115000169,None,390.3729115000169,391.3729367000051,391.3562703000207,392.3562661000178,0,1,390.3729115000169,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,None,None,0,392.3729471999977,None,392.3729471999977,393.3729302000138,393.35628520001774,394.35627610000665,0,1,392.3729471999977,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,None,None,0,394.372906900011,None,394.372906900011,395.3729700999975,395.3563106000074,396.3563117000158,0,0,394.372906900011,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,None,None,0,396.3729615000193,None,396.3729615000193,397.3729925000225,397.35629680001875,398.3563323999988,0,1,396.3729615000193,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,None,None,0,398.3729713000066,None,398.3729713000066,399.3729861000029,399.356339400023,400.35632270001224,0,1,398.3729713000066,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,None,None,0,400.3729864000052,None,400.3729864000052,401.37299270002404,401.35634960001335,402.35636250002426,0,1,400.3729864000052,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,3,"[0.2, 0.2]",1,0,1,1,1,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,None,None,0,402.3730104000133,None,402.3730104000133,403.3730272000248,403.3563632000005,404.35637829999905,0,1,402.3730104000133,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,4,"[-0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,None,None,0,404.3730123999994,None,404.3730123999994,405.3730280000018,405.3563857000263,406.3563720000093,0,1,404.3730123999994,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,None,None,0,406.3730381000205,None,406.3730381000205,407.37303899999824,407.35639800000354,408.35637960000895,0,1,406.3730381000205,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,4,"[-0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,None,None,0,408.3730490000162,None,408.3730490000162,409.3730543999991,409.35639070000616,410.3563996000157,0,1,408.3730490000162,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,4,"[-0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,None,None,0,410.3730767000234,None,410.3730767000234,411.37307359999977,411.3564022000064,412.3564338000142,0,1,410.3730767000234,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,None,None,0,412.373075600015,None,412.373075600015,413.3731009000039,413.3564447000099,414.35642460000236,0,1,412.373075600015,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,26,26,26,,,,,,,,,,,None,None,0,414.37309120001737,None,414.37309120001737,415.3730968000018,415.3564398000017,416.35646960002487,0,1,414.37309120001737,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,27,27,27,,,,,,,,,,,None,None,0,416.3731420999975,None,416.3731420999975,417.37314070001594,417.35645510000177,418.35647720002453,0,1,416.3731420999975,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,28,28,28,,,,,,,,,,,None,None,0,418.3731480000133,None,418.3731480000133,419.37314890002017,419.3564866000088,420.356491500017,0,1,418.3731480000133,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,29,29,29,,,,,,,,,,,None,None,0,420.37314200002584,None,420.37314200002584,421.37317050001,421.35648670000955,422.35649650002597,0,0,420.37314200002584,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,30,30,30,,,,,,,,,,,None,None,0,422.37317480001366,None,422.37317480001366,423.3731919999991,423.3564959000214,424.35650429999805,0,1,422.37317480001366,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,31,31,31,,,,,,,,,,,None,None,0,424.3731881999993,None,424.3731881999993,425.3731998000003,425.3565241000033,426.3565119999985,0,0,424.3731881999993,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,32,32,32,,,,,,,,,,,None,None,0,426.37320840000757,None,426.37320840000757,427.37320660002297,427.356534999999,428.3565596000117,0,1,426.37320840000757,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,33,33,33,,,,,,,,,,,None,None,0,428.3732176000194,None,428.3732176000194,429.3732302999997,429.35654100001557,430.35654830001295,0,1,428.3732176000194,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,34,34,34,,,,,,,,,,,None,None,0,430.37323950001155,None,430.37323950001155,431.37324420001823,431.3565759000194,432.3565678000159,0,1,430.37323950001155,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,4,"[-0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,35,35,35,,,,,,,,,,,None,None,0,432.37323070000275,None,432.37323070000275,433.3732446000213,433.3565919000248,434.356580200023,0,1,432.37323070000275,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,4,"[-0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,36,36,36,,,,,,,,,,,None,None,0,434.37327160002314,None,434.37327160002314,435.3732577000046,435.3565838000213,436.35667920002015,0,1,434.37327160002314,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,37,37,37,,,,,,,,,,,None,None,0,436.3732721999986,None,436.3732721999986,437.37328690002323,437.3566032000235,438.35660880000796,0,1,436.3732721999986,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,4,"[-0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,38,38,38,,,,,,,,,,,None,None,0,438.3732807000051,None,438.3732807000051,439.3732917000016,439.35663310001837,440.3566330000176,0,1,438.3732807000051,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,39,39,39,,,,,,,,,,,None,None,0,440.37331120000454,None,440.37331120000454,441.373309800023,441.35664660000475,442.3566493000253,0,1,440.37331120000454,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,40,40,40,,,,,,,,,,,None,None,0,442.37333140001283,None,442.37333140001283,443.37333319999743,443.3566680000222,444.356577700004,0,1,442.37333140001283,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,3,"[0.2, 0.2]",1,0,1,1,1,,,,,0,0,0,0,0,41,41,41,,,,,,,,,,,None,None,0,444.3733255000261,None,444.3733255000261,445.37327880001976,445.35667690000264,446.3566706000129,0,1,444.3733255000261,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,42,42,42,,,,,,,,,,,None,None,0,446.37335330000496,None,446.37335330000496,447.37336710002273,447.3566757000226,448.35660570001346,0,1,446.37335330000496,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,43,43,43,,,,,,,,,,,None,None,0,448.3733772000123,None,448.3733772000123,449.373373600014,449.3567204000137,450.3567318000132,0,0,448.3733772000123,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,44,44,44,,,,,,,,,,,None,None,0,450.37337919999845,None,450.37337919999845,451.37327290000394,451.3567228000029,452.3567169000162,0,1,450.37337919999845,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,8,"[0, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,45,45,45,,,,,,,,,,,None,None,0,452.3734097999986,None,452.3734097999986,453.3733897000202,453.3567313000094,454.3567370000237,0,1,452.3734097999986,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,46,46,46,,,,,,,,,,,None,None,0,454.37341210001614,None,454.37341210001614,455.3734251999995,455.3567420000036,456.3567446000234,0,1,454.37341210001614,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,47,47,47,,,,,,,,,,,None,None,0,456.37341910001123,None,456.37341910001123,457.3734406000003,457.3567629000172,458.3567789000226,0,1,456.37341910001123,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,48,48,48,,,,,,,,,,,None,None,0,458.37344100000337,None,458.37344100000337,459.3734350000159,459.3567871999985,460.35669500002405,0,1,458.37344100000337,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,49,49,49,,,,,,,,,,,None,None,0,460.37295930000255,None,460.37295930000255,461.3734626000223,461.35680000000866,462.3567944000242,0,1,460.37295930000255,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,50,50,50,,,,,,,,,,,None,None,0,462.3734665000229,None,462.3734665000229,463.3734738000203,463.356806900003,464.3568105000013,0,1,462.3734665000229,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,5,"[0, 0]",1,0,1,1,1,,,,,0,0,0,0,0,51,51,51,,,,,,,,,,,None,None,0,464.37347360001877,None,464.37347360001877,465.37347910000244,465.35682490002364,466.35684760002187,0,1,464.37347360001877,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,52,52,52,,,,,,,,,,,None,None,0,466.3734991000092,None,466.3734991000092,467.3735147000116,467.3568470000173,468.35685360000934,0,1,466.3734991000092,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,53,53,53,,,,,,,,,,,None,None,0,468.3735074000142,None,468.3735074000142,469.3735413000104,469.356849600008,470.3568693000125,0,0,468.3735074000142,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,54,54,54,,,,,,,,,,,None,None,0,470.37352390002343,None,470.37352390002343,471.3735581000219,471.3568780000205,472.3568734000146,0,1,470.37352390002343,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,55,55,55,,,,,,,,,,,None,None,0,472.37353520002216,None,472.37353520002216,473.3735592000012,473.35689990001265,474.35691130001214,0,1,472.37353520002216,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,9,"[0.2, -0.2]",1,0,1,1,1,,,,,0,0,0,0,0,56,56,56,,,,,,,,,,,None,None,0,474.3735659000231,None,474.3735659000231,475.3735677000077,475.3564108000137,476.35690460001933,0,1,474.3735659000231,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,57,57,57,,,,,,,,,,,None,None,0,476.37358030001633,None,476.37358030001633,477.3735772000218,477.35692340001697,478.35692109999945,0,1,476.37358030001633,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,58,58,58,,,,,,,,,,,None,None,0,478.37358080002014,None,478.37358080002014,479.3735904000059,479.356912200019,480.3569318000227,0,1,478.37358080002014,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,59,59,59,,,,,,,,,,,None,None,0,480.3736003000231,None,480.3736003000231,481.3736207000038,481.35697540000547,482.3569688000134,0,1,480.3736003000231,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,60,60,60,,,,,,,,,,,None,None,0,482.37361160002183,None,482.37361160002183,483.3736556000076,483.3569748000009,484.35697860000073,0,1,482.37361160002183,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,61,61,61,,,,,,,,,,,None,None,0,484.37364210002124,None,484.37364210002124,485.373642999999,485.3569783999992,486.35698609999963,0,0,484.37364210002124,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,62,62,62,,,,,,,,,,,None,None,0,486.3736512000032,None,486.3736512000032,487.3736477000057,487.35699050000403,488.3569950000092,0,1,486.3736512000032,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,63,63,63,,,,,,,,,,,None,None,0,488.3736587000021,None,488.3736587000021,489.3736701000016,489.35702770002536,490.35701680000057,0,1,488.3736587000021,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,64,64,64,,,,,,,,,,,None,None,0,490.3736730000237,None,490.3736730000237,491.3737010000041,491.35702640001546,492.3570261000132,0,1,490.3736730000237,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
0,1,9,"[0.2, -0.2]",1,0,1,1,1,,,,,0,0,0,0,0,65,65,65,,,,,,,,,,,None,None,0,492.37371240000357,None,492.37371240000357,493.37369510001736,493.35704060000717,494.35704820000683,0,1,492.37371240000357,None,7,f,8,r,MCK,2022_Jan_14_1339,WASABI Nback,2020.2.10,59.98580736164073,
