	onset	duration	phase	condition
0	2.811717599979602	1.4664252999937162	cue	Chest
1	4.278142899973318	16.52406042057555	movement	Chest
2	20.789529499947093	18.01140546007082	rest	Rest
3	38.830507799983025	1.4830704999621958	cue	Left Leg
4	40.31357829994522	16.513333779992536	movement	Left Leg
5	56.86520889995154	1.4830804999219254	cue	Abdomen
6	58.348289399873465	16.510915080085397	movement	Abdomen
7	74.85630889993627	18.01212695997674	rest	Rest
8	92.8993005999364	1.4828329000156373	cue	Right Face
9	94.38213349995203	16.51030587987043	movement	Right Face
10	110.92780139995739	1.4833258000435308	cue	Right Leg
11	112.41112720000092	16.503133079968393	movement	Right Leg
12	128.96172669995576	1.4831757999490947	cue	Left Arm
13	130.44490249990486	16.50238874007482	movement	Left Arm
14	146.94037299999036	18.011954660061747	rest	Rest
15	164.99218760000076	1.4831135999411345	cue	Right Arm
16	166.4753011999419	16.508862140006386	movement	Right Arm
17	183.01598839997314	1.482822100049816	cue	Left Face
18	184.49881050002296	16.511877579963766	movement	Left Face
19	201.00738550000824	18.01224956009537	rest	Rest
20	219.05034069996327	1.4828191000269726	cue	Right Face
21	220.53315979999024	16.510478480020538	movement	Right Face
22	237.04145249992143	18.01151535997633	rest	Rest
23	255.08381829992868	1.4831314000766724	cue	Left Face
24	256.56694970000535	16.510644779889844	movement	Left Face
25	273.0743625999894	18.0129270600155	rest	Rest
26	291.1303301999578	1.483103399979882	cue	Left Arm
27	292.6134335999377	16.501521340105683	movement	Left Arm
28	309.15143450000323	1.48307079996448	cue	Left Leg
29	310.6345052999677	16.50966877990868	movement	Left Leg
30	327.1426743000047	18.01057906006463	rest	Rest
31	345.18542879994493	1.4830699999583885	cue	Chest
32	346.6684987999033	16.508987679961137	movement	Chest
33	363.17548179998994	18.012274660053663	rest	Rest
34	381.2130945000099	1.483138999901712	cue	Right Leg
35	382.6962334999116	16.504225780023262	movement	Right Leg
36	399.2349193999544	1.4830651000374928	cue	Abdomen
37	400.71798449999187	16.510968680027872	movement	Abdomen
38	417.27542359998915	1.4830849000718445	cue	Right Arm
39	418.758508500061	16.513597239856608	movement	Right Arm
40	Condition Order: 	['Chest', 'Rest', 'Left Leg', 'Abdomen', 'Rest', 'Right Face', 'Right Leg', 'Left Arm', 'Rest', 'Right Arm', 'Left Face', 'Rest', 'Right Face', 'Rest', 'Left Face', 'Rest', 'Left Arm', 'Left Leg', 'Rest', 'Chest', 'Rest', 'Right Leg', 'Abdomen', 'Right Arm']		
