RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,response_2.rt,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
1,0,,,,0,0,0,0,0,0,0,0,,,,,,,,,161.9189995000006,None,,,,,,,,,,,,,,,,,,,,,,,5,M,13,R,CJM,2021_Oct_04_2006,WASABI Nback,2020.2.10,59.98289287874596,
0,1,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,434.78768020000007,None,space,32.44118450000042,434.78768020000007,None,,,,,,,,,,,,,,,,,5,M,13,R,CJM,2021_Oct_04_2006,WASABI Nback,2020.2.10,59.98289287874596,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,0,0,0,,,,,,,,,None,None,None,None,[],None,None,None,None,None,None,[],[],None,None,,5,M,13,R,CJM,2021_Oct_04_2006,WASABI Nback,2020.2.10,59.98289287874596,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,None,None,0,470.9046294,None,470.9046294,471.9047025,471.8879702000004,None,0,1,470.9046294,None,,5,M,13,R,CJM,2021_Oct_04_2006,WASABI Nback,2020.2.10,59.98289287874596,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,None,None,0,472.2712975000004,None,472.2712975000004,473.27129740000055,473.2546295000002,474.2546376999999,0,1,472.2712975000004,None,,5,M,13,R,CJM,2021_Oct_04_2006,WASABI Nback,2020.2.10,59.98289287874596,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,None,None,0,474.2713123000003,None,474.2713123000003,475.2713282000004,475.2546572000001,476.2546525000007,0,1,474.2713123000003,None,,5,M,13,R,CJM,2021_Oct_04_2006,WASABI Nback,2020.2.10,59.98289287874596,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,None,None,0,476.2713197000003,None,476.2713197000003,477.2713295000003,477.2546790000006,478.2546785000004,0,1,476.2713197000003,None,,5,M,13,R,CJM,2021_Oct_04_2006,WASABI Nback,2020.2.10,59.98289287874596,
0,1,9,"[0.2, -0.2]",1,0,1,1,1,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,None,None,0,478.27134509999996,None,478.27134509999996,479.2713452000007,479.25467260000005,480.25469729999986,0,1,478.27134509999996,None,,5,M,13,R,CJM,2021_Oct_04_2006,WASABI Nback,2020.2.10,59.98289287874596,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,None,None,0,480.2713472000005,None,480.2713472000005,481.2713640000002,481.25468980000005,482.2546989000002,0,1,480.2713472000005,None,,5,M,13,R,CJM,2021_Oct_04_2006,WASABI Nback,2020.2.10,59.98289287874596,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,None,None,0,482.2713588000006,None,482.2713588000006,483.2713653999999,483.25471300000027,484.2547086000004,0,1,482.2713588000006,None,,5,M,13,R,CJM,2021_Oct_04_2006,WASABI Nback,2020.2.10,59.98289287874596,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,None,None,0,484.2713824000002,None,484.2713824000002,485.2713911999999,485.2547179000003,486.2547288000005,0,1,484.2713824000002,None,,5,M,13,R,CJM,2021_Oct_04_2006,WASABI Nback,2020.2.10,59.98289287874596,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,None,None,0,486.2713994000005,None,486.2713994000005,487.2714048000007,487.25473039999997,488.25474290000056,0,1,486.2713994000005,None,,5,M,13,R,CJM,2021_Oct_04_2006,WASABI Nback,2020.2.10,59.98289287874596,
0,1,5,"[0, 0]",1,0,1,1,1,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,None,None,0,488.2714016,None,488.2714016,489.27140580000014,489.25475559999995,490.2547546000005,0,1,488.2714016,None,,5,M,13,R,CJM,2021_Oct_04_2006,WASABI Nback,2020.2.10,59.98289287874596,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,None,None,0,490.27142749999985,None,490.27142749999985,491.2714272000003,491.25476340000023,492.2547783,0,1,490.27142749999985,None,,5,M,13,R,CJM,2021_Oct_04_2006,WASABI Nback,2020.2.10,59.98289287874596,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,None,None,0,492.2714439000001,None,492.2714439000001,493.2714452,493.2547861000003,494.25478939999994,0,1,492.2714439000001,None,,5,M,13,R,CJM,2021_Oct_04_2006,WASABI Nback,2020.2.10,59.98289287874596,
0,1,6,"[0.2, 0]",1,0,1,1,1,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,None,None,0,494.27145350000046,None,494.27145350000046,495.2714672000002,495.25480060000064,496.25479840000025,0,1,494.27145350000046,None,,5,M,13,R,CJM,2021_Oct_04_2006,WASABI Nback,2020.2.10,59.98289287874596,
0,1,8,"[0, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,None,None,0,496.2714719000005,None,496.2714719000005,497.271479,497.2547921000005,498.2548159000007,0,1,496.2714719000005,None,,5,M,13,R,CJM,2021_Oct_04_2006,WASABI Nback,2020.2.10,59.98289287874596,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,None,None,0,498.2714990000004,None,498.2714990000004,499.2714839,499.2548391,500.2548288000007,0,1,498.2714990000004,None,,5,M,13,R,CJM,2021_Oct_04_2006,WASABI Nback,2020.2.10,59.98289287874596,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,None,None,0,500.27149270000064,None,500.27149270000064,501.2715143000005,501.2548372000001,502.2548047,0,1,500.27149270000064,None,,5,M,13,R,CJM,2021_Oct_04_2006,WASABI Nback,2020.2.10,59.98289287874596,
