runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,runSeq,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
,,,,,25.306816400028765,None,space,5.564162599854171,25.306816400028765,None,2,M,1,2,r,MS,2021_May_03_1135,2020.2.5,bodymap1,60.000491909990345,"['Right Arm', 'Left Face', 'Left Arm', 'Right Face']",
