	onset	duration	rt	mouseclick	correct	condition	score	SID	date	sex	session
0	237.09422220103443	1.8955048210918903	1.161175699904561	0	0	Practice 2-back	0.0	2553	2023-03-07_12h06.19.173	m	2
1	239.01602550037205	1.9692377801984549			1	Practice 2-back	3.3333333333333335	2553	2023-03-07_12h06.19.173	m	2
2	241.02170300111175	1.9577554818242788	0.6451781988143921	0	1	Practice 2-back	6.666666666666667	2553	2023-03-07_12h06.19.173	m	2
3	243.02151880040765	1.9576792810112238			0	Practice 2-back	6.666666666666667	2553	2023-03-07_12h06.19.173	m	2
4	245.02148259989917	1.9567337818443775			0	Practice 2-back	6.666666666666667	2553	2023-03-07_12h06.19.173	m	2
5	247.01993410103023	1.9593398813158274			0	Practice 2-back	6.666666666666667	2553	2023-03-07_12h06.19.173	m	2
6	249.02243260107934	1.954360879957676			0	Practice 2-back	6.666666666666667	2553	2023-03-07_12h06.19.173	m	2
7	251.01863569952548	1.9612956792116165			0	Practice 2-back	6.666666666666667	2553	2023-03-07_12h06.19.173	m	2
8	253.01799770072103	1.9616327807307243	0.7472425997257233	0	1	Practice 2-back	10.0	2553	2023-03-07_12h06.19.173	m	2
9	255.0161435995251	1.9648353811353445			0	Practice 2-back	10.0	2553	2023-03-07_12h06.19.173	m	2
10	257.0177251007408	1.9612610805779696			0	Practice 2-back	10.0	2553	2023-03-07_12h06.19.173	m	2
11	259.01797199994326	1.9600351806730032	0.4467510003596544	0	1	Practice 2-back	13.333333333333334	2553	2023-03-07_12h06.19.173	m	2
12	261.0160776004195	1.9633339811116457			0	Practice 2-back	13.333333333333334	2553	2023-03-07_12h06.19.173	m	2
13	263.01978710107505	1.9556359816342592			0	Practice 2-back	13.333333333333334	2553	2023-03-07_12h06.19.173	m	2
14	265.0181932002306	1.9588201809674501			0	Practice 2-back	13.333333333333334	2553	2023-03-07_12h06.19.173	m	2
15	267.0189753007144	1.956177681684494			0	Practice 2-back	13.333333333333334	2553	2023-03-07_12h06.19.173	m	2
16	269.01706469990313	1.9595177806913853			0	Practice 2-back	13.333333333333334	2553	2023-03-07_12h06.19.173	m	2
17	271.0151448007673	1.963352682068944			0	Practice 2-back	13.333333333333334	2553	2023-03-07_12h06.19.173	m	2
18	273.01526440121233	1.9626066833734512			0	Practice 2-back	13.333333333333334	2553	2023-03-07_12h06.19.173	m	2
19	275.0191772002727	1.9548536818474531			0	Practice 2-back	13.333333333333334	2553	2023-03-07_12h06.19.173	m	2
20	277.02191360108554	1.9656261708587408			0	Practice 2-back	13.333333333333334	2553	2023-03-07_12h06.19.173	m	2
21	279.01682160049677	1.9574013818055391	1.377437299117446	0	1	Practice 2-back	16.666666666666668	2553	2023-03-07_12h06.19.173	m	2
22	281.0159585997462	1.9591387808322906			0	Practice 2-back	16.666666666666668	2553	2023-03-07_12h06.19.173	m	2
23	283.01383160054684	1.9625597782433033	1.147555898874998	0	0	Practice 2-back	16.666666666666668	2553	2023-03-07_12h06.19.173	m	2
24	285.01289390027523	1.9637456815689802			0	Practice 2-back	16.666666666666668	2553	2023-03-07_12h06.19.173	m	2
25	287.01447070017457	1.9600155800580978			0	Practice 2-back	16.666666666666668	2553	2023-03-07_12h06.19.173	m	2
26	289.0141026005149	1.9603608809411526	0.8300535995513201	0	1	Practice 2-back	20.0	2553	2023-03-07_12h06.19.173	m	2
27	291.01349749974906	1.9615061804652214			0	Practice 2-back	20.0	2553	2023-03-07_12h06.19.173	m	2
28	293.0137233007699	1.960552379488945			0	Practice 2-back	20.0	2553	2023-03-07_12h06.19.173	m	2
29	295.01434770040214	1.9583080802112818			0	Practice 2-back	20.0	2553	2023-03-07_12h06.19.173	m	2
