Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,MovementInstructionText.started,MovementInstructionRead.keys,MovementInstructionRead.rt,MovementInstructionRead.started,MovementInstructionRead.stopped,subject number,gender,session,handedness,scanner,date,psychopyVersion,expName,frameRate,runList,
148.17040089983493,None,space,410.38785689976066,148.17040089983493,None,,,,,,3,f,20,l,MK,2021_Nov_09_1522,2020.2.5,movemap,59.989657899771366,"[['Left Face', 'Right Leg', 'Rest', 'Chest', 'Right Arm', 'Abdomen', 'Rest', 'Left Leg', 'Left Arm', 'Rest', 'Right Face', 'Rest', 'Right Leg', 'Left Arm', 'Right Face', 'Rest', 'Abdomen', 'Left Leg', 'Rest', 'Left Face', 'Rest', 'Right Arm', 'Rest', 'Chest'], ['Abdomen', 'Rest', 'Left Arm', 'Rest', 'Right Face', 'Rest', 'Chest', 'Right Arm', 'Left Leg', 'Rest', 'Left Face', 'Right Leg', 'Abdomen', 'Right Leg', 'Rest', 'Left Face', 'Left Arm', 'Rest', 'Right Arm', 'Chest', 'Right Face', 'Rest', 'Left Leg', 'Rest'], ['Abdomen', 'Left Leg', 'Right Face', 'Rest', 'Right Leg', 'Right Arm', 'Left Arm', 'Rest', 'Left Face', 'Chest', 'Rest', 'Abdomen', 'Right Face', 'Left Leg', 'Rest', 'Right Arm', 'Chest', 'Rest', 'Left Face', 'Right Leg', 'Rest', 'Left Arm', 'Rest']]",
,,,,,,558.5862961001694,space,38.99601859971881,558.5862961001694,None,,,,,,,,,,,
