square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,response.click,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
8,"[0, -0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",757.4773658001795,None,757.4773658001795,758.4785134999547,758.4619381001685,None,"[0, 0, 0]",0,757.4773658001795,None,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
4,"[-0.2, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",759.4285428000148,761.42810930009,759.4285428000148,760.4285630001687,760.411857200088,761.4117630000692,"[0, 0, 0]",0,759.4285428000148,761.42810930009,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
4,"[-0.2, 0]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",761.4451685000677,763.4448178000748,761.4451685000677,762.4451623000205,762.4285027000587,763.4285226000939,"[0, 0, 0]",0,761.4451685000677,763.4448178000748,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",763.461857000133,765.461486000102,763.461857000133,764.461848200066,764.4452420000453,765.4452248001471,"[0, 0, 0]",0,763.461857000133,765.461486000102,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
4,"[-0.2, 0]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",765.4786400999874,767.4781876001507,765.4786400999874,766.4785221000202,766.4618865000084,767.4619070000481,"[0, 0, 0]",0,765.4786400999874,767.4781876001507,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
8,"[0, -0.2]",0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",767.495214600116,769.4948558001779,767.495214600116,768.4952432999853,768.4786273001228,769.4785368000157,"[0, 0, 0]",0,767.495214600116,769.4948558001779,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
,,,,,,,,,,,769.5115559999831,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,775.6692094202153,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
2,"[0, 0.2]",None,,,,,0,0,0,0,787.4972942001186,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",789.5607712001074,None,789.5607712001074,790.5619330999907,790.5453523001634,None,"[0, 0, 0]",1,789.5607712001074,None,,,,,,,,,,0.014413479948416352,5.01173378014937,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
5,"[0, 0]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",791.5454904001672,793.5450329000596,791.5454904001672,792.5454774000682,792.5287606001366,793.5287603000179,"[0, 0, 0]",1,791.5454904001672,793.5450329000596,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
3,"[0.2, 0.2]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",793.5620505001862,795.561670599971,793.5620505001862,794.5620469001587,794.5454533000011,795.5453795001376,"[0, 0, 0]",0,793.5620505001862,795.561670599971,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
5,"[0, 0]",1,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",795.5787441001739,797.5784318000078,795.5787441001739,796.5787975999992,796.56207370013,797.5621490001213,"[0, 0, 0]",0,795.5787441001739,797.5784318000078,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
2,"[0, 0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",797.627974400064,None,797.627974400064,798.6288648000918,798.6121712999884,None,"[0, 0, 0]",0,797.627974400064,None,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",799.6121962000616,801.6116826999933,799.6121962000616,800.6121327001601,800.5955087000038,801.5954007001128,"[0, 0, 0]",0,799.6121962000616,801.6116826999933,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
4,"[-0.2, 0]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",801.6287788001355,803.6285031000152,801.6287788001355,802.628860700177,802.6122052001301,803.6120543000288,"[0, 0, 0]",0,801.6287788001355,803.6285031000152,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
8,"[0, -0.2]",1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",803.6455985000357,805.6450571001042,803.6455985000357,804.6454968000762,804.6288754001725,805.6288356999867,"[0, 0, 0]",0,803.6455985000357,805.6450571001042,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
7,"[-0.2, -0.2]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",805.6621869001538,807.6618741999846,805.6621869001538,806.6621503001079,806.6455453999806,807.6455663000233,"[0, 0, 0]",0,805.6621869001538,807.6618741999846,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
8,"[0, -0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",807.6788936001249,809.6785175001714,807.6788936001249,808.6789099001326,808.6622542000841,809.662195000099,"[0, 0, 0]",0,807.6788936001249,809.6785175001714,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
,,,,,,,,,,,809.6952123001684,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,811.8520114200655,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
9,"[0.2, -0.2]",None,0,0,0,0,,,,,823.6309144999832,None,829.7611599999946,None,829.7611599999946,830.7623330000788,830.7457036999986,None,1,None,None,"[0, 0, 0]",,,829.7611599999946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015089180087670684,5.013036480173469,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
9,"[0.2, -0.2]",1,0,1,1,1,,,,,,,831.7457386001479,None,831.7457386001479,832.7456760001369,832.7290688999929,833.7291119999718,0,None,None,"[0, 0, 0]",,,831.7457386001479,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
9,"[0.2, -0.2]",1,0,2,2,2,,,,,,,833.7458110000007,833.7458110000007,833.7458110000007,834.7457812000066,834.7291034001391,835.7290570000187,0,None,None,"[0, 0, 0]",,,833.7458110000007,833.7458110000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
3,"[0.2, 0.2]",0,0,3,3,3,,,,,,,835.7457212000154,835.7457212000154,835.7457212000154,836.7457441000734,836.7290845001116,837.7289793000091,0,None,None,"[0, 0, 0]",,,835.7457212000154,835.7457212000154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
5,"[0, 0]",0,0,4,4,4,,,,,,,837.8129908000119,837.8129908000119,837.8129908000119,838.8125691001769,838.7957525001839,None,0,None,None,"[0, 0, 0]",,,837.8129908000119,837.8129908000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,839.7624266999774,None,839.7624266999774,840.7625045999885,840.7458210000768,841.7457967000082,0,None,None,"[0, 0, 0]",,,839.7624266999774,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
9,"[0.2, -0.2]",0,0,6,6,6,,,,,,,841.7625372000039,841.7625372000039,841.7625372000039,842.7624864000827,842.7458334001713,843.7458421001211,0,None,None,"[0, 0, 0]",,,841.7625372000039,841.7625372000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
6,"[0.2, 0]",0,0,7,7,7,,,,,,,843.7625381001271,843.7625381001271,843.7625381001271,844.7624828000553,844.7457374001388,845.7458807001822,0,None,None,"[0, 0, 0]",,,843.7625381001271,843.7625381001271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
2,"[0, 0.2]",0,0,8,8,8,,,,,,,845.7625482000876,845.7625482000876,845.7625482000876,846.7625080000143,846.7458645000588,847.7458079000935,0,None,None,"[0, 0, 0]",,,845.7625482000876,845.7625482000876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
2,"[0, 0.2]",1,0,9,9,9,,,,,,,847.7625210999977,847.7625210999977,847.7625210999977,848.762486499967,848.7458252001088,849.7459136000834,0,None,None,"[0, 0, 0]",,,847.7625210999977,847.7625210999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
,,,,,,,,,,,849.7622004000004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,855.9190271201078,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
2,"[0, 0.2]",None,,,,,0,0,0,0,867.1634112000465,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",869.8280486001167,None,869.8280486001167,870.8293226000387,870.8125787000172,None,"[0, 0, 0]",1,869.8280486001167,None,,,,,,,,,,0.015177380060777068,5.013244879897684,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
2,"[0, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",871.8126777000725,873.8123647000175,871.8126777000725,872.8127455001231,872.7960546000395,873.7960582000669,"[0, 0, 0]",1,871.8126777000725,873.8123647000175,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
2,"[0, 0.2]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",873.8294391999952,875.8289302999619,873.8294391999952,874.8294295000378,874.8126890000422,875.8126621001866,"[0, 0, 0]",0,873.8294391999952,875.8289302999619,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
8,"[0, -0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",875.8461224001367,877.8457415001467,875.8461224001367,876.8460314001422,876.8293330001179,877.8294267000165,"[0, 0, 0]",0,875.8461224001367,877.8457415001467,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
2,"[0, 0.2]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",877.9131619001273,None,877.9131619001273,878.912852599984,878.8961291001178,None,"[0, 0, 0]",0,877.9131619001273,None,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
5,"[0, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",879.8794053001329,881.8791176001541,879.8794053001329,880.8794855000451,880.8627375999931,881.8627647000831,"[0, 0, 0]",0,879.8794053001329,881.8791176001541,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",881.89617000008,883.8956532999873,881.89617000008,882.8961296000052,882.8794855000451,883.8794815000147,"[0, 0, 0]",0,881.89617000008,883.8956532999873,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",883.9128956000786,885.9124076999724,883.9128956000786,884.9127470999956,884.8961300000083,885.8961096999701,"[0, 0, 0]",0,883.9128956000786,885.9124076999724,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
6,"[0.2, 0]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",885.9294961001724,887.929025700083,885.9294961001724,886.9294771000277,886.9128491999581,887.9127162999939,"[0, 0, 0]",0,885.9294961001724,887.929025700083,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",887.9461288000457,889.9458163001109,887.9461288000457,888.9461576000322,888.9294976000674,889.929546300089,"[0, 0, 0]",0,887.9461288000457,889.9458163001109,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
,,,,,,,,,,,889.9625309000257,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,894.1200313200243,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
2,"[0, 0.2]",None,0,0,0,0,,,,,905.9317026000936,None,910.0283676001709,None,910.0283676001709,911.0297073000111,911.013044100022,None,1,None,None,"[0, 0, 0]",,,910.0283676001709,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01447178004309535,5.011825880035758,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
8,"[0, -0.2]",0,0,1,1,1,,,,,,,912.013090700144,None,912.013090700144,913.0130219000857,912.9964016999584,913.9963597001042,0,None,None,"[0, 0, 0]",,,912.013090700144,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",0,0,2,2,2,,,,,,,914.0130454001483,914.0130454001483,914.0130454001483,915.0130239999853,914.9963730000891,915.9963962000329,0,None,None,"[0, 0, 0]",,,914.0130454001483,914.0130454001483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,916.0130970999599,916.0130970999599,916.0130970999599,917.0131072001532,916.9964487000834,917.9963722999673,0,None,None,"[0, 0, 0]",,,916.0130970999599,916.0130970999599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
2,"[0, 0.2]",1,0,4,4,4,,,,,,,918.0802929999772,918.0802929999772,918.0802929999772,919.0799398999661,919.0630670001265,None,0,None,None,"[0, 0, 0]",,,918.0802929999772,918.0802929999772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
7,"[-0.2, -0.2]",0,0,5,5,5,,,,,,,920.0297954999842,None,920.0297954999842,921.0297952999827,921.0131502000149,922.0131638001185,0,None,None,"[0, 0, 0]",,,920.0297954999842,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
9,"[0.2, -0.2]",0,0,6,6,6,,,,,,,922.0297683000099,922.0297683000099,922.0297683000099,923.0297292000614,923.0130978000816,924.013091100147,0,None,None,"[0, 0, 0]",,,922.0297683000099,922.0297683000099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
9,"[0.2, -0.2]",1,0,7,7,7,,,,,,,924.0297368001193,924.0297368001193,924.0297368001193,925.0298492000438,925.0131722001825,926.0131543001626,0,None,None,"[0, 0, 0]",,,924.0297368001193,924.0297368001193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
4,"[-0.2, 0]",0,0,8,8,8,,,,,,,926.0298748000059,926.0298748000059,926.0298748000059,927.029787100153,927.013149500126,928.0131246000528,0,None,None,"[0, 0, 0]",,,926.0298748000059,926.0298748000059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
5,"[0, 0]",0,0,9,9,9,,,,,,,928.0297838000115,928.0297838000115,928.0297838000115,929.029686300084,929.0131412001792,930.0131016001105,0,None,None,"[0, 0, 0]",,,928.0297838000115,928.0297838000115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
,,,,,,,,,,,930.0294556999579,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,936.1861514206976,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
2,"[0, 0.2]",None,0,0,0,0,,,,,947.3973352001049,None,950.0787051999941,None,950.0787051999941,951.0798690000083,951.0633390001021,None,1,None,None,"[0, 0, 0]",,,950.0787051999941,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015395479509606957,5.013860579580069,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
2,"[0, 0.2]",1,0,1,1,1,,,,,,,952.0634388001636,None,952.0634388001636,953.0633883001283,953.0467095000204,954.046680400148,0,None,None,"[0, 0, 0]",,,952.0634388001636,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",0,0,2,2,2,,,,,,,954.0633629001677,954.0633629001677,954.0633629001677,955.0633348999545,955.0466859000735,956.0466414999682,0,None,None,"[0, 0, 0]",,,954.0633629001677,954.0633629001677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,956.0633429000154,956.0633429000154,956.0633429000154,957.0633308000397,957.0465934001841,958.0466905001085,0,None,None,"[0, 0, 0]",,,956.0633429000154,956.0633429000154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
2,"[0, 0.2]",1,0,4,4,4,,,,,,,958.1140018999577,958.1140018999577,958.1140018999577,959.1135388000403,959.0967209001537,None,0,None,None,"[0, 0, 0]",,,958.1140018999577,958.1140018999577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,960.0801389000844,None,960.0801389000844,961.0800473999698,961.0633594000246,962.0633492001798,0,None,None,"[0, 0, 0]",,,960.0801389000844,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
6,"[0.2, 0]",0,0,6,6,6,,,,,,,962.080081500113,962.080081500113,962.080081500113,963.0799746999983,963.0633731000125,964.0634445999749,0,None,None,"[0, 0, 0]",,,962.080081500113,962.080081500113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
8,"[0, -0.2]",0,0,7,7,7,,,,,,,964.0801319000311,964.0801319000311,964.0801319000311,965.0801030001603,965.0634854000527,966.0634027000051,0,None,None,"[0, 0, 0]",,,964.0801319000311,964.0801319000311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
9,"[0.2, -0.2]",0,0,8,8,8,,,,,,,966.0801687999628,966.0801687999628,966.0801687999628,967.0801031000447,967.0634391000494,968.0634249001741,0,None,None,"[0, 0, 0]",,,966.0801687999628,966.0801687999628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
