square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,response.click,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
8,"[0, -0.2]",1,0,9,9,9,,,,,,,1713.202695199987,1713.202695199987,1713.202695199987,1714.2026947000995,1714.1860116000753,1715.1860422999598,0,None,None,"[0, 0, 0]",,,1713.202695199987,1713.202695199987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
,,,,,,,,,,,1715.2023457000032,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.40740740740741,1714.859595820075,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
3,"[0.2, 0.2]",None,,,,,0,0,0,0,1729.2723348999862,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1735.2682354000863,None,1735.2682354000863,1736.2695165001787,1736.252891600132,None,"[0, 0, 0]",1,1735.2682354000863,None,,,,,,,,,,0.014697280013933778,5.012082580011338,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
3,"[0.2, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1737.2529502001125,1739.252517200075,1737.2529502001125,1738.2528918001335,1738.2361912000924,1739.2362067999784,"[0, 0, 0]",1,1737.2529502001125,1739.252517200075,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
5,"[0, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1739.2695619000588,1741.2693453000393,1739.2695619000588,1740.2697328000795,1740.2530325001571,1741.2528203001712,"[0, 0, 0]",0,1739.2695619000588,1741.2693453000393,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1741.2862556001637,1743.2858979001176,1741.2862556001637,1742.2862331999931,1742.2695917000528,1743.2695546001196,"[0, 0, 0]",0,1741.2862556001637,1743.2858979001176,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
5,"[0, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1743.370026800083,None,1743.370026800083,1744.3696890999563,1744.352994600078,None,"[0, 0, 0]",0,1743.370026800083,None,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1745.3196901001502,1747.3192519000731,1745.3196901001502,1746.319608000107,1746.3028941000812,1747.302994800033,"[0, 0, 0]",0,1745.3196901001502,1747.3192519000731,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
5,"[0, 0]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1747.3363416001666,1749.3359159000684,1747.3363416001666,1748.336289800005,1748.31963849999,1749.3196441000327,"[0, 0, 0]",0,1747.3363416001666,1749.3359159000684,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1749.353033900028,1751.3526361000258,1749.353033900028,1750.3530296999961,1750.3363122001756,1751.3363126001786,"[0, 0, 0]",0,1749.353033900028,1751.3526361000258,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
5,"[0, 0]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1751.369653900154,1753.3692805001047,1751.369653900154,1752.3696614000946,1752.3530390001833,1753.3530107000843,"[0, 0, 0]",0,1751.369653900154,1753.3692805001047,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
7,"[-0.2, -0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1753.3863586001098,1755.3859078001697,1753.3863586001098,1754.386342999991,1754.369687500177,1755.3696685000323,"[0, 0, 0]",0,1753.3863586001098,1755.3859078001697,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
,,,,,,,,,,,1755.4026878001168,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,1757.5596165203024,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
6,"[0.2, 0]",None,,,,,0,0,0,0,1769.4548323999625,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1775.4518641000614,None,1775.4518641000614,1776.4531847999897,1776.4365060001146,None,"[0, 0, 0]",1,1775.4518641000614,None,,,,,,,,,,0.015082379803061485,5.013072179630399,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1777.4365395000204,1779.4361411000136,1777.4365395000204,1778.4365332999732,1778.4198729000054,1779.4198935001623,"[0, 0, 0]",1,1777.4365395000204,1779.4361411000136,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
6,"[0.2, 0]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1779.4532653000206,1781.4528469999786,1779.4532653000206,1780.4532133999746,1780.4364968000446,1781.4365475000814,"[0, 0, 0]",0,1779.4532653000206,1781.4528469999786,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
4,"[-0.2, 0]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1781.469806500012,1783.4695868999697,1781.469806500012,1782.469959900016,1782.453238400165,1783.4532058001496,"[0, 0, 0]",0,1781.469806500012,1783.4695868999697,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1783.553746700054,None,1783.553746700054,1784.5533926000353,1784.5365669999737,None,"[0, 0, 0]",0,1783.553746700054,None,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1785.503316000104,1787.5028901000042,1785.503316000104,1786.5033156999853,1786.4866210001055,1787.486596800154,"[0, 0, 0]",0,1785.503316000104,1787.5028901000042,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1787.5200430001132,1789.5195808999706,1787.5200430001132,1788.5199687001295,1788.503204200184,1789.5033050000202,"[0, 0, 0]",0,1787.5200430001132,1789.5195808999706,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
8,"[0, -0.2]",1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1789.5366636000108,1791.5362356000114,1789.5366636000108,1790.5366335001308,1790.5200402999762,1791.5199800999835,"[0, 0, 0]",0,1789.5366636000108,1791.5362356000114,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1791.5533076000866,1793.5529583999887,1791.5533076000866,1792.5533072000835,1792.5366334000137,1793.536616400117,"[0, 0, 0]",0,1791.5533076000866,1793.5529583999887,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
6,"[0.2, 0]",0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1793.570024000015,1795.5696344999596,1793.570024000015,1794.57002250012,1794.553344000131,1795.5533487000503,"[0, 0, 0]",0,1793.570024000015,1795.5696344999596,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
,,,,,,,,,,,1795.586234900169,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,1799.7436110202689,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
3,"[0.2, 0.2]",None,0,0,0,0,,,,,1811.672225000104,None,1815.6522238000762,None,1815.6522238000762,1816.6535048000515,1816.6201603000518,1817.6201359000988,1,None,None,"[0, 0, 0]",,,1815.6522238000762,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01473477971740067,5.012382079847157,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
4,"[-0.2, 0]",0,0,1,1,1,,,,,,,1817.636815899983,None,1817.636815899983,1818.6368222001474,1818.6202096999623,1819.6201427001506,0,None,None,"[0, 0, 0]",,,1817.636815899983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",0,0,2,2,2,,,,,,,1819.6368841000367,1819.6368841000367,1819.6368841000367,1820.636857100064,1820.6202215000521,1821.620215400122,0,None,None,"[0, 0, 0]",,,1819.6368841000367,1819.6368841000367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,1821.6368943999987,1821.6368943999987,1821.6368943999987,1822.6369044000749,1822.6201996000018,1823.6202120999806,0,None,None,"[0, 0, 0]",,,1821.6368943999987,1821.6368943999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
2,"[0, 0.2]",1,0,4,4,4,,,,,,,1823.6692612001207,1823.6692612001207,1823.6692612001207,1824.6703099000733,1824.6535660000518,None,0,None,None,"[0, 0, 0]",,,1823.6692612001207,1823.6692612001207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
5,"[0, 0]",0,0,5,5,5,,,,,,,1825.653578300029,None,1825.653578300029,1826.6535873000976,1826.6369362999685,1827.63693040004,0,None,None,"[0, 0, 0]",,,1825.653578300029,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",0,0,6,6,6,,,,,,,1827.65360160009,1827.65360160009,1827.65360160009,1828.6536109000444,1828.6369821000844,1829.636950999964,0,None,None,"[0, 0, 0]",,,1827.65360160009,1827.65360160009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",1,0,7,7,7,,,,,,,1829.653629500186,1829.653629500186,1829.653629500186,1830.6536416001618,1830.636948400177,1831.6369447000325,0,None,None,"[0, 0, 0]",,,1829.653629500186,1829.653629500186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
8,"[0, -0.2]",0,0,8,8,8,,,,,,,1831.65362560004,1831.65362560004,1831.65362560004,1832.6536612999626,1832.6369940000586,1833.6369924000464,0,None,None,"[0, 0, 0]",,,1831.65362560004,1831.65362560004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
7,"[-0.2, -0.2]",0,0,9,9,9,,,,,,,1833.6536372001283,1833.6536372001283,1833.6536372001283,1834.6536656001117,1834.6369604000356,1835.637002200121,0,None,None,"[0, 0, 0]",,,1833.6536372001283,1833.6536372001283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
,,,,,,,,,,,1835.6532598000485,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,1837.810671720188,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
7,"[-0.2, -0.2]",None,,,,,0,0,0,0,1849.8724194001406,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1855.7192140000407,None,1855.7192140000407,1856.7204520001542,1856.7037973001134,None,"[0, 0, 0]",1,1855.7192140000407,None,,,,,,,,,,0.014662079978734255,5.0122796799987555,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
7,"[-0.2, -0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1857.703836900182,1859.703456300078,1857.703836900182,1858.7038416999858,1858.6871689001564,1859.6871658000164,"[0, 0, 0]",1,1857.703836900182,1859.703456300078,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
7,"[-0.2, -0.2]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1859.7205399000086,1861.7201120001264,1859.7205399000086,1860.7204934000038,1860.703847100027,1861.7038325001486,"[0, 0, 0]",0,1859.7205399000086,1861.7201120001264,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
5,"[0, 0]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1861.7372107000556,1863.7368130001705,1861.7372107000556,1862.7371896000113,1862.7204638000112,1863.7205410001334,"[0, 0, 0]",0,1861.7372107000556,1863.7368130001705,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1863.7859052000567,None,1863.7859052000567,1864.7871978001203,1864.7871978001203,None,"[0, 0, 0]",0,1863.7859052000567,None,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
6,"[0.2, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1865.77056240011,1867.7701861001551,1865.77056240011,1866.7705378001556,1866.7539041000418,1867.7539107999764,"[0, 0, 0]",0,1865.77056240011,1867.7701861001551,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1867.78723620018,1869.7868619000074,1867.78723620018,1868.7872650001664,1868.770558099961,1869.7705869001802,"[0, 0, 0]",0,1867.78723620018,1869.7868619000074,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1869.8040394999553,1871.8035573000088,1869.8040394999553,1870.8039236001205,1870.787295000162,1871.7872542999685,"[0, 0, 0]",0,1869.8040394999553,1871.8035573000088,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
6,"[0.2, 0]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1871.8206420000643,1873.8202309999615,1871.8206420000643,1872.8205646001734,1872.8039430000354,1873.803935199976,"[0, 0, 0]",0,1871.8206420000643,1873.8202309999615,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
7,"[-0.2, -0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1873.8373006000184,1875.836944699986,1873.8373006000184,1874.8372986000031,1874.820657900069,1875.820617099991,"[0, 0, 0]",0,1873.8373006000184,1875.836944699986,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
,,,,,,,,,,,1875.8536185000557,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,1878.0105074199382,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
4,"[-0.2, 0]",None,,,,,0,0,0,0,1889.8211052999832,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1895.9028266000096,None,1895.9028266000096,1896.9041309000459,1896.8874512000475,None,"[0, 0, 0]",1,1895.9028266000096,None,,,,,,,,,,0.015066380146890879,5.012920380104333,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
5,"[0, 0]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1897.8875015999656,1899.8870095000602,1897.8875015999656,1898.8875119001605,1898.8708298001438,1899.8708042001817,"[0, 0, 0]",1,1897.8875015999656,1899.8870095000602,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
6,"[0.2, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1899.9041506000794,1901.9037938001566,1899.9041506000794,1900.9040964001324,1900.887493800139,1901.8874471001327,"[0, 0, 0]",0,1899.9041506000794,1901.9037938001566,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1901.920840300154,1903.9203959000297,1901.920840300154,1902.9208653999958,1902.9041731001344,1903.9041875000112,"[0, 0, 0]",0,1901.920840300154,1903.9203959000297,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
6,"[0.2, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1903.9881152999587,None,1903.9881152999587,1904.9876676001586,1904.9708921001293,None,"[0, 0, 0]",0,1903.9881152999587,None,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
1,"[-0.2, 0.2]",1,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1905.9541301999707,1907.953867000062,1905.9541301999707,1906.9542221999727,1906.9375305001158,1907.937557999976,"[0, 0, 0]",0,1905.9541301999707,1907.953867000062,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
2,"[0, 0.2]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1907.9710349000525,1909.9705446001608,1907.9710349000525,1908.970861800015,1908.954242600128,1909.9542267001234,"[0, 0, 0]",0,1907.9710349000525,1909.9705446001608,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
3,"[0.2, 0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1909.9876115000807,1911.9871908000205,1909.9876115000807,1910.987579900073,1910.970915300073,1911.9708986000624,"[0, 0, 0]",0,1909.9876115000807,1911.9871908000205,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
6,"[0.2, 0]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1912.004237700021,1914.003938200185,1912.004237700021,1913.0042571001686,1912.9876057000365,1913.987628800096,"[0, 0, 0]",0,1912.004237700021,1914.003938200185,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
3,"[0.2, 0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1914.021007400006,1916.0205892000813,1914.021007400006,1915.020817700075,1915.0042513001245,1916.0041983001865,"[0, 0, 0]",0,1914.021007400006,1916.0205892000813,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
,,,,,,,,,,,1916.0372707000934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,1918.194650220219,,,,999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
6,"[0.2, 0]",None,0,0,0,0,,,,,1930.1396727000829,None,1936.1031359999906,None,1936.1031359999906,1937.1044750001747,1937.0877615001518,None,1,None,None,"[0, 0, 0]",,,1936.1031359999906,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014657279942184687,5.012211180059239,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Sep_03_1118,2020.2.10,distractmap2,59.84916813454082,"['Left Arm', 'Right Arm', 'Right Face', 'Abdomen']",
