square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
6,"[0.2, 0]",0,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",181.53605150000658,183.53560660011135,181.53605150000658,182.53606170008425,182.51939670008142,183.51939540007152,"[0, 0, 0]",0,181.53605150000658,183.53560660011135,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
3,"[0.2, 0.2]",0,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",183.55269060004503,185.55236990004778,183.55269060004503,184.55275470006745,184.5360737000592,185.53607200004626,"[0, 0, 0]",0,183.55269060004503,185.55236990004778,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
6,"[0.2, 0]",1,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",185.56939459999558,187.56907130009495,185.56939459999558,186.569455100107,186.55274510011077,187.5527759999968,"[0, 0, 0]",0,185.56939459999558,187.56907130009495,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
5,"[0, 0]",0,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",187.58610820001923,189.5857497000834,187.58610820001923,188.5861075000139,188.5694471000461,189.56941910006572,"[0, 0, 0]",0,187.58610820001923,189.5857497000834,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
7,"[-0.2, -0.2]",0,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",189.60269900003914,191.60244280006737,189.60269900003914,190.6027849999955,190.58610549999867,191.58614160004072,"[0, 0, 0]",0,189.60269900003914,191.60244280006737,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
5,"[0, 0]",1,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",191.61944420007057,193.61908510001376,191.61944420007057,192.61948480003048,192.60278519999702,193.6027423000196,"[0, 0, 0]",0,191.61944420007057,193.61908510001376,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
1,"[-0.2, 0.2]",0,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",193.63616750005167,195.63580990000628,193.63616750005167,194.63615000003483,194.6195179000497,195.6194573000539,"[0, 0, 0]",0,193.63616750005167,195.63580990000628,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
7,"[-0.2, -0.2]",0,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",195.65284350002185,197.6524888999993,195.65284350002185,196.6528209000826,196.63619089999702,197.63614420010708,"[0, 0, 0]",0,195.65284350002185,197.6524888999993,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
9,"[0.2, -0.2]",0,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",197.66951320006046,199.66916560009122,197.66951320006046,198.66948969999794,198.65282800002024,199.65281950007193,"[0, 0, 0]",0,197.66951320006046,199.66916560009122,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
3,"[0.2, 0.2]",0,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",199.68617600004654,201.6858424000675,199.68617600004654,200.68624250008725,200.66952800005674,201.6695108000422,"[0, 0, 0]",0,199.68617600004654,201.6858424000675,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
9,"[0.2, -0.2]",1,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",201.702784000081,203.70248560002074,201.702784000081,202.70271120010875,202.68619300005957,203.68625590007287,"[0, 0, 0]",0,201.702784000081,203.70248560002074,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
6,"[0.2, 0]",0,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",203.71953280002344,205.71902900002897,203.71953280002344,204.7195244000759,204.7028875000542,205.70289820001926,"[0, 0, 0]",0,203.71953280002344,205.71902900002897,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
2,"[0, 0.2]",0,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",205.73627130000386,207.73583860008512,205.73627130000386,206.73629900009837,206.71952949999832,207.71954830002505,"[0, 0, 0]",0,205.73627130000386,207.73583860008512,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
5,"[0, 0]",0,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",207.75287870003376,209.7525386000052,207.75287870003376,208.75292950007133,208.73625890002586,209.73626430006698,"[0, 0, 0]",0,207.75287870003376,209.7525386000052,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,209.80124820000492,None,space,209.80124820000492,None,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
5,"[0, 0]",None,0,0,0,0,,,,,266.78495590004604,None,273.5520814000629,None,273.5520814000629,274.5533294000197,274.5200893000001,275.5200702000875,1,None,None,"[0, 0, 0]",,,273.5520814000629,None,,,,,,,,,,,,,,,,,,,216.5185706000775,216.5185706000775,None,space,16.319700499996543,216.5185706000775,None,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
5,"[0, 0]",1,0,1,1,1,,,,,,,275.5367022000719,None,275.5367022000719,276.53673460008577,276.52009540004656,277.52003490005154,0,None,None,"[0, 0, 0]",,,275.5367022000719,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
4,"[-0.2, 0]",0,0,2,2,2,,,,,,,277.5367792000761,277.5367792000761,277.5367792000761,278.53675580001436,278.5200961000519,279.5200813000556,0,None,None,"[0, 0, 0]",,,277.5367792000761,277.5367792000761,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,279.53679020004347,279.53679020004347,279.53679020004347,280.53676230006386,280.5201074000215,281.5201377000194,0,None,None,"[0, 0, 0]",,,279.53679020004347,279.53679020004347,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
6,"[0.2, 0]",0,0,4,4,4,,,,,,,281.5858591001015,281.5858591001015,281.5858591001015,282.58689080004115,282.57013490004465,None,0,None,None,"[0, 0, 0]",,,281.5858591001015,281.5858591001015,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
8,"[0, -0.2]",0,0,5,5,5,,,,,,,283.5535173000535,None,283.5535173000535,284.5534844000358,284.5367838999955,285.53682180005126,0,None,None,"[0, 0, 0]",,,283.5535173000535,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
1,"[-0.2, 0.2]",0,0,6,6,6,,,,,,,285.5534743000753,285.5534743000753,285.5534743000753,286.5534992000321,286.53682830010075,287.5369555000216,0,None,None,"[0, 0, 0]",,,285.5534743000753,285.5534743000753,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
4,"[-0.2, 0]",0,0,7,7,7,,,,,,,287.5536552000558,287.5536552000558,287.5536552000558,288.55353610008024,288.536819800036,289.53682050004136,0,None,None,"[0, 0, 0]",,,287.5536552000558,287.5536552000558,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
8,"[0, -0.2]",0,0,8,8,8,,,,,,,289.5535025000572,289.5535025000572,289.5535025000572,290.55350060004275,290.5367570000235,291.5368737000972,0,None,None,"[0, 0, 0]",,,289.5535025000572,289.5535025000572,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
8,"[0, -0.2]",1,0,9,9,9,,,,,,,291.55357150000054,291.55357150000054,291.55357150000054,292.55350400006864,292.53688240004703,293.5368677000515,0,None,None,"[0, 0, 0]",,,291.55357150000054,291.55357150000054,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",999,m,2,99,r,TEST,2021_Aug_20_1058,distractmap,2020.2.10,59.99847601313559,"['Left Face', 'Abdomen']",
,,,,,,,,,,,293.5543607000727,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
