square,location,corrAns,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,fixation_rest.started,fixation_rest.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,bodysite1 temp,bodysite2 temp,date,psychopyVersion,expName,frameRate,body_site_order,
7,"[-0.2, -0.2]",0.0,0,23,23,23,,,None,None,"[0, 0, 0]",179.8123582000262,181.81238120002672,179.8123582000262,180.8123695999966,180.79572980001103,181.795727299992,"[0, 0, 0]",1,179.8123582000262,181.81238120002672,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
9,"[0.2, -0.2]",0.0,0,24,24,24,,,None,None,"[0, 0, 0]",181.82906620000722,183.82908210001187,181.82906620000722,182.82909459999064,182.81240549997892,183.81241950002732,"[0, 0, 0]",1,181.82906620000722,183.82908210001187,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
3,"[0.2, 0.2]",0.0,0,25,25,25,,,None,None,"[0, 0, 0]",183.84574640000938,185.84576260001631,183.84574640000938,184.84576840000227,184.82909439998912,185.82911809999496,"[0, 0, 0]",1,183.84574640000938,185.84576260001631,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
9,"[0.2, -0.2]",1.0,0,26,26,26,,,None,None,"[0, 0, 0]",185.86244980001356,187.86244639998768,185.86244980001356,186.8624505000189,186.84577489999356,187.84575500001665,"[0, 0, 0]",0,185.86244980001356,187.86244639998768,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
6,"[0.2, 0]",0.0,0,27,27,27,,,None,None,"[0, 0, 0]",187.87915090000024,189.87915470002918,187.87915090000024,188.87913170002867,188.8624898000271,189.8624968000222,"[0, 0, 0]",1,187.87915090000024,189.87915470002918,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
2,"[0, 0.2]",0.0,0,28,28,28,,,None,None,"[0, 0, 0]",189.89567990001524,191.89582640002482,189.89567990001524,190.89581910002744,190.87919690000126,191.87916820001556,"[0, 0, 0]",1,189.89567990001524,191.89582640002482,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
5,"[0, 0]",0.0,0,29,29,29,,,None,None,"[0, 0, 0]",191.91249529999914,193.91251499997452,191.91249529999914,192.91250919998856,192.89586669998243,193.89584549999563,"[0, 0, 0]",1,191.91249529999914,193.91251499997452,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
,,,,,,,,,,,,,,,,,,,,,,193.9458601999795,None,space,193.9458601999795,None,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
3,"[0.2, 0.2]",None,0,0,0,0,488.748987799976,None,None,None,"[0, 0, 0]",491.31532150000567,None,491.31532150000567,492.31530369998654,492.2986434000195,493.29869790002704,"[0, 0, 0]",1,491.31532150000567,None,,,,,,240.67992299998878,240.67992299998878,None,space,125.82088489999296,240.67992299998878,None,456.19829209998716,None,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
3,"[0.2, 0.2]",None,0,1,1,1,,,None,None,"[0, 0, 0]",493.31532880000304,495.3153455000138,493.31532880000304,494.31534329999704,494.2986769999843,495.2986713999999,"[0, 0, 0]",1,493.31532880000304,495.3153455000138,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
5,"[0, 0]",0.0,0,2,2,2,,,None,None,"[0, 0, 0]",495.3319980999804,497.3320339000202,495.3319980999804,496.3320148999919,496.3153437000001,497.31538310000906,"[0, 0, 0]",1,495.3319980999804,497.3320339000202,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
1,"[-0.2, 0.2]",0.0,0,3,3,3,,,None,None,"[0, 0, 0]",497.3486869999906,499.34869459999027,497.3486869999906,498.3487054000143,498.3320381999947,499.3320368999848,"[0, 0, 0]",1,497.3486869999906,499.34869459999027,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
5,"[0, 0]",1.0,0,4,4,4,,,None,None,"[0, 0, 0]",499.3989992000279,None,499.3989992000279,500.39871759997914,500.38207990000956,None,"[0, 0, 0]",0,499.3989992000279,None,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
8,"[0, -0.2]",0.0,0,5,5,5,,,None,None,"[0, 0, 0]",501.3819866999984,503.38208790001227,501.3819866999984,502.38206410000566,502.3654155000113,503.36540220002644,"[0, 0, 0]",1,501.3819866999984,503.38208790001227,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
5,"[0, 0]",1.0,0,6,6,6,,,None,None,"[0, 0, 0]",503.39874209999107,505.3987318999716,503.39874209999107,504.3987631999771,504.38208349997876,505.3820956000127,"[0, 0, 0]",1,503.39874209999107,505.3987318999716,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
7,"[-0.2, -0.2]",0.0,0,7,7,7,,,None,None,"[0, 0, 0]",505.41540410002926,507.41545919998316,505.41540410002926,506.41545219998807,506.39876000001095,507.39878380001755,"[0, 0, 0]",1,505.41540410002926,507.41545919998316,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
5,"[0, 0]",1.0,0,8,8,8,,,None,None,"[0, 0, 0]",507.43211779999547,509.43213959998684,507.43211779999547,508.43212740001036,508.4154790000175,509.41548119997606,"[0, 0, 0]",0,507.43211779999547,509.43213959998684,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
7,"[-0.2, -0.2]",1.0,0,9,9,9,,,None,None,"[0, 0, 0]",509.4488107999787,511.4488127999939,509.4488107999787,510.4488079000148,510.4321576000075,511.43217350001214,"[0, 0, 0]",1,509.4488107999787,511.4488127999939,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
,,,,,,,,,,,,,,,,,,,,,,511.49882839998463,None,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.17283950617284,500.4796028099954,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
6,"[0.2, 0]",None,0,0,0,0,529.5323972000042,None,None,None,"[0, 0, 0]",531.5656834000256,None,531.5656834000256,532.565678599989,532.5490208999836,533.5490345999715,"[0, 0, 0]",1,531.5656834000256,None,,,,,,,,,,,,,,,,,0.01274379005189985,5.008373190066777,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
1,"[-0.2, 0.2]",None,0,1,1,1,,,None,None,"[0, 0, 0]",533.5656869999948,535.5657253999962,533.5656869999948,534.565707599977,534.5490414000233,535.549059699988,"[0, 0, 0]",1,533.5656869999948,535.5657253999962,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
6,"[0.2, 0]",1.0,0,2,2,2,,,None,None,"[0, 0, 0]",535.5823797999765,537.5823937000241,535.5823797999765,536.58238789998,536.5657291000243,537.5657397999894,"[0, 0, 0]",1,535.5823797999765,537.5823937000241,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
4,"[-0.2, 0]",0.0,0,3,3,3,,,None,None,"[0, 0, 0]",537.5990774999955,539.5990939000039,537.5990774999955,538.5990706000011,538.5824099999736,539.5824743999983,"[0, 0, 0]",1,537.5990774999955,539.5990939000039,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
1,"[-0.2, 0.2]",0.0,0,4,4,4,,,None,None,"[0, 0, 0]",539.6827076000045,None,539.6827076000045,540.6824455999886,540.6657484999741,None,"[0, 0, 0]",1,539.6827076000045,None,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
8,"[0, -0.2]",0.0,0,5,5,5,,,None,None,"[0, 0, 0]",541.6324387000059,543.6324645000277,541.6324387000059,542.6324474000139,542.6157220000168,543.6157897000085,"[0, 0, 0]",1,541.6324387000059,543.6324645000277,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
1,"[-0.2, 0.2]",1.0,0,6,6,6,,,None,None,"[0, 0, 0]",543.6490865999949,545.6491597000277,543.6490865999949,544.6491369000287,544.6324799000286,545.6324967999826,"[0, 0, 0]",1,543.6490865999949,545.6491597000277,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
8,"[0, -0.2]",1.0,0,7,7,7,,,None,None,"[0, 0, 0]",545.6658090000274,547.6657882999862,545.6658090000274,546.6658221000107,546.6491568000056,547.6491319999914,"[0, 0, 0]",0,545.6658090000274,547.6657882999862,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
1,"[-0.2, 0.2]",1.0,0,8,8,8,,,None,None,"[0, 0, 0]",547.6825257000164,549.6825144999893,547.6825257000164,548.6825127999764,548.6656926000142,549.6658668000018,"[0, 0, 0]",1,547.6825257000164,549.6825144999893,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
6,"[0.2, 0]",0.0,0,9,9,9,,,None,None,"[0, 0, 0]",549.6991921999725,551.6991973000113,549.6991921999725,550.6992017999873,550.6825394000043,551.6825413000188,"[0, 0, 0]",1,549.6991921999725,551.6991973000113,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
,,,,,,,,,,,,,,,,,,,,,,551.7325468999916,None,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.802469135802475,541.2301587100374,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
7,"[-0.2, -0.2]",None,0,0,0,0,568.9996606999775,None,None,None,"[0, 0, 0]",571.7994156000204,None,571.7994156000204,572.799301800027,572.7827320999932,573.7826658000122,"[0, 0, 0]",1,571.7994156000204,None,,,,,,,,,,,,,,,,,0.012544389988761395,5.008258290006779,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
7,"[-0.2, -0.2]",None,0,1,1,1,,,None,None,"[0, 0, 0]",573.7993927000207,575.7993916000123,573.7993927000207,574.799409899977,574.7827520000283,575.7827537999838,"[0, 0, 0]",1,573.7993927000207,575.7993916000123,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
7,"[-0.2, -0.2]",1.0,0,2,2,2,,,None,None,"[0, 0, 0]",575.8160595999798,577.8160973999766,575.8160595999798,576.8160983999842,576.7994506999967,577.799445600016,"[0, 0, 0]",1,575.8160595999798,577.8160973999766,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
5,"[0, 0]",0.0,0,3,3,3,,,None,None,"[0, 0, 0]",577.8327809000039,579.8327985000215,577.8327809000039,578.8328029999975,578.8161214999855,579.8161175000132,"[0, 0, 0]",1,577.8327809000039,579.8327985000215,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
1,"[-0.2, 0.2]",0.0,0,4,4,4,,,None,None,"[0, 0, 0]",579.8830892000115,None,579.8830892000115,580.8827955999877,580.8661337000085,None,"[0, 0, 0]",1,579.8830892000115,None,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
6,"[0.2, 0]",0.0,0,5,5,5,,,None,None,"[0, 0, 0]",581.8661527999793,583.8661775999935,581.8661527999793,582.8661341000115,582.8495097000268,583.8495284999954,"[0, 0, 0]",1,581.8661527999793,583.8661775999935,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
1,"[-0.2, 0.2]",1.0,0,6,6,6,,,None,None,"[0, 0, 0]",583.8828363000066,585.8828396999743,583.8828363000066,584.8828543000272,584.8661649000132,585.8661780999973,"[0, 0, 0]",1,583.8828363000066,585.8828396999743,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
7,"[-0.2, -0.2]",0.0,0,7,7,7,,,None,None,"[0, 0, 0]",585.8995235000039,587.8995404000161,585.8995235000039,586.8995466000051,586.8828673000098,587.8828719999874,"[0, 0, 0]",1,585.8995235000039,587.8995404000161,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
6,"[0.2, 0]",0.0,0,8,8,8,,,None,None,"[0, 0, 0]",587.9162138000247,589.9162163999863,587.9162138000247,588.9162087999866,588.8995568000246,589.899564900028,"[0, 0, 0]",0,587.9162138000247,589.9162163999863,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
7,"[-0.2, -0.2]",1.0,0,9,9,9,,,None,None,"[0, 0, 0]",589.932882299996,591.9329065000056,589.932882299996,590.932882699999,590.9162496000063,591.9162430000142,"[0, 0, 0]",1,589.932882299996,591.9329065000056,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
,,,,,,,,,,,,,,,,,,,,,,591.9495771999937,None,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.123456790123456,579.4473745099967,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
,,,,,,,626.9665785999969,None,,,,,,,,,,,,,,,,,,,,,,,,,,606.9663754000212,None,37.098765432098766,615.6104121099343,0.012373690027743578,5.0079705900279805,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
,,,,,,,661.9835347000044,None,,,,,,,,,,,,,,,,,,,,,,,,,,641.9833762000198,None,37.160493827160494,645.0459353099577,0.01636349008185789,5.015753490035422,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
,,,,,,,697.0006008999771,None,,,,,,,,,,,,,,,,,,,,,,,,,,677.0003809999907,None,38.88888888888889,681.3296471099602,0.014413290075026453,5.011865690059494,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
4,"[-0.2, 0]",None,0,0,0,0,710.0340233999887,None,None,None,"[0, 0, 0]",717.0507589000044,None,717.0507589000044,718.0507760000182,718.0340958000161,719.034136799979,"[0, 0, 0]",1,717.0507589000044,None,,,,,,,,,,,,,,,,,0.014418290054891258,5.01174449006794,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
5,"[0, 0]",None,0,1,1,1,,,None,None,"[0, 0, 0]",719.0507966000005,721.0507795999874,719.0507966000005,720.0508387999726,720.0341569000157,721.0341321000014,"[0, 0, 0]",1,719.0507966000005,721.0507795999874,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
6,"[0.2, 0]",0.0,0,2,2,2,,,None,None,"[0, 0, 0]",721.067476199998,723.0675145999994,721.067476199998,722.0674642000231,722.0508005999727,723.0508708999841,"[0, 0, 0]",1,721.067476199998,723.0675145999994,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
1,"[-0.2, 0.2]",0.0,0,3,3,3,,,None,None,"[0, 0, 0]",723.0841855999897,725.0841743000201,723.0841855999897,724.0841658000136,724.0674971999833,725.0675038999761,"[0, 0, 0]",1,723.0841855999897,725.0841743000201,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
6,"[0.2, 0]",1.0,0,4,4,4,,,None,None,"[0, 0, 0]",725.1008172999718,727.1008547000238,725.1008172999718,726.1008077000151,726.0841859999928,727.084194199997,"[0, 0, 0]",1,725.1008172999718,727.1008547000238,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
1,"[-0.2, 0.2]",1.0,0,5,5,5,,,None,None,"[0, 0, 0]",727.1175230999943,729.1175453999895,727.1175230999943,728.1175417000195,728.100860800012,729.1008637999767,"[0, 0, 0]",0,727.1175230999943,729.1175453999895,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
2,"[0, 0.2]",0.0,0,6,6,6,,,None,None,"[0, 0, 0]",729.1341939999838,731.1341796999914,729.1341939999838,730.1342098999885,730.1169880999951,731.1176189000253,"[0, 0, 0]",1,729.1341939999838,731.1341796999914,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
3,"[0.2, 0.2]",0.0,0,7,7,7,,,None,None,"[0, 0, 0]",731.150859299989,733.1509028000291,731.150859299989,732.1508997000055,732.1342172999866,733.1342408999917,"[0, 0, 0]",1,731.150859299989,733.1509028000291,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
6,"[0.2, 0]",0.0,0,8,8,8,,,None,None,"[0, 0, 0]",733.1675812000176,735.167617900006,733.1675812000176,734.1675758999772,734.1509313000133,735.1509258999722,"[0, 0, 0]",1,733.1675812000176,735.167617900006,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
3,"[0.2, 0.2]",1.0,0,9,9,9,,,None,None,"[0, 0, 0]",735.1842677000095,737.1842614000197,735.1842677000095,736.1847022000002,736.1676102000056,737.1676040000166,"[0, 0, 0]",1,735.1842677000095,737.1842614000197,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
,,,,,,,,,,,,,,,,,,,,,,737.2009321000078,None,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
2,"[0, 0.2]",None,0,0,0,0,747.2343598000007,None,None,None,"[0, 0, 0]",752.2510894999723,None,752.2510894999723,753.2510983999819,753.2344307000167,754.234481499996,"[0, 0, 0]",1,752.2510894999723,None,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
5,"[0, 0]",None,0,1,1,1,,,None,None,"[0, 0, 0]",754.2511440999806,756.2511354999733,754.2511440999806,755.2511065999861,755.2344436999992,756.2344545000233,"[0, 0, 0]",1,754.2511440999806,756.2511354999733,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
6,"[0.2, 0]",0.0,0,2,2,2,,,None,None,"[0, 0, 0]",756.2677910000202,758.2677914000233,756.2677910000202,757.267794799991,757.2511401000083,758.2511402000091,"[0, 0, 0]",1,756.2677910000202,758.2677914000233,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
1,"[-0.2, 0.2]",0.0,0,3,3,3,,,None,None,"[0, 0, 0]",758.2844670999912,760.2844855000149,758.2844670999912,759.2845073000062,759.2677993000252,760.2678323999862,"[0, 0, 0]",1,758.2844670999912,760.2844855000149,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
6,"[0.2, 0]",1.0,0,4,4,4,,,None,None,"[0, 0, 0]",760.3011466999887,762.3011723000091,760.3011466999887,761.3011851999909,761.2845237000147,762.2845179000287,"[0, 0, 0]",1,760.3011466999887,762.3011723000091,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
6,"[0.2, 0]",0.0,0,5,5,5,,,None,None,"[0, 0, 0]",762.3178617000231,764.3178699000273,762.3178617000231,763.3178559999797,763.3011805000133,764.3012021000031,"[0, 0, 0]",0,762.3178617000231,764.3178699000273,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
9,"[0.2, -0.2]",0.0,0,6,6,6,,,None,None,"[0, 0, 0]",764.3345350999734,766.33455889998,764.3345350999734,765.3345665999805,765.3178823000053,766.3178527000127,"[0, 0, 0]",1,764.3345350999734,766.33455889998,,,,,,,,,,,,,,,,,,,9,F,1,12,R,MS MH,49,49,2022_Dec_11_1413,2020.2.10,distractmap1,60.00452434065863,"['Left Face', 'Abdomen', 'Left Face', 'Abdomen']",
