square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,response_2.rt_left,response_2.rt_right,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
,,,,,,,,,,,3832.9580440999707,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.79012345679012,2670.5909232900012,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
3,"[0.2, 0.2]",None,,,,,0,0,0,0,3853.208385500009,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3860.5082574000116,None,3860.5082574000116,3861.508257600013,3861.491592400009,3862.491597700049,"[0, 0, 0]",1,3860.5082574000116,None,,,,,,,,,,,0.014384009991772473,5.011172109981999,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
3,"[0.2, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3862.5082745000254,3864.508285499993,3862.5082745000254,3863.508278800058,3863.491608500015,3864.49161180004,"[0, 0, 0]",1,3862.5082745000254,3864.508285499993,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
5,"[0, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3864.5249257000396,3866.5249803999905,3864.5249257000396,3865.524956700043,3865.508291300037,3866.50830700004,"[0, 0, 0]",1,3864.5249257000396,3866.5249803999905,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3866.5416362000396,3868.5416566000786,3866.5416362000396,3867.5416545000626,3867.5249750000658,3868.5249968999997,"[0, 0, 0]",1,3866.5416362000396,3868.5416566000786,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
5,"[0, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3868.608408399974,None,3868.608408399974,3869.6083318999736,3869.5916663000826,None,"[0, 0, 0]",1,3868.608408399974,None,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3870.575025500031,3872.575030200067,3870.575025500031,3871.5750215000007,3871.5582862000447,3872.5583544999827,"[0, 0, 0]",1,3870.575025500031,3872.575030200067,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
5,"[0, 0]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3872.591681799968,3874.591696800082,3872.591681799968,3873.5916936000576,3873.5750284000533,3874.5750432000495,"[0, 0, 0]",1,3872.591681799968,3874.591696800082,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3874.608395099989,3876.6083931999747,3874.608395099989,3875.6083970000036,3875.591715399991,3876.5917141999817,"[0, 0, 0]",1,3874.608395099989,3876.6083931999747,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
5,"[0, 0]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3876.6250359000405,3878.625063900021,3876.6250359000405,3877.625055700075,3877.608385700034,3878.608406900079,"[0, 0, 0]",1,3876.6250359000405,3878.625063900021,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3878.6417289000237,3880.641737799975,3878.6417289000237,3879.641751200077,3879.6250816000393,3880.625093300012,"[0, 0, 0]",1,3878.6417289000237,3880.641737799975,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
,,,,,,,,,,,3880.6584216000047,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.51851851851852,2721.390858590021,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
6,"[0.2, 0]",None,,,,,0,0,0,0,3893.3921579000307,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3900.6919393000426,None,3900.6919393000426,3901.6919241000433,3901.6752527999924,3902.675272600027,"[0, 0, 0]",1,3900.6919393000426,None,,,,,,,,,,,0.014845510013401508,5.01199061004445,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3902.6919175999938,3904.691948099993,3902.6919175999938,3903.691946499981,3903.6752699000062,3904.675269600004,"[0, 0, 0]",1,3902.6919175999938,3904.691948099993,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
6,"[0.2, 0]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3904.7086103999754,3906.7086155000143,3904.7086103999754,3905.708620700054,3905.6919457999757,3906.691956500057,"[0, 0, 0]",1,3904.7086103999754,3906.7086155000143,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
4,"[-0.2, 0]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3906.72516859998,3908.725313400035,3906.72516859998,3907.7252385000465,3907.7086247999687,3908.7086448000045,"[0, 0, 0]",1,3906.72516859998,3908.725313400035,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3908.7754788000602,None,3908.7754788000602,3909.775305100018,3909.7586541000055,None,"[0, 0, 0]",1,3908.7754788000602,None,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3910.758633700083,3912.758678500075,3910.758633700083,3911.7586514999857,3911.7420041000005,3912.741997700068,"[0, 0, 0]",1,3910.758633700083,3912.758678500075,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3912.7753369000275,3914.7753446999704,3912.7753369000275,3913.7753668000223,3913.7586655999767,3914.75868129998,"[0, 0, 0]",1,3912.7753369000275,3914.7753446999704,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
8,"[0, -0.2]",1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3914.792020800058,3916.792032200028,3914.792020800058,3915.7920227000723,3915.7753940999974,3916.775380600011,"[0, 0, 0]",1,3914.792020800058,3916.792032200028,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3916.8087116000243,3918.808717200067,3916.8087116000243,3917.8086911999853,3917.7920591,3918.792059200001,"[0, 0, 0]",1,3916.8087116000243,3918.808717200067,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
6,"[0.2, 0]",0,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3918.825387299992,3920.825411100057,3918.825387299992,3919.8254029999953,3919.808752299985,3920.8087226999924,"[0, 0, 0]",1,3918.825387299992,3920.825411100057,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
,,,,,,,,,,,3920.8420621000696,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.74074074074074,2761.158264089958,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",None,,,,,0,0,0,0,3933.559189200052,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3940.8755643999903,None,3940.8755643999903,3941.8755719000474,3941.8589164000005,3942.8589146999875,"[0, 0, 0]",1,3940.8755643999903,None,,,,,,,,,,,0.014420510036870837,5.011246310081333,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3942.8755688000238,3944.875595999998,3942.8755688000238,3943.8755888000596,3943.858928199974,3944.858922500047,"[0, 0, 0]",1,3942.8755688000238,3944.875595999998,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3944.8922718999675,3946.8922662000405,3944.8922718999675,3945.8922636000207,3945.8755988000194,3946.8756022000453,"[0, 0, 0]",1,3944.8922718999675,3946.8922662000405,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
5,"[0, 0]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3946.90893340006,3948.9089558999985,3946.90893340006,3947.908946200041,3947.892286400078,3948.892286400078,"[0, 0, 0]",1,3946.90893340006,3948.9089558999985,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3948.9592834999785,None,3948.9592834999785,3949.958938100026,3949.9422916000476,None,"[0, 0, 0]",1,3948.9592834999785,None,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
6,"[0.2, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3950.9423218000447,3952.942323700059,3950.9423218000447,3951.9423182000173,3951.925658800057,3952.9256701000268,"[0, 0, 0]",1,3950.9423218000447,3952.942323700059,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3952.9590006000362,3954.9590001000324,3952.9590006000362,3953.959003200056,3953.9423372000456,3954.942359799985,"[0, 0, 0]",1,3952.9590006000362,3954.9590001000324,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3954.975668500061,3956.975696700043,3954.975668500061,3955.975681300042,3955.959032300045,3956.95895520004,"[0, 0, 0]",1,3954.975668500061,3956.975696700043,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
6,"[0.2, 0]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3956.9923569000093,3958.9923897000263,3956.9923569000093,3957.9923849999905,3957.9757033999776,3958.975705299992,"[0, 0, 0]",0,3956.9923569000093,3958.9923897000263,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3959.009038900025,3961.009042800055,3959.009038900025,3960.009063699981,3959.9923971000826,3960.992394900066,"[0, 0, 0]",1,3959.009038900025,3961.009042800055,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
,,,,,,,,,,,3961.025717600016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.209876543209877,2806.35795948992,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
4,"[-0.2, 0]",None,,,,,0,0,0,0,3976.2594917999813,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3981.059240099974,None,3981.059240099974,3982.059229000006,3982.042554200045,3983.0425637000008,"[0, 0, 0]",1,3981.059240099974,None,,,,,,,,,,,0.01506001001689583,5.012744909967296,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
5,"[0, 0]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3983.0592234000796,3985.059258399997,3983.0592234000796,3984.059252300067,3984.042561999988,3985.0425838000374,"[0, 0, 0]",1,3983.0592234000796,3985.059258399997,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
6,"[0.2, 0]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3985.0759073999943,3987.075901500066,3985.0759073999943,3986.075927900034,3986.0592743000016,3987.059276200016,"[0, 0, 0]",1,3985.0759073999943,3987.075901500066,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3987.0926157999784,3989.0926012999844,3987.0926157999784,3988.0926153999753,3988.0759350999724,3989.0759524999885,"[0, 0, 0]",1,3987.0926157999784,3989.0926012999844,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
6,"[0.2, 0]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3989.1927700000815,None,3989.1927700000815,3990.1926274000434,3990.1759680000832,None,"[0, 0, 0]",1,3989.1927700000815,None,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",1,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3991.1259625999955,3993.1259746999713,3991.1259625999955,3992.125976999989,3992.1093326000264,3993.109304600046,"[0, 0, 0]",1,3991.1259625999955,3993.1259746999713,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
2,"[0, 0.2]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3993.1426483000396,3995.1426530000754,3993.1426483000396,3994.142676200019,3994.125980200013,3995.126001100056,"[0, 0, 0]",1,3993.1426483000396,3995.1426530000754,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
3,"[0.2, 0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",3995.159323300002,3997.1593209999846,3995.159323300002,3996.1593405000167,3996.1426657000557,3997.1426654000534,"[0, 0, 0]",1,3995.159323300002,3997.1593209999846,,,,,,,,,,,,,,,1,M,21,r,CIB,2021_Aug_20_1402,distractmap,2020.2.10,59.993400703609076,"['Abdomen', 'Left Arm', 'Chest', 'Right Arm', 'Right Face', 'Right Arm', 'Left Leg', 'Right Leg', 'Left Face', 'Chest', 'Left Arm', 'Right Leg', 'Left Leg', 'Abdomen', 'Right Face', 'Left Face']",
